case_id,arm_id,status,plan_facts_json
bb84_n08,upmem_d64_t24_static_dag_waves_v1_1_f32,admitted,"{""host_buffers"":{""caller_input_alias_storage_deduplicated"":false,""caller_input_declared_bytes"":768,""cohorts"":[{""cohort_id"":""dag_cohort:0:contract_batch"",""control_count"":64,""input_envelope_bytes"":11480,""input_payload_bytes"":320,""int8_assembly_cast_bytes_by_node"":{""contract_0"":16,""contract_1"":16,""contract_2"":16,""contract_3"":16,""contract_4"":16,""contract_5"":16,""contract_8"":32},""live_wave_payload_bytes"":320,""max_tile_output_elements"":4,""max_tile_output_elements_by_node"":{""contract_0"":2,""contract_1"":2,""contract_2"":2,""contract_3"":2,""contract_4"":2,""contract_5"":2,""contract_8"":4},""node_ids"":[""contract_2"",""contract_5"",""contract_0"",""contract_1"",""contract_3"",""contract_4"",""contract_8""],""output_payload_bytes"":256,""response_snapshot_bytes"":4864,""wave_count"":1},{""cohort_id"":""dag_cohort:1:contract_batch"",""control_count"":64,""input_envelope_bytes"":10984,""input_payload_bytes"":160,""int8_assembly_cast_bytes_by_node"":{""contract_10"":32,""contract_6"":16,""contract_7"":16,""contract_9"":32},""live_wave_payload_bytes"":160,""max_tile_output_elements"":4,""max_tile_output_elements_by_node"":{""contract_10"":4,""contract_6"":2,""contract_7"":2,""contract_9"":4},""node_ids"":[""contract_6"",""contract_7"",""contract_10"",""contract_9""],""output_payload_bytes"":192,""response_snapshot_bytes"":4800,""wave_count"":1},{""cohort_id"":""dag_cohort:2:contract_batch"",""control_count"":64,""input_envelope_bytes"":10696,""input_payload_bytes"":96,""int8_assembly_cast_bytes_by_node"":{""contract_11"":32,""contract_12"":128},""live_wave_payload_bytes"":96,""max_tile_output_elements"":16,""max_tile_output_elements_by_node"":{""contract_11"":4,""contract_12"":16},""node_ids"":[""contract_11"",""contract_12""],""output_payload_bytes"":320,""response_snapshot_bytes"":4928,""wave_count"":1},{""cohort_id"":""dag_cohort:3:contract_batch"",""control_count"":64,""input_envelope_bytes"":10552,""input_payload_bytes"":64,""int8_assembly_cast_bytes_by_node"":{""contract_13"":128},""live_wave_payload_bytes"":64,""max_tile_output_elements"":16,""max_tile_output_elements_by_node"":{""contract_13"":16},""node_ids"":[""contract_13""],""output_payload_bytes"":256,""response_snapshot_bytes"":4864,""wave_count"":1},{""cohort_id"":""dag_cohort:4:contract_batch"",""control_count"":64,""input_envelope_bytes"":10744,""input_payload_bytes"":256,""int8_assembly_cast_bytes_by_node"":{""contract_14"":2048},""live_wave_payload_bytes"":256,""max_tile_output_elements"":256,""max_tile_output_elements_by_node"":{""contract_14"":256},""node_ids"":[""contract_14""],""output_payload_bytes"":4096,""response_snapshot_bytes"":8704,""wave_count"":1}],""configured_reserve_is_margin_only"":true,""declared_executor_assembly_workspace_bytes"":12416,""declared_executor_descriptor_packing_workspace_bytes"":22320,""declared_executor_int8_assembly_cast_workspace_bytes"":0,""declared_executor_live_array_workspace_bytes"":12416,""declared_executor_live_payload_bytes"":320,""declared_executor_memory_estimate_bytes"":308536,""declared_executor_memory_exclusions"":""Python/interpreter objects, unitemized NumPy temporaries, allocator overhead, SDK/provider storage, native process RSS/stacks/page cache, and caller backing beyond declared tensor bytes"",""declared_executor_memory_formula"":""caller_input_declared + retained_executor_bulk + max(preparation, submit, assembly, host_reduce)"",""declared_executor_memory_is_rss"":false,""declared_executor_memory_scope"":""declared_prepared_wave_executor_bytes_v1"",""declared_executor_peak_workspace_bytes"":274104,""declared_executor_persistent_bytes"":34432,""declared_executor_preparation_workspace_bytes"":1024,""declared_executor_reduce_workspace_bytes"":0,""declared_executor_snapshot_workspace_bytes"":273624,""declared_executor_submit_workspace_bytes"":274104,""encoded_operand_plane_bytes"":896,""excluded_from_retained_sum"":[""caller input backing allocations"",""materialization/canonicalization/quantization workspace"",""live cohort input payloads and envelope assembly copies"",""lane assembly, reduction and decode workspace"",""native envelope snapshot and output scratch"",""evidence hashing and serialization temporaries"",""Python objects, allocator overhead, SDK and process storage""],""final_output_copy_bytes"":2048,""full_host_memory_bound"":false,""graph_output_array_bytes"":2560,""lifetime_sources"":[""runtime.py:UpmemSession._run_once_unlocked"",""runtime.py:UpmemV4Session._execute_cohort"",""native_session.py:V4Session._read_wave_snapshot""],""max_input_envelope_bytes"":11480,""max_response_snapshot_bytes"":8704,""native_input_snapshot_bytes"":11480,""native_output_buffer_bytes"":262144,""peak_rss_measured"":false,""retained_executor_bulk_bytes"":33664,""retained_response_snapshot_bytes"":28160,""scope"":""post_steady_retained_bulk_allocations_v1""},""plan"":{""dpu_count"":64,""fuse_complex"":true,""geometry_policy"":""panel_only_v1"",""kernel_identity"":""dpu_panel_dispatch_v5_v1"",""logical_plan_id"":""5af26343b2d9d893f24be19038b8c582ffb5c693670a85bb6e923ec8300b04e5"",""numeric_mode"":0,""numeric_policy"":""split_complex_float32_v1"",""physical_plan_id"":""b9ff37cf5f7920721a807d9dbf6bce3597fe340736e07e97eedbd139c2dfd501"",""rank_count"":1,""request_transport"":""packed_wave_v1"",""schedule_policy"":""static_dag_waves_v1"",""tasklets_per_dpu"":24},""static_memory"":{""full_host_memory_bound"":false,""known_wram_buffers_bytes"":24320,""known_wram_private_bytes_per_tasklet"":672,""known_wram_shared_bytes"":8192,""known_wram_tasklet_count"":24,""linked_max_footprint"":false,""scope"":""per_dpu_static_kernel_buffers_and_per_dpu_mram_arena_v1"",""static_peak_mram_bytes"":4352},""status"":""admitted"",""totals"":{""active_slot_launch_count"":15,""barrier_events"":1080,""barrier_tasklet_calls"":25920,""cohort_count"":5,""completion_bytes"":23040,""control_bytes"":46080,""d2h_bytes"":28160,""h2d_bytes"":46976,""host_reduce_count"":0,""idle_slot_launch_count"":305,""input_payload_bytes"":896,""kernel_counts"":{""four_product_outer"":0,""four_product_panel"":15,""idle"":305,""real_outer"":0,""real_panel"":0},""launch_count"":5,""local_traffic"":{""algorithms"":[""panel_compute_v1""],""mram_aligned_transfer_bytes_estimate"":7552,""mram_read_helper_calls_exact"":260,""mram_requested_payload_bytes_exact"":6912,""mram_unaligned_read_helper_calls_exact"":144,""mram_unaligned_write_helper_calls_exact"":16,""mram_write_helper_calls_exact"":168,""scope"":""source_level_helper_calls_and_geometric_aligned_spans"",""source_files"":[""native/upmem/runtime/dpu_wave.c"",""native/upmem/runtime/panel_compute.h""],""status"":""estimated""},""original_wave_count"":5,""output_payload_bytes"":5120,""product_count"":60,""real_mac_count"":1344,""wave_critical_real_mac_sum"":1184}}"
bb84_n12,upmem_d64_t24_static_dag_waves_v1_1_f32,admitted,"{""host_buffers"":{""caller_input_alias_storage_deduplicated"":false,""caller_input_declared_bytes"":1152,""cohorts"":[{""cohort_id"":""dag_cohort:0:contract_batch"",""control_count"":64,""input_envelope_bytes"":11960,""input_payload_bytes"":464,""int8_assembly_cast_bytes_by_node"":{""contract_0"":16,""contract_1"":16,""contract_12"":32,""contract_2"":16,""contract_3"":16,""contract_4"":16,""contract_5"":16,""contract_6"":16,""contract_7"":16,""contract_8"":16},""live_wave_payload_bytes"":464,""max_tile_output_elements"":4,""max_tile_output_elements_by_node"":{""contract_0"":2,""contract_1"":2,""contract_12"":4,""contract_2"":2,""contract_3"":2,""contract_4"":2,""contract_5"":2,""contract_6"":2,""contract_7"":2,""contract_8"":2},""node_ids"":[""contract_0"",""contract_1"",""contract_3"",""contract_4"",""contract_6"",""contract_12"",""contract_2"",""contract_5"",""contract_8"",""contract_7""],""output_payload_bytes"":352,""response_snapshot_bytes"":4960,""wave_count"":1},{""cohort_id"":""dag_cohort:1:contract_batch"",""control_count"":64,""input_envelope_bytes"":11288,""input_payload_bytes"":240,""int8_assembly_cast_bytes_by_node"":{""contract_10"":16,""contract_11"":16,""contract_13"":32,""contract_14"":32,""contract_15"":32,""contract_9"":16},""live_wave_payload_bytes"":240,""max_tile_output_elements"":4,""max_tile_output_elements_by_node"":{""contract_10"":2,""contract_11"":2,""contract_13"":4,""contract_14"":4,""contract_15"":4,""contract_9"":2},""node_ids"":[""contract_13"",""contract_14"",""contract_15"",""contract_10"",""contract_11"",""contract_9""],""output_payload_bytes"":288,""response_snapshot_bytes"":4896,""wave_count"":1},{""cohort_id"":""dag_cohort:2:contract_batch"",""control_count"":64,""input_envelope_bytes"":11016,""input_payload_bytes"":192,""int8_assembly_cast_bytes_by_node"":{""contract_16"":32,""contract_17"":32,""contract_18"":128,""contract_19"":128},""live_wave_payload_bytes"":192,""max_tile_output_elements"":16,""max_tile_output_elements_by_node"":{""contract_16"":4,""contract_17"":4,""contract_18"":16,""contract_19"":16},""node_ids"":[""contract_18"",""contract_19"",""contract_16"",""contract_17""],""output_payload_bytes"":640,""response_snapshot_bytes"":5248,""wave_count"":1},{""cohort_id"":""dag_cohort:3:contract_batch"",""control_count"":64,""input_envelope_bytes"":10920,""input_payload_bytes"":320,""int8_assembly_cast_bytes_by_node"":{""contract_20"":128,""contract_21"":2048},""live_wave_payload_bytes"":320,""max_tile_output_elements"":256,""max_tile_output_elements_by_node"":{""contract_20"":16,""contract_21"":256},""node_ids"":[""contract_21"",""contract_20""],""output_payload_bytes"":4352,""response_snapshot_bytes"":8960,""wave_count"":1},{""cohort_id"":""dag_cohort:4:contract_batch"",""control_count"":64,""input_envelope_bytes"":12664,""input_payload_bytes"":2176,""int8_assembly_cast_bytes_by_node"":{""contract_22"":32768},""live_wave_payload_bytes"":2176,""max_tile_output_elements"":4096,""max_tile_output_elements_by_node"":{""contract_22"":4096},""node_ids"":[""contract_22""],""output_payload_bytes"":65536,""response_snapshot_bytes"":70144,""wave_count"":1}],""configured_reserve_is_margin_only"":true,""declared_executor_assembly_workspace_bytes"":197696,""declared_executor_descriptor_packing_workspace_bytes"":22992,""declared_executor_int8_assembly_cast_workspace_bytes"":0,""declared_executor_live_array_workspace_bytes"":197696,""declared_executor_live_payload_bytes"":2176,""declared_executor_memory_estimate_bytes"":445176,""declared_executor_memory_exclusions"":""Python/interpreter objects, unitemized NumPy temporaries, allocator overhead, SDK/provider storage, native process RSS/stacks/page cache, and caller backing beyond declared tensor bytes"",""declared_executor_memory_formula"":""caller_input_declared + retained_executor_bulk + max(preparation, submit, assembly, host_reduce)"",""declared_executor_memory_is_rss"":false,""declared_executor_memory_scope"":""declared_prepared_wave_executor_bytes_v1"",""declared_executor_peak_workspace_bytes"":278072,""declared_executor_persistent_bytes"":167104,""declared_executor_preparation_workspace_bytes"":9664,""declared_executor_reduce_workspace_bytes"":0,""declared_executor_snapshot_workspace_bytes"":274808,""declared_executor_submit_workspace_bytes"":278072,""encoded_operand_plane_bytes"":3392,""excluded_from_retained_sum"":[""caller input backing allocations"",""materialization/canonicalization/quantization workspace"",""live cohort input payloads and envelope assembly copies"",""lane assembly, reduction and decode workspace"",""native envelope snapshot and output scratch"",""evidence hashing and serialization temporaries"",""Python objects, allocator overhead, SDK and process storage""],""final_output_copy_bytes"":32768,""full_host_memory_bound"":false,""graph_output_array_bytes"":35584,""lifetime_sources"":[""runtime.py:UpmemSession._run_once_unlocked"",""runtime.py:UpmemV4Session._execute_cohort"",""native_session.py:V4Session._read_wave_snapshot""],""max_input_envelope_bytes"":12664,""max_response_snapshot_bytes"":70144,""native_input_snapshot_bytes"":12664,""native_output_buffer_bytes"":262144,""peak_rss_measured"":false,""retained_executor_bulk_bytes"":165952,""retained_response_snapshot_bytes"":94208,""scope"":""post_steady_retained_bulk_allocations_v1""},""plan"":{""dpu_count"":64,""fuse_complex"":true,""geometry_policy"":""panel_only_v1"",""kernel_identity"":""dpu_panel_dispatch_v5_v1"",""logical_plan_id"":""1013d565766f91a38887fd7ef29c3734d2a8266aeb86d2fb0deff73be30e57fc"",""numeric_mode"":0,""numeric_policy"":""split_complex_float32_v1"",""physical_plan_id"":""4b315375c3c644b8201ede7a14703211f5d383b2e10e1a28ab4fde41e94d506c"",""rank_count"":1,""request_transport"":""packed_wave_v1"",""schedule_policy"":""static_dag_waves_v1"",""tasklets_per_dpu"":24},""static_memory"":{""full_host_memory_bound"":false,""known_wram_buffers_bytes"":24320,""known_wram_private_bytes_per_tasklet"":672,""known_wram_shared_bytes"":8192,""known_wram_tasklet_count"":24,""linked_max_footprint"":false,""scope"":""per_dpu_static_kernel_buffers_and_per_dpu_mram_arena_v1"",""static_peak_mram_bytes"":67712},""status"":""admitted"",""totals"":{""active_slot_launch_count"":23,""barrier_events"":1200,""barrier_tasklet_calls"":28800,""cohort_count"":5,""completion_bytes"":23040,""control_bytes"":46080,""d2h_bytes"":94208,""h2d_bytes"":49472,""host_reduce_count"":0,""idle_slot_launch_count"":297,""input_payload_bytes"":3392,""kernel_counts"":{""four_product_outer"":0,""four_product_panel"":23,""idle"":297,""real_outer"":0,""real_panel"":0},""launch_count"":5,""local_traffic"":{""algorithms"":[""panel_compute_v1""],""mram_aligned_transfer_bytes_estimate"":82624,""mram_read_helper_calls_exact"":900,""mram_requested_payload_bytes_exact"":79744,""mram_unaligned_read_helper_calls_exact"":696,""mram_unaligned_write_helper_calls_exact"":24,""mram_write_helper_calls_exact"":732,""scope"":""source_level_helper_calls_and_geometric_aligned_spans"",""source_files"":[""native/upmem/runtime/dpu_wave.c"",""native/upmem/runtime/panel_compute.h""],""status"":""estimated""},""original_wave_count"":5,""output_payload_bytes"":71168,""product_count"":92,""real_mac_count"":17888,""wave_critical_real_mac_sum"":17504}}"
bb84_n16,upmem_d64_t24_static_dag_waves_v1_1_f32,admitted,"{""host_buffers"":{""caller_input_alias_storage_deduplicated"":false,""caller_input_declared_bytes"":1536,""cohorts"":[{""cohort_id"":""dag_cohort:0:contract_batch"",""control_count"":64,""input_envelope_bytes"":12584,""input_payload_bytes"":640,""int8_assembly_cast_bytes_by_node"":{""contract_0"":16,""contract_1"":16,""contract_10"":16,""contract_11"":16,""contract_16"":32,""contract_17"":32,""contract_2"":16,""contract_3"":16,""contract_4"":16,""contract_5"":16,""contract_6"":16,""contract_7"":16,""contract_8"":16,""contract_9"":16},""live_wave_payload_bytes"":640,""max_tile_output_elements"":4,""max_tile_output_elements_by_node"":{""contract_0"":2,""contract_1"":2,""contract_10"":2,""contract_11"":2,""contract_16"":4,""contract_17"":4,""contract_2"":2,""contract_3"":2,""contract_4"":2,""contract_5"":2,""contract_6"":2,""contract_7"":2,""contract_8"":2,""contract_9"":2},""node_ids"":[""contract_11"",""contract_2"",""contract_5"",""contract_8"",""contract_0"",""contract_1"",""contract_10"",""contract_3"",""contract_4"",""contract_6"",""contract_7"",""contract_9"",""contract_16"",""contract_17""],""output_payload_bytes"":512,""response_snapshot_bytes"":5120,""wave_count"":1},{""cohort_id"":""dag_cohort:1:contract_batch"",""control_count"":64,""input_envelope_bytes"":11768,""input_payload_bytes"":384,""int8_assembly_cast_bytes_by_node"":{""contract_12"":16,""contract_13"":16,""contract_14"":16,""contract_15"":16,""contract_18"":32,""contract_19"":32,""contract_20"":32,""contract_21"":32,""contract_24"":128},""live_wave_payload_bytes"":384,""max_tile_output_elements"":16,""max_tile_output_elements_by_node"":{""contract_12"":2,""contract_13"":2,""contract_14"":2,""contract_15"":2,""contract_18"":4,""contract_19"":4,""contract_20"":4,""contract_21"":4,""contract_24"":16},""node_ids"":[""contract_12"",""contract_13"",""contract_14"",""contract_15"",""contract_18"",""contract_19"",""contract_20"",""contract_21"",""contract_24""],""output_payload_bytes"":640,""response_snapshot_bytes"":5248,""wave_count"":1},{""cohort_id"":""dag_cohort:2:contract_batch"",""control_count"":64,""input_envelope_bytes"":11016,""input_payload_bytes"":192,""int8_assembly_cast_bytes_by_node"":{""contract_22"":32,""contract_23"":32,""contract_25"":128,""contract_26"":128},""live_wave_payload_bytes"":192,""max_tile_output_elements"":16,""max_tile_output_elements_by_node"":{""contract_22"":4,""contract_23"":4,""contract_25"":16,""contract_26"":16},""node_ids"":[""contract_22"",""contract_23"",""contract_25"",""contract_26""],""output_payload_bytes"":640,""response_snapshot_bytes"":5248,""wave_count"":1},{""cohort_id"":""dag_cohort:3:contract_batch"",""control_count"":64,""input_envelope_bytes"":10920,""input_payload_bytes"":320,""int8_assembly_cast_bytes_by_node"":{""contract_27"":128,""contract_28"":2048},""live_wave_payload_bytes"":320,""max_tile_output_elements"":256,""max_tile_output_elements_by_node"":{""contract_27"":16,""contract_28"":256},""node_ids"":[""contract_27"",""contract_28""],""output_payload_bytes"":4352,""response_snapshot_bytes"":8960,""wave_count"":1},{""cohort_id"":""dag_cohort:4:contract_batch"",""control_count"":64,""input_envelope_bytes"":10744,""input_payload_bytes"":256,""int8_assembly_cast_bytes_by_node"":{""contract_29"":2048},""live_wave_payload_bytes"":256,""max_tile_output_elements"":256,""max_tile_output_elements_by_node"":{""contract_29"":256},""node_ids"":[""contract_29""],""output_payload_bytes"":4096,""response_snapshot_bytes"":8704,""wave_count"":1},{""cohort_id"":""dag_cohort:5:contract_batch"",""control_count"":256,""input_envelope_bytes"":49400,""input_payload_bytes"":8192,""int8_assembly_cast_bytes_by_node"":{""contract_30"":524288},""live_wave_payload_bytes"":8192,""max_tile_output_elements"":65536,""max_tile_output_elements_by_node"":{""contract_30"":65536},""node_ids"":[""contract_30""],""output_payload_bytes"":1048576,""response_snapshot_bytes"":1067008,""wave_count"":4}],""configured_reserve_is_margin_only"":true,""declared_executor_assembly_workspace_bytes"":3147776,""declared_executor_descriptor_packing_workspace_bytes"":82416,""declared_executor_int8_assembly_cast_workspace_bytes"":0,""declared_executor_live_array_workspace_bytes"":3147776,""declared_executor_live_payload_bytes"":8192,""declared_executor_memory_estimate_bytes"":5309184,""declared_executor_memory_exclusions"":""Python/interpreter objects, unitemized NumPy temporaries, allocator overhead, SDK/provider storage, native process RSS/stacks/page cache, and caller backing beyond declared tensor bytes"",""declared_executor_memory_formula"":""caller_input_declared + retained_executor_bulk + max(preparation, submit, assembly, host_reduce)"",""declared_executor_memory_is_rss"":false,""declared_executor_memory_scope"":""declared_prepared_wave_executor_bytes_v1"",""declared_executor_peak_workspace_bytes"":3147776,""declared_executor_persistent_bytes"":2161408,""declared_executor_preparation_workspace_bytes"":16384,""declared_executor_reduce_workspace_bytes"":0,""declared_executor_snapshot_workspace_bytes"":311544,""declared_executor_submit_workspace_bytes"":321784,""encoded_operand_plane_bytes"":5888,""excluded_from_retained_sum"":[""caller input backing allocations"",""materialization/canonicalization/quantization workspace"",""live cohort input payloads and envelope assembly copies"",""lane assembly, reduction and decode workspace"",""native envelope snapshot and output scratch"",""evidence hashing and serialization temporaries"",""Python objects, allocator overhead, SDK and process storage""],""final_output_copy_bytes"":524288,""full_host_memory_bound"":false,""graph_output_array_bytes"":529408,""lifetime_sources"":[""runtime.py:UpmemSession._run_once_unlocked"",""runtime.py:UpmemV4Session._execute_cohort"",""native_session.py:V4Session._read_wave_snapshot""],""max_input_envelope_bytes"":49400,""max_response_snapshot_bytes"":1067008,""native_input_snapshot_bytes"":49400,""native_output_buffer_bytes"":262144,""peak_rss_measured"":false,""retained_executor_bulk_bytes"":2159872,""retained_response_snapshot_bytes"":1100288,""scope"":""post_steady_retained_bulk_allocations_v1""},""plan"":{""dpu_count"":64,""fuse_complex"":true,""geometry_policy"":""panel_only_v1"",""kernel_identity"":""dpu_panel_dispatch_v5_v1"",""logical_plan_id"":""93350de7f8c2e83f5a7bb78725a289b1461ea6007695f6028f8d3ec751dd564b"",""numeric_mode"":0,""numeric_policy"":""split_complex_float32_v1"",""physical_plan_id"":""c4465b3971fe4902ec29670a69c432c9d0099f3283fa534558ef021120e463af"",""rank_count"":1,""request_transport"":""packed_wave_v1"",""schedule_policy"":""static_dag_waves_v1"",""tasklets_per_dpu"":24},""static_memory"":{""full_host_memory_bound"":false,""known_wram_buffers_bytes"":24320,""known_wram_private_bytes_per_tasklet"":672,""known_wram_shared_bytes"":8192,""known_wram_tasklet_count"":24,""linked_max_footprint"":false,""scope"":""per_dpu_static_kernel_buffers_and_per_dpu_mram_arena_v1"",""static_peak_mram_bytes"":264192},""status"":""admitted"",""totals"":{""active_slot_launch_count"":34,""barrier_events"":2032,""barrier_tasklet_calls"":48768,""cohort_count"":6,""completion_bytes"":41472,""control_bytes"":82944,""d2h_bytes"":1100288,""h2d_bytes"":92928,""host_reduce_count"":0,""idle_slot_launch_count"":542,""input_payload_bytes"":9984,""kernel_counts"":{""four_product_outer"":0,""four_product_panel"":30,""idle"":542,""real_outer"":0,""real_panel"":4},""launch_count"":9,""local_traffic"":{""algorithms"":[""panel_compute_v1""],""mram_aligned_transfer_bytes_estimate"":1133312,""mram_read_helper_calls_exact"":8744,""mram_requested_payload_bytes_exact"":1099264,""mram_unaligned_read_helper_calls_exact"":8480,""mram_unaligned_write_helper_calls_exact"":32,""mram_write_helper_calls_exact"":8528,""scope"":""source_level_helper_calls_and_geometric_aligned_spans"",""source_files"":[""native/upmem/runtime/dpu_wave.c"",""native/upmem/runtime/panel_compute.h""],""status"":""estimated""},""original_wave_count"":6,""output_payload_bytes"":1058816,""product_count"":124,""real_mac_count"":264832,""wave_critical_real_mac_sum"":264336}}"
