suite,case_id,arm_id,metric,median,raw_mad,count,quality_qualified
D,hs_n18,upmem_d1_t24_static_dag_waves_v1_1_f32,steady_s,0.8462658429634757,0.00535651994869113,5,True
D,hs_n18,upmem_d1_t24_static_dag_waves_v1_1_f32,kernel_s,0.29182798,0.0014640439999999977,5,True
D,hs_n18,upmem_d1_t24_static_dag_waves_v1_1_f32,session_open_s,0.4909907589899376,0.002791257982607931,5,True
D,hs_n18,upmem_d1_t24_static_dag_waves_v1_1_f32,session_close_s,0.004145187034737319,0.00010841299081221223,5,True
D,hs_n18,upmem_d1_t24_static_dag_waves_v1_1_f32,h2d_s,0.061541099999999974,0.00014911000000004254,5,True
D,hs_n18,upmem_d1_t24_static_dag_waves_v1_1_f32,d2h_s,0.12933440100000002,0.0012795200000000062,5,True
D,hs_n18,upmem_d1_t24_static_dag_waves_v1_1_f32,h2d_bytes,70224,0,5,True
D,hs_n18,upmem_d1_t24_static_dag_waves_v1_1_f32,d2h_bytes,4243472,0,5,True
D,hs_n18,upmem_d2_t8_static_dag_waves_v1_1_f32,job_to_state_s,1.498596040008124,0.0012860780116170645,5,True
D,hs_n18,upmem_d2_t8_static_dag_waves_v1_1_f32,prepared_call_s,1.205628692987375,0.0036968589993193746,5,True
D,hs_n18,upmem_d2_t8_static_dag_waves_v1_1_f32,session_inclusive_s,1.1408271699910983,0.003709533018991351,5,True
D,hs_n18,upmem_d2_t8_static_dag_waves_v1_1_f32,steady_s,0.6566459499881603,0.0013784699840471148,5,True
D,hs_n18,upmem_d2_t8_static_dag_waves_v1_1_f32,kernel_s,0.16586509000000002,0.0001216449999999758,5,True
D,hs_n18,upmem_d2_t8_static_dag_waves_v1_1_f32,session_open_s,0.4826240330003202,0.002874810015782714,5,True
D,hs_n18,upmem_d2_t8_static_dag_waves_v1_1_f32,session_close_s,0.0043235140037722886,2.91539472527802e-05,5,True
D,hs_n18,upmem_d2_t8_static_dag_waves_v1_1_f32,h2d_s,0.06611258500000002,0.0004429009999999678,5,True
D,hs_n18,upmem_d2_t8_static_dag_waves_v1_1_f32,d2h_s,0.121878423,0.0056099819999999995,5,True
D,hs_n18,upmem_d2_t8_static_dag_waves_v1_1_f32,h2d_bytes,70512,0,5,True
D,hs_n18,upmem_d2_t8_static_dag_waves_v1_1_f32,d2h_bytes,4243616,0,5,True
D,hs_n18,upmem_d2_t24_static_dag_waves_v1_1_f32,job_to_state_s,1.4738927810103633,0.006620356987696141,5,True
D,hs_n18,upmem_d2_t24_static_dag_waves_v1_1_f32,prepared_call_s,1.1826398849952966,0.0061268810532055795,5,True
D,hs_n18,upmem_d2_t24_static_dag_waves_v1_1_f32,session_inclusive_s,1.1175346909440123,0.006071639072615653,5,True
D,hs_n18,upmem_d2_t24_static_dag_waves_v1_1_f32,steady_s,0.6238625349942595,0.0017345559899695218,5,True
D,hs_n18,upmem_d2_t24_static_dag_waves_v1_1_f32,kernel_s,0.135130044,0.0001897329999999975,5,True
D,hs_n18,upmem_d2_t24_static_dag_waves_v1_1_f32,session_open_s,0.48503102402901277,0.004397168930154294,5,True
D,hs_n18,upmem_d2_t24_static_dag_waves_v1_1_f32,session_close_s,0.004277084022760391,3.491394454613328e-05,5,True
D,hs_n18,upmem_d2_t24_static_dag_waves_v1_1_f32,h2d_s,0.066473629,0.0002485330000000091,5,True
D,hs_n18,upmem_d2_t24_static_dag_waves_v1_1_f32,d2h_s,0.121409696,0.0010555249999999877,5,True
D,hs_n18,upmem_d2_t24_static_dag_waves_v1_1_f32,h2d_bytes,70512,0,5,True
