case_id,B,K,M,N,dependency_count,node_id,output_elements,real_macs
hs_n26,1,2,2,2,2,contract_167,4,32
hs_n26,1,2,2,8,1,contract_168,16,128
hs_n26,1,2,2,2,2,contract_169,4,32
hs_n26,1,4,4,1,2,contract_170,4,64
hs_n26,1,2,2,2,2,contract_171,4,32
hs_n26,1,4,4,1,2,contract_172,4,64
hs_n26,1,2,2,2,2,contract_173,4,32
hs_n26,1,4,4,1,2,contract_174,4,64
hs_n26,1,2,2,2,2,contract_175,4,32
hs_n26,1,4,4,1,2,contract_176,4,64
hs_n26,1,2,2,2,2,contract_177,4,32
hs_n26,1,4,4,1,2,contract_178,4,64
hs_n26,1,2,2,2,2,contract_179,4,32
hs_n26,1,4,4,1,2,contract_180,4,64
hs_n26,1,2,2,2,2,contract_181,4,32
hs_n26,1,4,4,1,2,contract_182,4,64
hs_n26,1,2,2,2,2,contract_183,4,32
hs_n26,1,4,4,1,2,contract_184,4,64
hs_n26,1,2,2,2,2,contract_185,4,32
hs_n26,1,4,4,1,2,contract_186,4,64
hs_n26,1,2,2,2,2,contract_187,4,32
hs_n26,1,4,4,1,2,contract_188,4,64
hs_n26,1,2,2,2,2,contract_189,4,32
hs_n26,1,4,4,1,2,contract_190,4,64
hs_n26,1,2,2,2,2,contract_191,4,32
hs_n26,1,4,4,1,2,contract_192,4,64
hs_n26,1,2,2,2,2,contract_193,4,32
hs_n26,1,4,4,1,2,contract_194,4,64
hs_n26,1,1,4,4,2,contract_195,16,64
hs_n26,1,1,4,4,2,contract_196,16,64
hs_n26,1,1,4,4,2,contract_197,16,64
hs_n26,1,1,4,4,2,contract_198,16,64
hs_n26,1,1,4,4,2,contract_199,16,64
hs_n26,1,1,4,4,2,contract_200,16,64
hs_n26,1,1,4,16,2,contract_201,64,256
hs_n26,1,1,16,16,2,contract_202,256,1024
hs_n26,1,1,16,16,2,contract_203,256,1024
hs_n26,1,1,16,64,2,contract_204,1024,4096
hs_n26,1,1,256,256,2,contract_205,65536,262144
hs_n26,1,1,1024,65536,2,contract_206,67108864,268435456
qrng_n08,1,2,1,2,0,contract_0,2,16
qrng_n08,1,2,1,2,0,contract_1,2,16
qrng_n08,1,2,1,2,0,contract_2,2,16
qrng_n08,1,2,1,2,0,contract_3,2,16
qrng_n08,1,2,1,2,0,contract_4,2,16
qrng_n08,1,2,1,2,0,contract_5,2,16
qrng_n08,1,2,1,2,0,contract_6,2,16
qrng_n08,1,2,1,2,0,contract_7,2,16
qrng_n08,1,1,2,2,2,contract_8,4,16
qrng_n08,1,1,2,2,2,contract_9,4,16
qrng_n08,1,1,2,2,2,contract_10,4,16
qrng_n08,1,1,2,2,2,contract_11,4,16
qrng_n08,1,1,4,4,2,contract_12,16,64
qrng_n08,1,1,4,4,2,contract_13,16,64
qrng_n08,1,1,16,16,2,contract_14,256,1024
qrng_n12,1,2,1,2,0,contract_0,2,16
qrng_n12,1,2,1,2,0,contract_1,2,16
qrng_n12,1,2,1,2,0,contract_2,2,16
qrng_n12,1,2,1,2,0,contract_3,2,16
qrng_n12,1,2,1,2,0,contract_4,2,16
qrng_n12,1,2,1,2,0,contract_5,2,16
qrng_n12,1,2,1,2,0,contract_6,2,16
qrng_n12,1,2,1,2,0,contract_7,2,16
qrng_n12,1,2,1,2,0,contract_8,2,16
qrng_n12,1,2,1,2,0,contract_9,2,16
qrng_n12,1,2,1,2,0,contract_10,2,16
qrng_n12,1,2,1,2,0,contract_11,2,16
qrng_n12,1,1,2,2,2,contract_12,4,16
qrng_n12,1,1,2,2,2,contract_13,4,16
qrng_n12,1,1,2,2,2,contract_14,4,16
qrng_n12,1,1,2,2,2,contract_15,4,16
qrng_n12,1,1,2,2,2,contract_16,4,16
qrng_n12,1,1,2,2,2,contract_17,4,16
qrng_n12,1,1,4,4,2,contract_18,16,64
qrng_n12,1,1,4,4,2,contract_19,16,64
qrng_n12,1,1,4,4,2,contract_20,16,64
qrng_n12,1,1,16,16,2,contract_21,256,1024
qrng_n12,1,1,16,256,2,contract_22,4096,16384
qrng_n16,1,2,1,2,0,contract_0,2,16
qrng_n16,1,2,1,2,0,contract_1,2,16
qrng_n16,1,2,1,2,0,contract_2,2,16
qrng_n16,1,2,1,2,0,contract_3,2,16
qrng_n16,1,2,1,2,0,contract_4,2,16
qrng_n16,1,2,1,2,0,contract_5,2,16
qrng_n16,1,2,1,2,0,contract_6,2,16
qrng_n16,1,2,1,2,0,contract_7,2,16
qrng_n16,1,2,1,2,0,contract_8,2,16
qrng_n16,1,2,1,2,0,contract_9,2,16
qrng_n16,1,2,1,2,0,contract_10,2,16
qrng_n16,1,2,1,2,0,contract_11,2,16
qrng_n16,1,2,1,2,0,contract_12,2,16
qrng_n16,1,2,1,2,0,contract_13,2,16
qrng_n16,1,2,1,2,0,contract_14,2,16
qrng_n16,1,2,1,2,0,contract_15,2,16
qrng_n16,1,1,2,2,2,contract_16,4,16
qrng_n16,1,1,2,2,2,contract_17,4,16
qrng_n16,1,1,2,2,2,contract_18,4,16
qrng_n16,1,1,2,2,2,contract_19,4,16
qrng_n16,1,1,2,2,2,contract_20,4,16
qrng_n16,1,1,2,2,2,contract_21,4,16
qrng_n16,1,1,2,2,2,contract_22,4,16
qrng_n16,1,1,2,2,2,contract_23,4,16
qrng_n16,1,1,4,4,2,contract_24,16,64
qrng_n16,1,1,4,4,2,contract_25,16,64
qrng_n16,1,1,4,4,2,contract_26,16,64
qrng_n16,1,1,4,4,2,contract_27,16,64
qrng_n16,1,1,16,16,2,contract_28,256,1024
qrng_n16,1,1,16,16,2,contract_29,256,1024
qrng_n16,1,1,256,256,2,contract_30,65536,262144
qrng_n18,1,2,1,2,0,contract_0,2,16
qrng_n18,1,2,1,2,0,contract_1,2,16
qrng_n18,1,2,1,2,0,contract_2,2,16
qrng_n18,1,2,1,2,0,contract_3,2,16
qrng_n18,1,2,1,2,0,contract_4,2,16
qrng_n18,1,2,1,2,0,contract_5,2,16
qrng_n18,1,2,1,2,0,contract_6,2,16
qrng_n18,1,2,1,2,0,contract_7,2,16
qrng_n18,1,2,1,2,0,contract_8,2,16
qrng_n18,1,2,1,2,0,contract_9,2,16
qrng_n18,1,2,1,2,0,contract_10,2,16
qrng_n18,1,2,1,2,0,contract_11,2,16
qrng_n18,1,2,1,2,0,contract_12,2,16
qrng_n18,1,2,1,2,0,contract_13,2,16
qrng_n18,1,2,1,2,0,contract_14,2,16
qrng_n18,1,2,1,2,0,contract_15,2,16
qrng_n18,1,2,1,2,0,contract_16,2,16
qrng_n18,1,2,1,2,0,contract_17,2,16
qrng_n18,1,1,2,2,2,contract_18,4,16
qrng_n18,1,1,2,2,2,contract_19,4,16
qrng_n18,1,1,2,2,2,contract_20,4,16
qrng_n18,1,1,2,2,2,contract_21,4,16
qrng_n18,1,1,2,2,2,contract_22,4,16
qrng_n18,1,1,2,2,2,contract_23,4,16
qrng_n18,1,1,2,2,2,contract_24,4,16
qrng_n18,1,1,2,2,2,contract_25,4,16
qrng_n18,1,1,2,2,2,contract_26,4,16
qrng_n18,1,1,4,4,2,contract_27,16,64
qrng_n18,1,1,4,4,2,contract_28,16,64
qrng_n18,1,1,4,4,2,contract_29,16,64
qrng_n18,1,1,4,4,2,contract_30,16,64
qrng_n18,1,1,4,16,2,contract_31,64,256
qrng_n18,1,1,16,16,2,contract_32,256,1024
qrng_n18,1,1,16,64,2,contract_33,1024,4096
qrng_n18,1,1,256,1024,2,contract_34,262144,1048576
qrng_n20,1,2,1,2,0,contract_0,2,16
qrng_n20,1,2,1,2,0,contract_1,2,16
qrng_n20,1,2,1,2,0,contract_2,2,16
qrng_n20,1,2,1,2,0,contract_3,2,16
qrng_n20,1,2,1,2,0,contract_4,2,16
qrng_n20,1,2,1,2,0,contract_5,2,16
qrng_n20,1,2,1,2,0,contract_6,2,16
qrng_n20,1,2,1,2,0,contract_7,2,16
qrng_n20,1,2,1,2,0,contract_8,2,16
qrng_n20,1,2,1,2,0,contract_9,2,16
qrng_n20,1,2,1,2,0,contract_10,2,16
qrng_n20,1,2,1,2,0,contract_11,2,16
qrng_n20,1,2,1,2,0,contract_12,2,16
qrng_n20,1,2,1,2,0,contract_13,2,16
qrng_n20,1,2,1,2,0,contract_14,2,16
qrng_n20,1,2,1,2,0,contract_15,2,16
qrng_n20,1,2,1,2,0,contract_16,2,16
qrng_n20,1,2,1,2,0,contract_17,2,16
qrng_n20,1,2,1,2,0,contract_18,2,16
qrng_n20,1,2,1,2,0,contract_19,2,16
qrng_n20,1,1,2,2,2,contract_20,4,16
qrng_n20,1,1,2,2,2,contract_21,4,16
qrng_n20,1,1,2,2,2,contract_22,4,16
qrng_n20,1,1,2,2,2,contract_23,4,16
qrng_n20,1,1,2,2,2,contract_24,4,16
qrng_n20,1,1,2,2,2,contract_25,4,16
qrng_n20,1,1,2,2,2,contract_26,4,16
qrng_n20,1,1,2,2,2,contract_27,4,16
qrng_n20,1,1,2,2,2,contract_28,4,16
qrng_n20,1,1,2,2,2,contract_29,4,16
qrng_n20,1,1,4,4,2,contract_30,16,64
qrng_n20,1,1,4,4,2,contract_31,16,64
qrng_n20,1,1,4,4,2,contract_32,16,64
qrng_n20,1,1,4,4,2,contract_33,16,64
qrng_n20,1,1,4,4,2,contract_34,16,64
qrng_n20,1,1,16,16,2,contract_35,256,1024
qrng_n20,1,1,16,16,2,contract_36,256,1024
qrng_n20,1,1,16,256,2,contract_37,4096,16384
qrng_n20,1,1,256,4096,2,contract_38,1048576,4194304
qrng_n22,1,2,1,2,0,contract_0,2,16
qrng_n22,1,2,1,2,0,contract_1,2,16
qrng_n22,1,2,1,2,0,contract_2,2,16
qrng_n22,1,2,1,2,0,contract_3,2,16
qrng_n22,1,2,1,2,0,contract_4,2,16
qrng_n22,1,2,1,2,0,contract_5,2,16
qrng_n22,1,2,1,2,0,contract_6,2,16
qrng_n22,1,2,1,2,0,contract_7,2,16
qrng_n22,1,2,1,2,0,contract_8,2,16
qrng_n22,1,2,1,2,0,contract_9,2,16
qrng_n22,1,2,1,2,0,contract_10,2,16
qrng_n22,1,2,1,2,0,contract_11,2,16
qrng_n22,1,2,1,2,0,contract_12,2,16
qrng_n22,1,2,1,2,0,contract_13,2,16
qrng_n22,1,2,1,2,0,contract_14,2,16
qrng_n22,1,2,1,2,0,contract_15,2,16
qrng_n22,1,2,1,2,0,contract_16,2,16
qrng_n22,1,2,1,2,0,contract_17,2,16
qrng_n22,1,2,1,2,0,contract_18,2,16
qrng_n22,1,2,1,2,0,contract_19,2,16
qrng_n22,1,2,1,2,0,contract_20,2,16
qrng_n22,1,2,1,2,0,contract_21,2,16
qrng_n22,1,1,2,2,2,contract_22,4,16
qrng_n22,1,1,2,2,2,contract_23,4,16
qrng_n22,1,1,2,2,2,contract_24,4,16
qrng_n22,1,1,2,2,2,contract_25,4,16
qrng_n22,1,1,2,2,2,contract_26,4,16
qrng_n22,1,1,2,2,2,contract_27,4,16
qrng_n22,1,1,2,2,2,contract_28,4,16
qrng_n22,1,1,2,2,2,contract_29,4,16
qrng_n22,1,1,2,2,2,contract_30,4,16
qrng_n22,1,1,2,2,2,contract_31,4,16
qrng_n22,1,1,2,2,2,contract_32,4,16
qrng_n22,1,1,4,4,2,contract_33,16,64
qrng_n22,1,1,4,4,2,contract_34,16,64
qrng_n22,1,1,4,4,2,contract_35,16,64
qrng_n22,1,1,4,4,2,contract_36,16,64
qrng_n22,1,1,4,4,2,contract_37,16,64
qrng_n22,1,1,4,16,2,contract_38,64,256
qrng_n22,1,1,16,16,2,contract_39,256,1024
qrng_n22,1,1,16,16,2,contract_40,256,1024
qrng_n22,1,1,64,256,2,contract_41,16384,65536
qrng_n22,1,1,256,16384,2,contract_42,4194304,16777216
qrng_n24,1,2,1,2,0,contract_0,2,16
qrng_n24,1,2,1,2,0,contract_1,2,16
qrng_n24,1,2,1,2,0,contract_2,2,16
qrng_n24,1,2,1,2,0,contract_3,2,16
qrng_n24,1,2,1,2,0,contract_4,2,16
qrng_n24,1,2,1,2,0,contract_5,2,16
qrng_n24,1,2,1,2,0,contract_6,2,16
qrng_n24,1,2,1,2,0,contract_7,2,16
qrng_n24,1,2,1,2,0,contract_8,2,16
qrng_n24,1,2,1,2,0,contract_9,2,16
qrng_n24,1,2,1,2,0,contract_10,2,16
qrng_n24,1,2,1,2,0,contract_11,2,16
qrng_n24,1,2,1,2,0,contract_12,2,16
qrng_n24,1,2,1,2,0,contract_13,2,16
qrng_n24,1,2,1,2,0,contract_14,2,16
qrng_n24,1,2,1,2,0,contract_15,2,16
qrng_n24,1,2,1,2,0,contract_16,2,16
qrng_n24,1,2,1,2,0,contract_17,2,16
qrng_n24,1,2,1,2,0,contract_18,2,16
qrng_n24,1,2,1,2,0,contract_19,2,16
qrng_n24,1,2,1,2,0,contract_20,2,16
qrng_n24,1,2,1,2,0,contract_21,2,16
qrng_n24,1,2,1,2,0,contract_22,2,16
qrng_n24,1,2,1,2,0,contract_23,2,16
qrng_n24,1,1,2,2,2,contract_24,4,16
qrng_n24,1,1,2,2,2,contract_25,4,16
qrng_n24,1,1,2,2,2,contract_26,4,16
qrng_n24,1,1,2,2,2,contract_27,4,16
qrng_n24,1,1,2,2,2,contract_28,4,16
qrng_n24,1,1,2,2,2,contract_29,4,16
qrng_n24,1,1,2,2,2,contract_30,4,16
qrng_n24,1,1,2,2,2,contract_31,4,16
qrng_n24,1,1,2,2,2,contract_32,4,16
qrng_n24,1,1,2,2,2,contract_33,4,16
qrng_n24,1,1,2,2,2,contract_34,4,16
qrng_n24,1,1,2,2,2,contract_35,4,16
qrng_n24,1,1,4,4,2,contract_36,16,64
qrng_n24,1,1,4,4,2,contract_37,16,64
qrng_n24,1,1,4,4,2,contract_38,16,64
qrng_n24,1,1,4,4,2,contract_39,16,64
qrng_n24,1,1,4,4,2,contract_40,16,64
qrng_n24,1,1,4,4,2,contract_41,16,64
qrng_n24,1,1,16,16,2,contract_42,256,1024
qrng_n24,1,1,16,16,2,contract_43,256,1024
qrng_n24,1,1,16,16,2,contract_44,256,1024
qrng_n24,1,1,256,256,2,contract_45,65536,262144
qrng_n24,1,1,256,65536,2,contract_46,16777216,67108864
qrng_n26,1,2,1,2,0,contract_0,2,16
qrng_n26,1,2,1,2,0,contract_1,2,16
qrng_n26,1,2,1,2,0,contract_2,2,16
qrng_n26,1,2,1,2,0,contract_3,2,16
qrng_n26,1,2,1,2,0,contract_4,2,16
qrng_n26,1,2,1,2,0,contract_5,2,16
qrng_n26,1,2,1,2,0,contract_6,2,16
qrng_n26,1,2,1,2,0,contract_7,2,16
qrng_n26,1,2,1,2,0,contract_8,2,16
qrng_n26,1,2,1,2,0,contract_9,2,16
qrng_n26,1,2,1,2,0,contract_10,2,16
qrng_n26,1,2,1,2,0,contract_11,2,16
qrng_n26,1,2,1,2,0,contract_12,2,16
qrng_n26,1,2,1,2,0,contract_13,2,16
qrng_n26,1,2,1,2,0,contract_14,2,16
qrng_n26,1,2,1,2,0,contract_15,2,16
qrng_n26,1,2,1,2,0,contract_16,2,16
qrng_n26,1,2,1,2,0,contract_17,2,16
qrng_n26,1,2,1,2,0,contract_18,2,16
qrng_n26,1,2,1,2,0,contract_19,2,16
qrng_n26,1,2,1,2,0,contract_20,2,16
qrng_n26,1,2,1,2,0,contract_21,2,16
qrng_n26,1,2,1,2,0,contract_22,2,16
qrng_n26,1,2,1,2,0,contract_23,2,16
qrng_n26,1,2,1,2,0,contract_24,2,16
qrng_n26,1,2,1,2,0,contract_25,2,16
qrng_n26,1,1,2,2,2,contract_26,4,16
qrng_n26,1,1,2,2,2,contract_27,4,16
qrng_n26,1,1,2,2,2,contract_28,4,16
qrng_n26,1,1,2,2,2,contract_29,4,16
qrng_n26,1,1,2,2,2,contract_30,4,16
qrng_n26,1,1,2,2,2,contract_31,4,16
qrng_n26,1,1,2,2,2,contract_32,4,16
qrng_n26,1,1,2,2,2,contract_33,4,16
qrng_n26,1,1,2,2,2,contract_34,4,16
qrng_n26,1,1,2,2,2,contract_35,4,16
qrng_n26,1,1,2,2,2,contract_36,4,16
qrng_n26,1,1,2,2,2,contract_37,4,16
qrng_n26,1,1,2,2,2,contract_38,4,16
qrng_n26,1,1,4,4,2,contract_39,16,64
qrng_n26,1,1,4,4,2,contract_40,16,64
qrng_n26,1,1,4,4,2,contract_41,16,64
qrng_n26,1,1,4,4,2,contract_42,16,64
qrng_n26,1,1,4,4,2,contract_43,16,64
qrng_n26,1,1,4,4,2,contract_44,16,64
qrng_n26,1,1,4,16,2,contract_45,64,256
qrng_n26,1,1,16,16,2,contract_46,256,1024
qrng_n26,1,1,16,16,2,contract_47,256,1024
qrng_n26,1,1,16,64,2,contract_48,1024,4096
qrng_n26,1,1,256,256,2,contract_49,65536,262144
qrng_n26,1,1,1024,65536,2,contract_50,67108864,268435456
stress_n16_l2,1,2,1,2,0,contract_0,2,16
stress_n16_l2,1,2,1,2,0,contract_1,2,16
stress_n16_l2,1,2,1,2,0,contract_2,2,16
stress_n16_l2,1,2,1,2,0,contract_3,2,16
stress_n16_l2,1,2,1,2,0,contract_4,2,16
stress_n16_l2,1,2,1,2,0,contract_5,2,16
stress_n16_l2,1,2,1,2,0,contract_6,2,16
stress_n16_l2,1,2,1,2,0,contract_7,2,16
stress_n16_l2,1,2,1,2,0,contract_8,2,16
stress_n16_l2,1,2,1,2,0,contract_9,2,16
stress_n16_l2,1,2,1,2,0,contract_10,2,16
stress_n16_l2,1,2,1,2,0,contract_11,2,16
stress_n16_l2,1,2,1,2,0,contract_12,2,16
stress_n16_l2,1,2,1,2,0,contract_13,2,16
stress_n16_l2,1,2,1,2,0,contract_14,2,16
stress_n16_l2,1,2,1,2,0,contract_15,2,16
stress_n16_l2,1,2,2,8,0,contract_16,16,128
stress_n16_l2,1,2,1,8,2,contract_17,8,64
stress_n16_l2,1,2,2,8,0,contract_18,16,128
stress_n16_l2,1,2,1,8,2,contract_19,8,64
stress_n16_l2,1,2,2,8,0,contract_20,16,128
stress_n16_l2,1,2,1,8,2,contract_21,8,64
stress_n16_l2,1,2,2,8,0,contract_22,16,128
stress_n16_l2,1,2,1,8,2,contract_23,8,64
stress_n16_l2,1,2,2,8,0,contract_24,16,128
stress_n16_l2,1,2,1,8,2,contract_25,8,64
stress_n16_l2,1,2,2,8,0,contract_26,16,128
stress_n16_l2,1,2,1,8,2,contract_27,8,64
stress_n16_l2,1,2,2,8,0,contract_28,16,128
stress_n16_l2,1,2,1,8,2,contract_29,8,64
stress_n16_l2,1,2,2,8,0,contract_30,16,128
stress_n16_l2,1,2,1,8,2,contract_31,8,64
stress_n16_l2,1,2,2,8,0,contract_32,16,128
stress_n16_l2,1,2,1,8,2,contract_33,8,64
stress_n16_l2,1,2,2,8,0,contract_34,16,128
stress_n16_l2,1,2,1,8,2,contract_35,8,64
stress_n16_l2,1,2,2,8,0,contract_36,16,128
stress_n16_l2,1,2,1,8,2,contract_37,8,64
stress_n16_l2,1,2,2,8,0,contract_38,16,128
stress_n16_l2,1,2,1,8,2,contract_39,8,64
stress_n16_l2,1,2,2,8,0,contract_40,16,128
stress_n16_l2,1,2,1,8,2,contract_41,8,64
stress_n16_l2,1,2,2,8,0,contract_42,16,128
stress_n16_l2,1,2,1,8,2,contract_43,8,64
stress_n16_l2,1,2,2,8,0,contract_44,16,128
stress_n16_l2,1,2,1,8,2,contract_45,8,64
stress_n16_l2,1,2,2,2,0,contract_46,4,32
stress_n16_l2,1,2,2,2,0,contract_47,4,32
stress_n16_l2,1,2,2,2,0,contract_48,4,32
stress_n16_l2,1,2,2,2,0,contract_49,4,32
stress_n16_l2,1,2,2,2,0,contract_50,4,32
stress_n16_l2,1,2,2,2,0,contract_51,4,32
stress_n16_l2,1,2,2,2,0,contract_52,4,32
stress_n16_l2,1,2,2,2,0,contract_53,4,32
stress_n16_l2,1,2,2,2,0,contract_54,4,32
stress_n16_l2,1,2,2,2,0,contract_55,4,32
stress_n16_l2,1,2,2,2,0,contract_56,4,32
stress_n16_l2,1,2,2,2,0,contract_57,4,32
stress_n16_l2,1,2,2,2,0,contract_58,4,32
stress_n16_l2,1,2,2,2,0,contract_59,4,32
stress_n16_l2,1,2,2,2,0,contract_60,4,32
stress_n16_l2,1,2,2,2,0,contract_61,4,32
stress_n16_l2,1,2,8,2,0,contract_62,16,128
stress_n16_l2,1,2,8,2,0,contract_63,16,128
stress_n16_l2,1,2,8,2,0,contract_64,16,128
stress_n16_l2,1,2,8,2,0,contract_65,16,128
stress_n16_l2,1,2,8,2,0,contract_66,16,128
stress_n16_l2,1,2,8,2,0,contract_67,16,128
stress_n16_l2,1,2,8,2,0,contract_68,16,128
stress_n16_l2,1,2,8,2,0,contract_69,16,128
stress_n16_l2,1,2,8,2,0,contract_70,16,128
stress_n16_l2,1,2,8,2,0,contract_71,16,128
stress_n16_l2,1,2,8,2,0,contract_72,16,128
stress_n16_l2,1,2,8,2,0,contract_73,16,128
stress_n16_l2,1,2,8,2,0,contract_74,16,128
stress_n16_l2,1,2,8,2,0,contract_75,16,128
stress_n16_l2,1,2,8,2,0,contract_76,16,128
stress_n16_l2,1,2,2,1,1,contract_77,2,16
stress_n16_l2,1,2,4,1,2,contract_78,4,32
stress_n16_l2,1,2,2,8,2,contract_79,16,128
stress_n16_l2,1,2,2,8,2,contract_80,16,128
stress_n16_l2,1,2,2,8,2,contract_81,16,128
stress_n16_l2,1,2,2,8,2,contract_82,16,128
stress_n16_l2,1,2,2,8,2,contract_83,16,128
stress_n16_l2,1,2,2,8,2,contract_84,16,128
stress_n16_l2,1,2,2,8,2,contract_85,16,128
stress_n16_l2,1,2,2,8,2,contract_86,16,128
stress_n16_l2,1,2,2,8,2,contract_87,16,128
stress_n16_l2,1,2,2,8,2,contract_88,16,128
stress_n16_l2,1,2,2,8,2,contract_89,16,128
stress_n16_l2,1,2,2,8,2,contract_90,16,128
stress_n16_l2,1,2,2,8,2,contract_91,16,128
stress_n16_l2,1,2,2,8,2,contract_92,16,128
stress_n16_l2,1,2,2,8,1,contract_93,16,128
stress_n16_l2,1,2,4,2,2,contract_94,8,64
stress_n16_l2,1,2,2,8,2,contract_95,16,128
stress_n16_l2,1,4,2,4,2,contract_96,8,128
stress_n16_l2,1,2,2,8,2,contract_97,16,128
stress_n16_l2,1,2,4,4,2,contract_98,16,128
stress_n16_l2,1,4,4,4,2,contract_99,16,256
stress_n16_l2,1,2,4,8,2,contract_100,32,256
stress_n16_l2,1,4,4,8,2,contract_101,32,512
stress_n16_l2,1,2,4,8,2,contract_102,32,256
stress_n16_l2,1,4,8,8,2,contract_103,64,1024
stress_n16_l2,1,2,4,8,2,contract_104,32,256
stress_n16_l2,1,2,4,8,2,contract_105,32,256
stress_n16_l2,1,4,8,8,2,contract_106,64,1024
stress_n16_l2,1,2,4,8,2,contract_107,32,256
stress_n16_l2,1,2,4,8,2,contract_108,32,256
stress_n16_l2,1,4,8,8,2,contract_109,64,1024
stress_n16_l2,1,2,4,8,2,contract_110,32,256
stress_n16_l2,1,2,4,8,2,contract_111,32,256
stress_n16_l2,1,4,8,8,2,contract_112,64,1024
stress_n16_l2,1,2,4,8,2,contract_113,32,256
stress_n16_l2,1,2,4,8,2,contract_114,32,256
stress_n16_l2,1,4,8,8,2,contract_115,64,1024
stress_n16_l2,1,2,4,8,2,contract_116,32,256
stress_n16_l2,1,2,4,8,2,contract_117,32,256
stress_n16_l2,1,4,4,8,2,contract_118,32,512
stress_n16_l2,1,4,8,8,2,contract_119,64,1024
stress_n16_l2,1,4,16,16,2,contract_120,256,4096
stress_n16_l2,1,4,16,64,2,contract_121,1024,16384
stress_n16_l2,1,4,16,256,2,contract_122,4096,65536
stress_n16_l2,1,4,16,1024,2,contract_123,16384,262144
stress_n16_l2,1,4,16,4096,2,contract_124,65536,1048576
xor_n08,1,2,1,8,0,contract_0,8,64
xor_n08,1,2,1,2,0,contract_1,2,16
xor_n08,1,2,4,1,2,contract_2,4,32
xor_n08,1,2,1,2,0,contract_3,2,16
xor_n08,1,2,8,1,1,contract_4,8,64
xor_n08,1,2,1,2,0,contract_5,2,16
xor_n08,1,2,8,1,1,contract_6,8,64
xor_n08,1,2,1,2,0,contract_7,2,16
xor_n08,1,2,8,1,1,contract_8,8,64
xor_n08,1,2,1,2,0,contract_9,2,16
xor_n08,1,2,8,1,1,contract_10,8,64
xor_n08,1,2,1,2,0,contract_11,2,16
xor_n08,1,2,8,1,1,contract_12,8,64
xor_n08,1,2,1,2,0,contract_13,2,16
xor_n08,1,2,8,1,1,contract_14,8,64
xor_n08,1,2,2,4,2,contract_15,8,64
xor_n08,1,2,4,4,2,contract_16,16,128
xor_n08,1,2,4,4,2,contract_17,16,128
xor_n08,1,2,4,8,2,contract_18,32,256
xor_n08,1,2,8,16,2,contract_19,128,1024
xor_n08,1,2,4,64,2,contract_20,256,2048
xor_n12,1,2,1,8,0,contract_0,8,64
xor_n12,1,2,1,2,0,contract_1,2,16
xor_n12,1,2,4,1,2,contract_2,4,32
xor_n12,1,2,1,2,0,contract_3,2,16
xor_n12,1,2,8,1,1,contract_4,8,64
xor_n12,1,2,1,2,0,contract_5,2,16
xor_n12,1,2,8,1,1,contract_6,8,64
xor_n12,1,2,1,2,0,contract_7,2,16
xor_n12,1,2,8,1,1,contract_8,8,64
xor_n12,1,2,1,2,0,contract_9,2,16
xor_n12,1,2,8,1,1,contract_10,8,64
xor_n12,1,2,1,2,0,contract_11,2,16
xor_n12,1,2,8,1,1,contract_12,8,64
xor_n12,1,2,1,2,0,contract_13,2,16
xor_n12,1,2,8,1,1,contract_14,8,64
xor_n12,1,2,1,2,0,contract_15,2,16
xor_n12,1,2,8,1,1,contract_16,8,64
xor_n12,1,2,1,2,0,contract_17,2,16
xor_n12,1,2,8,1,1,contract_18,8,64
xor_n12,1,2,1,2,0,contract_19,2,16
xor_n12,1,2,8,1,1,contract_20,8,64
xor_n12,1,2,1,2,0,contract_21,2,16
xor_n12,1,2,8,1,1,contract_22,8,64
xor_n12,1,2,2,4,2,contract_23,8,64
xor_n12,1,2,4,4,2,contract_24,16,128
xor_n12,1,2,4,4,2,contract_25,16,128
xor_n12,1,2,4,4,2,contract_26,16,128
xor_n12,1,2,4,4,2,contract_27,16,128
xor_n12,1,2,4,8,2,contract_28,32,256
xor_n12,1,2,8,16,2,contract_29,128,1024
xor_n12,1,2,8,64,2,contract_30,512,4096
xor_n12,1,2,8,256,2,contract_31,2048,16384
xor_n12,1,2,4,1024,2,contract_32,4096,32768
xor_n16,1,2,1,8,0,contract_0,8,64
xor_n16,1,2,1,2,0,contract_1,2,16
xor_n16,1,2,4,1,2,contract_2,4,32
xor_n16,1,2,1,2,0,contract_3,2,16
xor_n16,1,2,8,1,1,contract_4,8,64
xor_n16,1,2,1,2,0,contract_5,2,16
xor_n16,1,2,8,1,1,contract_6,8,64
xor_n16,1,2,1,2,0,contract_7,2,16
xor_n16,1,2,8,1,1,contract_8,8,64
xor_n16,1,2,1,2,0,contract_9,2,16
xor_n16,1,2,8,1,1,contract_10,8,64
xor_n16,1,2,1,2,0,contract_11,2,16
xor_n16,1,2,8,1,1,contract_12,8,64
xor_n16,1,2,1,2,0,contract_13,2,16
xor_n16,1,2,8,1,1,contract_14,8,64
xor_n16,1,2,1,2,0,contract_15,2,16
xor_n16,1,2,8,1,1,contract_16,8,64
xor_n16,1,2,1,2,0,contract_17,2,16
xor_n16,1,2,8,1,1,contract_18,8,64
xor_n16,1,2,1,2,0,contract_19,2,16
xor_n16,1,2,8,1,1,contract_20,8,64
xor_n16,1,2,1,2,0,contract_21,2,16
xor_n16,1,2,8,1,1,contract_22,8,64
xor_n16,1,2,1,2,0,contract_23,2,16
xor_n16,1,2,8,1,1,contract_24,8,64
