case_id,B,K,M,N,dependency_count,node_id,output_elements,real_macs
hs_n20,1,4,4,1,2,contract_135,4,64
hs_n20,1,2,2,2,2,contract_136,4,32
hs_n20,1,4,4,1,2,contract_137,4,64
hs_n20,1,2,2,2,2,contract_138,4,32
hs_n20,1,4,4,1,2,contract_139,4,64
hs_n20,1,2,2,2,2,contract_140,4,32
hs_n20,1,4,4,1,2,contract_141,4,64
hs_n20,1,2,2,2,2,contract_142,4,32
hs_n20,1,4,4,1,2,contract_143,4,64
hs_n20,1,2,2,2,2,contract_144,4,32
hs_n20,1,4,4,1,2,contract_145,4,64
hs_n20,1,2,2,2,2,contract_146,4,32
hs_n20,1,4,4,1,2,contract_147,4,64
hs_n20,1,2,2,2,2,contract_148,4,32
hs_n20,1,4,4,1,2,contract_149,4,64
hs_n20,1,1,4,4,2,contract_150,16,64
hs_n20,1,1,4,4,2,contract_151,16,64
hs_n20,1,1,4,4,2,contract_152,16,64
hs_n20,1,1,4,4,2,contract_153,16,64
hs_n20,1,1,4,4,2,contract_154,16,64
hs_n20,1,1,16,16,2,contract_155,256,1024
hs_n20,1,1,16,16,2,contract_156,256,1024
hs_n20,1,1,16,256,2,contract_157,4096,16384
hs_n20,1,1,256,4096,2,contract_158,1048576,4194304
hs_n22,1,2,1,2,0,contract_0,2,16
hs_n22,1,2,1,2,0,contract_1,2,16
hs_n22,1,2,2,8,0,contract_2,16,128
hs_n22,1,2,1,8,2,contract_3,8,64
hs_n22,1,2,2,2,0,contract_4,4,32
hs_n22,1,2,2,2,0,contract_5,4,32
hs_n22,1,2,2,8,0,contract_6,16,128
hs_n22,1,2,2,2,0,contract_7,4,32
hs_n22,1,2,1,2,0,contract_8,2,16
hs_n22,1,2,1,2,0,contract_9,2,16
hs_n22,1,2,2,8,0,contract_10,16,128
hs_n22,1,2,1,8,2,contract_11,8,64
hs_n22,1,2,2,2,0,contract_12,4,32
hs_n22,1,2,2,2,0,contract_13,4,32
hs_n22,1,2,2,8,0,contract_14,16,128
hs_n22,1,2,2,2,0,contract_15,4,32
hs_n22,1,2,1,2,0,contract_16,2,16
hs_n22,1,2,1,2,0,contract_17,2,16
hs_n22,1,2,2,8,0,contract_18,16,128
hs_n22,1,2,1,8,2,contract_19,8,64
hs_n22,1,2,2,2,0,contract_20,4,32
hs_n22,1,2,2,2,0,contract_21,4,32
hs_n22,1,2,2,8,0,contract_22,16,128
hs_n22,1,2,2,2,0,contract_23,4,32
hs_n22,1,2,1,2,0,contract_24,2,16
hs_n22,1,2,1,2,0,contract_25,2,16
hs_n22,1,2,2,8,0,contract_26,16,128
hs_n22,1,2,1,8,2,contract_27,8,64
hs_n22,1,2,2,2,0,contract_28,4,32
hs_n22,1,2,2,2,0,contract_29,4,32
hs_n22,1,2,2,8,0,contract_30,16,128
hs_n22,1,2,2,2,0,contract_31,4,32
hs_n22,1,2,1,2,0,contract_32,2,16
hs_n22,1,2,1,2,0,contract_33,2,16
hs_n22,1,2,2,8,0,contract_34,16,128
hs_n22,1,2,1,8,2,contract_35,8,64
hs_n22,1,2,2,2,0,contract_36,4,32
hs_n22,1,2,2,2,0,contract_37,4,32
hs_n22,1,2,2,8,0,contract_38,16,128
hs_n22,1,2,2,2,0,contract_39,4,32
hs_n22,1,2,1,2,0,contract_40,2,16
hs_n22,1,2,1,2,0,contract_41,2,16
hs_n22,1,2,2,8,0,contract_42,16,128
hs_n22,1,2,1,8,2,contract_43,8,64
hs_n22,1,2,2,2,0,contract_44,4,32
hs_n22,1,2,2,2,0,contract_45,4,32
hs_n22,1,2,2,8,0,contract_46,16,128
hs_n22,1,2,2,2,0,contract_47,4,32
hs_n22,1,2,1,2,0,contract_48,2,16
hs_n22,1,2,1,2,0,contract_49,2,16
hs_n22,1,2,2,8,0,contract_50,16,128
hs_n22,1,2,1,8,2,contract_51,8,64
hs_n22,1,2,2,2,0,contract_52,4,32
hs_n22,1,2,2,2,0,contract_53,4,32
hs_n22,1,2,2,8,0,contract_54,16,128
hs_n22,1,2,2,2,0,contract_55,4,32
hs_n22,1,2,1,2,0,contract_56,2,16
hs_n22,1,2,1,2,0,contract_57,2,16
hs_n22,1,2,2,8,0,contract_58,16,128
hs_n22,1,2,1,8,2,contract_59,8,64
hs_n22,1,2,2,2,0,contract_60,4,32
hs_n22,1,2,2,2,0,contract_61,4,32
hs_n22,1,2,2,8,0,contract_62,16,128
hs_n22,1,2,2,2,0,contract_63,4,32
hs_n22,1,2,1,2,0,contract_64,2,16
hs_n22,1,2,1,2,0,contract_65,2,16
hs_n22,1,2,2,8,0,contract_66,16,128
hs_n22,1,2,1,8,2,contract_67,8,64
hs_n22,1,2,2,2,0,contract_68,4,32
hs_n22,1,2,2,2,0,contract_69,4,32
hs_n22,1,2,2,8,0,contract_70,16,128
hs_n22,1,2,2,2,0,contract_71,4,32
hs_n22,1,2,1,2,0,contract_72,2,16
hs_n22,1,2,1,2,0,contract_73,2,16
hs_n22,1,2,2,8,0,contract_74,16,128
hs_n22,1,2,1,8,2,contract_75,8,64
hs_n22,1,2,2,2,0,contract_76,4,32
hs_n22,1,2,2,2,0,contract_77,4,32
hs_n22,1,2,2,8,0,contract_78,16,128
hs_n22,1,2,2,2,0,contract_79,4,32
hs_n22,1,2,1,2,0,contract_80,2,16
hs_n22,1,2,1,2,0,contract_81,2,16
hs_n22,1,2,2,8,0,contract_82,16,128
hs_n22,1,2,1,8,2,contract_83,8,64
hs_n22,1,2,2,2,0,contract_84,4,32
hs_n22,1,2,2,2,0,contract_85,4,32
hs_n22,1,2,2,8,0,contract_86,16,128
hs_n22,1,2,2,2,0,contract_87,4,32
hs_n22,1,2,2,1,1,contract_88,2,16
hs_n22,1,2,4,1,2,contract_89,4,32
hs_n22,1,2,8,2,2,contract_90,16,128
hs_n22,1,2,2,1,1,contract_91,2,16
hs_n22,1,2,4,1,2,contract_92,4,32
hs_n22,1,2,8,2,2,contract_93,16,128
hs_n22,1,2,2,1,1,contract_94,2,16
hs_n22,1,2,4,1,2,contract_95,4,32
hs_n22,1,2,8,2,2,contract_96,16,128
hs_n22,1,2,2,1,1,contract_97,2,16
hs_n22,1,2,4,1,2,contract_98,4,32
hs_n22,1,2,8,2,2,contract_99,16,128
hs_n22,1,2,2,1,1,contract_100,2,16
hs_n22,1,2,4,1,2,contract_101,4,32
hs_n22,1,2,8,2,2,contract_102,16,128
hs_n22,1,2,2,1,1,contract_103,2,16
hs_n22,1,2,4,1,2,contract_104,4,32
hs_n22,1,2,8,2,2,contract_105,16,128
hs_n22,1,2,2,1,1,contract_106,2,16
hs_n22,1,2,4,1,2,contract_107,4,32
hs_n22,1,2,8,2,2,contract_108,16,128
hs_n22,1,2,2,1,1,contract_109,2,16
hs_n22,1,2,4,1,2,contract_110,4,32
hs_n22,1,2,8,2,2,contract_111,16,128
hs_n22,1,2,2,1,1,contract_112,2,16
hs_n22,1,2,4,1,2,contract_113,4,32
hs_n22,1,2,8,2,2,contract_114,16,128
hs_n22,1,2,2,1,1,contract_115,2,16
hs_n22,1,2,4,1,2,contract_116,4,32
hs_n22,1,2,8,2,2,contract_117,16,128
hs_n22,1,2,2,1,1,contract_118,2,16
hs_n22,1,2,4,1,2,contract_119,4,32
hs_n22,1,2,8,2,2,contract_120,16,128
hs_n22,1,2,2,2,2,contract_121,4,32
hs_n22,1,2,2,8,1,contract_122,16,128
hs_n22,1,2,2,2,2,contract_123,4,32
hs_n22,1,2,2,8,1,contract_124,16,128
hs_n22,1,2,2,2,2,contract_125,4,32
hs_n22,1,2,2,8,1,contract_126,16,128
hs_n22,1,2,2,2,2,contract_127,4,32
hs_n22,1,2,2,8,1,contract_128,16,128
hs_n22,1,2,2,2,2,contract_129,4,32
hs_n22,1,2,2,8,1,contract_130,16,128
hs_n22,1,2,2,2,2,contract_131,4,32
hs_n22,1,2,2,8,1,contract_132,16,128
hs_n22,1,2,2,2,2,contract_133,4,32
hs_n22,1,2,2,8,1,contract_134,16,128
hs_n22,1,2,2,2,2,contract_135,4,32
hs_n22,1,2,2,8,1,contract_136,16,128
hs_n22,1,2,2,2,2,contract_137,4,32
hs_n22,1,2,2,8,1,contract_138,16,128
hs_n22,1,2,2,2,2,contract_139,4,32
hs_n22,1,2,2,8,1,contract_140,16,128
hs_n22,1,2,2,2,2,contract_141,4,32
hs_n22,1,2,2,8,1,contract_142,16,128
hs_n22,1,2,2,2,2,contract_143,4,32
hs_n22,1,4,4,1,2,contract_144,4,64
hs_n22,1,2,2,2,2,contract_145,4,32
hs_n22,1,4,4,1,2,contract_146,4,64
hs_n22,1,2,2,2,2,contract_147,4,32
hs_n22,1,4,4,1,2,contract_148,4,64
hs_n22,1,2,2,2,2,contract_149,4,32
hs_n22,1,4,4,1,2,contract_150,4,64
hs_n22,1,2,2,2,2,contract_151,4,32
hs_n22,1,4,4,1,2,contract_152,4,64
hs_n22,1,2,2,2,2,contract_153,4,32
hs_n22,1,4,4,1,2,contract_154,4,64
hs_n22,1,2,2,2,2,contract_155,4,32
hs_n22,1,4,4,1,2,contract_156,4,64
hs_n22,1,2,2,2,2,contract_157,4,32
hs_n22,1,4,4,1,2,contract_158,4,64
hs_n22,1,2,2,2,2,contract_159,4,32
hs_n22,1,4,4,1,2,contract_160,4,64
hs_n22,1,2,2,2,2,contract_161,4,32
hs_n22,1,4,4,1,2,contract_162,4,64
hs_n22,1,2,2,2,2,contract_163,4,32
hs_n22,1,4,4,1,2,contract_164,4,64
hs_n22,1,1,4,4,2,contract_165,16,64
hs_n22,1,1,4,4,2,contract_166,16,64
hs_n22,1,1,4,4,2,contract_167,16,64
hs_n22,1,1,4,4,2,contract_168,16,64
hs_n22,1,1,4,4,2,contract_169,16,64
hs_n22,1,1,4,16,2,contract_170,64,256
hs_n22,1,1,16,16,2,contract_171,256,1024
hs_n22,1,1,16,16,2,contract_172,256,1024
hs_n22,1,1,64,256,2,contract_173,16384,65536
hs_n22,1,1,256,16384,2,contract_174,4194304,16777216
hs_n24,1,2,1,2,0,contract_0,2,16
hs_n24,1,2,1,2,0,contract_1,2,16
hs_n24,1,2,2,8,0,contract_2,16,128
hs_n24,1,2,1,8,2,contract_3,8,64
hs_n24,1,2,2,2,0,contract_4,4,32
hs_n24,1,2,2,2,0,contract_5,4,32
hs_n24,1,2,2,8,0,contract_6,16,128
hs_n24,1,2,2,2,0,contract_7,4,32
hs_n24,1,2,1,2,0,contract_8,2,16
hs_n24,1,2,1,2,0,contract_9,2,16
hs_n24,1,2,2,8,0,contract_10,16,128
hs_n24,1,2,1,8,2,contract_11,8,64
hs_n24,1,2,2,2,0,contract_12,4,32
hs_n24,1,2,2,2,0,contract_13,4,32
hs_n24,1,2,2,8,0,contract_14,16,128
hs_n24,1,2,2,2,0,contract_15,4,32
hs_n24,1,2,1,2,0,contract_16,2,16
hs_n24,1,2,1,2,0,contract_17,2,16
hs_n24,1,2,2,8,0,contract_18,16,128
hs_n24,1,2,1,8,2,contract_19,8,64
hs_n24,1,2,2,2,0,contract_20,4,32
hs_n24,1,2,2,2,0,contract_21,4,32
hs_n24,1,2,2,8,0,contract_22,16,128
hs_n24,1,2,2,2,0,contract_23,4,32
hs_n24,1,2,1,2,0,contract_24,2,16
hs_n24,1,2,1,2,0,contract_25,2,16
hs_n24,1,2,2,8,0,contract_26,16,128
hs_n24,1,2,1,8,2,contract_27,8,64
hs_n24,1,2,2,2,0,contract_28,4,32
hs_n24,1,2,2,2,0,contract_29,4,32
hs_n24,1,2,2,8,0,contract_30,16,128
hs_n24,1,2,2,2,0,contract_31,4,32
hs_n24,1,2,1,2,0,contract_32,2,16
hs_n24,1,2,1,2,0,contract_33,2,16
hs_n24,1,2,2,8,0,contract_34,16,128
hs_n24,1,2,1,8,2,contract_35,8,64
hs_n24,1,2,2,2,0,contract_36,4,32
hs_n24,1,2,2,2,0,contract_37,4,32
hs_n24,1,2,2,8,0,contract_38,16,128
hs_n24,1,2,2,2,0,contract_39,4,32
hs_n24,1,2,1,2,0,contract_40,2,16
hs_n24,1,2,1,2,0,contract_41,2,16
hs_n24,1,2,2,8,0,contract_42,16,128
hs_n24,1,2,1,8,2,contract_43,8,64
hs_n24,1,2,2,2,0,contract_44,4,32
hs_n24,1,2,2,2,0,contract_45,4,32
hs_n24,1,2,2,8,0,contract_46,16,128
hs_n24,1,2,2,2,0,contract_47,4,32
hs_n24,1,2,1,2,0,contract_48,2,16
hs_n24,1,2,1,2,0,contract_49,2,16
hs_n24,1,2,2,8,0,contract_50,16,128
hs_n24,1,2,1,8,2,contract_51,8,64
hs_n24,1,2,2,2,0,contract_52,4,32
hs_n24,1,2,2,2,0,contract_53,4,32
hs_n24,1,2,2,8,0,contract_54,16,128
hs_n24,1,2,2,2,0,contract_55,4,32
hs_n24,1,2,1,2,0,contract_56,2,16
hs_n24,1,2,1,2,0,contract_57,2,16
hs_n24,1,2,2,8,0,contract_58,16,128
hs_n24,1,2,1,8,2,contract_59,8,64
hs_n24,1,2,2,2,0,contract_60,4,32
hs_n24,1,2,2,2,0,contract_61,4,32
hs_n24,1,2,2,8,0,contract_62,16,128
hs_n24,1,2,2,2,0,contract_63,4,32
hs_n24,1,2,1,2,0,contract_64,2,16
hs_n24,1,2,1,2,0,contract_65,2,16
hs_n24,1,2,2,8,0,contract_66,16,128
hs_n24,1,2,1,8,2,contract_67,8,64
hs_n24,1,2,2,2,0,contract_68,4,32
hs_n24,1,2,2,2,0,contract_69,4,32
hs_n24,1,2,2,8,0,contract_70,16,128
hs_n24,1,2,2,2,0,contract_71,4,32
hs_n24,1,2,1,2,0,contract_72,2,16
hs_n24,1,2,1,2,0,contract_73,2,16
hs_n24,1,2,2,8,0,contract_74,16,128
hs_n24,1,2,1,8,2,contract_75,8,64
hs_n24,1,2,2,2,0,contract_76,4,32
hs_n24,1,2,2,2,0,contract_77,4,32
hs_n24,1,2,2,8,0,contract_78,16,128
hs_n24,1,2,2,2,0,contract_79,4,32
hs_n24,1,2,1,2,0,contract_80,2,16
hs_n24,1,2,1,2,0,contract_81,2,16
hs_n24,1,2,2,8,0,contract_82,16,128
hs_n24,1,2,1,8,2,contract_83,8,64
hs_n24,1,2,2,2,0,contract_84,4,32
hs_n24,1,2,2,2,0,contract_85,4,32
hs_n24,1,2,2,8,0,contract_86,16,128
hs_n24,1,2,2,2,0,contract_87,4,32
hs_n24,1,2,1,2,0,contract_88,2,16
hs_n24,1,2,1,2,0,contract_89,2,16
hs_n24,1,2,2,8,0,contract_90,16,128
hs_n24,1,2,1,8,2,contract_91,8,64
hs_n24,1,2,2,2,0,contract_92,4,32
hs_n24,1,2,2,2,0,contract_93,4,32
hs_n24,1,2,2,8,0,contract_94,16,128
hs_n24,1,2,2,2,0,contract_95,4,32
hs_n24,1,2,2,1,1,contract_96,2,16
hs_n24,1,2,4,1,2,contract_97,4,32
hs_n24,1,2,8,2,2,contract_98,16,128
hs_n24,1,2,2,1,1,contract_99,2,16
hs_n24,1,2,4,1,2,contract_100,4,32
hs_n24,1,2,8,2,2,contract_101,16,128
hs_n24,1,2,2,1,1,contract_102,2,16
hs_n24,1,2,4,1,2,contract_103,4,32
hs_n24,1,2,8,2,2,contract_104,16,128
hs_n24,1,2,2,1,1,contract_105,2,16
hs_n24,1,2,4,1,2,contract_106,4,32
hs_n24,1,2,8,2,2,contract_107,16,128
hs_n24,1,2,2,1,1,contract_108,2,16
hs_n24,1,2,4,1,2,contract_109,4,32
hs_n24,1,2,8,2,2,contract_110,16,128
hs_n24,1,2,2,1,1,contract_111,2,16
hs_n24,1,2,4,1,2,contract_112,4,32
hs_n24,1,2,8,2,2,contract_113,16,128
hs_n24,1,2,2,1,1,contract_114,2,16
hs_n24,1,2,4,1,2,contract_115,4,32
hs_n24,1,2,8,2,2,contract_116,16,128
hs_n24,1,2,2,1,1,contract_117,2,16
hs_n24,1,2,4,1,2,contract_118,4,32
hs_n24,1,2,8,2,2,contract_119,16,128
hs_n24,1,2,2,1,1,contract_120,2,16
hs_n24,1,2,4,1,2,contract_121,4,32
hs_n24,1,2,8,2,2,contract_122,16,128
hs_n24,1,2,2,1,1,contract_123,2,16
hs_n24,1,2,4,1,2,contract_124,4,32
hs_n24,1,2,8,2,2,contract_125,16,128
hs_n24,1,2,2,1,1,contract_126,2,16
hs_n24,1,2,4,1,2,contract_127,4,32
hs_n24,1,2,8,2,2,contract_128,16,128
hs_n24,1,2,2,1,1,contract_129,2,16
hs_n24,1,2,4,1,2,contract_130,4,32
hs_n24,1,2,8,2,2,contract_131,16,128
hs_n24,1,2,2,2,2,contract_132,4,32
hs_n24,1,2,2,8,1,contract_133,16,128
hs_n24,1,2,2,2,2,contract_134,4,32
hs_n24,1,2,2,8,1,contract_135,16,128
hs_n24,1,2,2,2,2,contract_136,4,32
hs_n24,1,2,2,8,1,contract_137,16,128
hs_n24,1,2,2,2,2,contract_138,4,32
hs_n24,1,2,2,8,1,contract_139,16,128
hs_n24,1,2,2,2,2,contract_140,4,32
hs_n24,1,2,2,8,1,contract_141,16,128
hs_n24,1,2,2,2,2,contract_142,4,32
hs_n24,1,2,2,8,1,contract_143,16,128
hs_n24,1,2,2,2,2,contract_144,4,32
hs_n24,1,2,2,8,1,contract_145,16,128
hs_n24,1,2,2,2,2,contract_146,4,32
hs_n24,1,2,2,8,1,contract_147,16,128
hs_n24,1,2,2,2,2,contract_148,4,32
hs_n24,1,2,2,8,1,contract_149,16,128
hs_n24,1,2,2,2,2,contract_150,4,32
hs_n24,1,2,2,8,1,contract_151,16,128
hs_n24,1,2,2,2,2,contract_152,4,32
hs_n24,1,2,2,8,1,contract_153,16,128
hs_n24,1,2,2,2,2,contract_154,4,32
hs_n24,1,2,2,8,1,contract_155,16,128
hs_n24,1,2,2,2,2,contract_156,4,32
hs_n24,1,4,4,1,2,contract_157,4,64
hs_n24,1,2,2,2,2,contract_158,4,32
hs_n24,1,4,4,1,2,contract_159,4,64
hs_n24,1,2,2,2,2,contract_160,4,32
hs_n24,1,4,4,1,2,contract_161,4,64
hs_n24,1,2,2,2,2,contract_162,4,32
hs_n24,1,4,4,1,2,contract_163,4,64
hs_n24,1,2,2,2,2,contract_164,4,32
hs_n24,1,4,4,1,2,contract_165,4,64
hs_n24,1,2,2,2,2,contract_166,4,32
hs_n24,1,4,4,1,2,contract_167,4,64
hs_n24,1,2,2,2,2,contract_168,4,32
hs_n24,1,4,4,1,2,contract_169,4,64
hs_n24,1,2,2,2,2,contract_170,4,32
hs_n24,1,4,4,1,2,contract_171,4,64
hs_n24,1,2,2,2,2,contract_172,4,32
hs_n24,1,4,4,1,2,contract_173,4,64
hs_n24,1,2,2,2,2,contract_174,4,32
hs_n24,1,4,4,1,2,contract_175,4,64
hs_n24,1,2,2,2,2,contract_176,4,32
hs_n24,1,4,4,1,2,contract_177,4,64
hs_n24,1,2,2,2,2,contract_178,4,32
hs_n24,1,4,4,1,2,contract_179,4,64
hs_n24,1,1,4,4,2,contract_180,16,64
hs_n24,1,1,4,4,2,contract_181,16,64
hs_n24,1,1,4,4,2,contract_182,16,64
hs_n24,1,1,4,4,2,contract_183,16,64
hs_n24,1,1,4,4,2,contract_184,16,64
hs_n24,1,1,4,4,2,contract_185,16,64
hs_n24,1,1,16,16,2,contract_186,256,1024
hs_n24,1,1,16,16,2,contract_187,256,1024
hs_n24,1,1,16,16,2,contract_188,256,1024
hs_n24,1,1,256,256,2,contract_189,65536,262144
hs_n24,1,1,256,65536,2,contract_190,16777216,67108864
hs_n26,1,2,1,2,0,contract_0,2,16
hs_n26,1,2,1,2,0,contract_1,2,16
hs_n26,1,2,2,8,0,contract_2,16,128
hs_n26,1,2,1,8,2,contract_3,8,64
hs_n26,1,2,2,2,0,contract_4,4,32
hs_n26,1,2,2,2,0,contract_5,4,32
hs_n26,1,2,2,8,0,contract_6,16,128
hs_n26,1,2,2,2,0,contract_7,4,32
hs_n26,1,2,1,2,0,contract_8,2,16
hs_n26,1,2,1,2,0,contract_9,2,16
hs_n26,1,2,2,8,0,contract_10,16,128
hs_n26,1,2,1,8,2,contract_11,8,64
hs_n26,1,2,2,2,0,contract_12,4,32
hs_n26,1,2,2,2,0,contract_13,4,32
hs_n26,1,2,2,8,0,contract_14,16,128
hs_n26,1,2,2,2,0,contract_15,4,32
hs_n26,1,2,1,2,0,contract_16,2,16
hs_n26,1,2,1,2,0,contract_17,2,16
hs_n26,1,2,2,8,0,contract_18,16,128
hs_n26,1,2,1,8,2,contract_19,8,64
hs_n26,1,2,2,2,0,contract_20,4,32
hs_n26,1,2,2,2,0,contract_21,4,32
hs_n26,1,2,2,8,0,contract_22,16,128
hs_n26,1,2,2,2,0,contract_23,4,32
hs_n26,1,2,1,2,0,contract_24,2,16
hs_n26,1,2,1,2,0,contract_25,2,16
hs_n26,1,2,2,8,0,contract_26,16,128
hs_n26,1,2,1,8,2,contract_27,8,64
hs_n26,1,2,2,2,0,contract_28,4,32
hs_n26,1,2,2,2,0,contract_29,4,32
hs_n26,1,2,2,8,0,contract_30,16,128
hs_n26,1,2,2,2,0,contract_31,4,32
hs_n26,1,2,1,2,0,contract_32,2,16
hs_n26,1,2,1,2,0,contract_33,2,16
hs_n26,1,2,2,8,0,contract_34,16,128
hs_n26,1,2,1,8,2,contract_35,8,64
hs_n26,1,2,2,2,0,contract_36,4,32
hs_n26,1,2,2,2,0,contract_37,4,32
hs_n26,1,2,2,8,0,contract_38,16,128
hs_n26,1,2,2,2,0,contract_39,4,32
hs_n26,1,2,1,2,0,contract_40,2,16
hs_n26,1,2,1,2,0,contract_41,2,16
hs_n26,1,2,2,8,0,contract_42,16,128
hs_n26,1,2,1,8,2,contract_43,8,64
hs_n26,1,2,2,2,0,contract_44,4,32
hs_n26,1,2,2,2,0,contract_45,4,32
hs_n26,1,2,2,8,0,contract_46,16,128
hs_n26,1,2,2,2,0,contract_47,4,32
hs_n26,1,2,1,2,0,contract_48,2,16
hs_n26,1,2,1,2,0,contract_49,2,16
hs_n26,1,2,2,8,0,contract_50,16,128
hs_n26,1,2,1,8,2,contract_51,8,64
hs_n26,1,2,2,2,0,contract_52,4,32
hs_n26,1,2,2,2,0,contract_53,4,32
hs_n26,1,2,2,8,0,contract_54,16,128
hs_n26,1,2,2,2,0,contract_55,4,32
hs_n26,1,2,1,2,0,contract_56,2,16
hs_n26,1,2,1,2,0,contract_57,2,16
hs_n26,1,2,2,8,0,contract_58,16,128
hs_n26,1,2,1,8,2,contract_59,8,64
hs_n26,1,2,2,2,0,contract_60,4,32
hs_n26,1,2,2,2,0,contract_61,4,32
hs_n26,1,2,2,8,0,contract_62,16,128
hs_n26,1,2,2,2,0,contract_63,4,32
hs_n26,1,2,1,2,0,contract_64,2,16
hs_n26,1,2,1,2,0,contract_65,2,16
hs_n26,1,2,2,8,0,contract_66,16,128
hs_n26,1,2,1,8,2,contract_67,8,64
hs_n26,1,2,2,2,0,contract_68,4,32
hs_n26,1,2,2,2,0,contract_69,4,32
hs_n26,1,2,2,8,0,contract_70,16,128
hs_n26,1,2,2,2,0,contract_71,4,32
hs_n26,1,2,1,2,0,contract_72,2,16
hs_n26,1,2,1,2,0,contract_73,2,16
hs_n26,1,2,2,8,0,contract_74,16,128
hs_n26,1,2,1,8,2,contract_75,8,64
hs_n26,1,2,2,2,0,contract_76,4,32
hs_n26,1,2,2,2,0,contract_77,4,32
hs_n26,1,2,2,8,0,contract_78,16,128
hs_n26,1,2,2,2,0,contract_79,4,32
hs_n26,1,2,1,2,0,contract_80,2,16
hs_n26,1,2,1,2,0,contract_81,2,16
hs_n26,1,2,2,8,0,contract_82,16,128
hs_n26,1,2,1,8,2,contract_83,8,64
hs_n26,1,2,2,2,0,contract_84,4,32
hs_n26,1,2,2,2,0,contract_85,4,32
hs_n26,1,2,2,8,0,contract_86,16,128
hs_n26,1,2,2,2,0,contract_87,4,32
hs_n26,1,2,1,2,0,contract_88,2,16
hs_n26,1,2,1,2,0,contract_89,2,16
hs_n26,1,2,2,8,0,contract_90,16,128
hs_n26,1,2,1,8,2,contract_91,8,64
hs_n26,1,2,2,2,0,contract_92,4,32
hs_n26,1,2,2,2,0,contract_93,4,32
hs_n26,1,2,2,8,0,contract_94,16,128
hs_n26,1,2,2,2,0,contract_95,4,32
hs_n26,1,2,1,2,0,contract_96,2,16
hs_n26,1,2,1,2,0,contract_97,2,16
hs_n26,1,2,2,8,0,contract_98,16,128
hs_n26,1,2,1,8,2,contract_99,8,64
hs_n26,1,2,2,2,0,contract_100,4,32
hs_n26,1,2,2,2,0,contract_101,4,32
hs_n26,1,2,2,8,0,contract_102,16,128
hs_n26,1,2,2,2,0,contract_103,4,32
hs_n26,1,2,2,1,1,contract_104,2,16
hs_n26,1,2,4,1,2,contract_105,4,32
hs_n26,1,2,8,2,2,contract_106,16,128
hs_n26,1,2,2,1,1,contract_107,2,16
hs_n26,1,2,4,1,2,contract_108,4,32
hs_n26,1,2,8,2,2,contract_109,16,128
hs_n26,1,2,2,1,1,contract_110,2,16
hs_n26,1,2,4,1,2,contract_111,4,32
hs_n26,1,2,8,2,2,contract_112,16,128
hs_n26,1,2,2,1,1,contract_113,2,16
hs_n26,1,2,4,1,2,contract_114,4,32
hs_n26,1,2,8,2,2,contract_115,16,128
hs_n26,1,2,2,1,1,contract_116,2,16
hs_n26,1,2,4,1,2,contract_117,4,32
hs_n26,1,2,8,2,2,contract_118,16,128
hs_n26,1,2,2,1,1,contract_119,2,16
hs_n26,1,2,4,1,2,contract_120,4,32
hs_n26,1,2,8,2,2,contract_121,16,128
hs_n26,1,2,2,1,1,contract_122,2,16
hs_n26,1,2,4,1,2,contract_123,4,32
hs_n26,1,2,8,2,2,contract_124,16,128
hs_n26,1,2,2,1,1,contract_125,2,16
hs_n26,1,2,4,1,2,contract_126,4,32
hs_n26,1,2,8,2,2,contract_127,16,128
hs_n26,1,2,2,1,1,contract_128,2,16
hs_n26,1,2,4,1,2,contract_129,4,32
hs_n26,1,2,8,2,2,contract_130,16,128
hs_n26,1,2,2,1,1,contract_131,2,16
hs_n26,1,2,4,1,2,contract_132,4,32
hs_n26,1,2,8,2,2,contract_133,16,128
hs_n26,1,2,2,1,1,contract_134,2,16
hs_n26,1,2,4,1,2,contract_135,4,32
hs_n26,1,2,8,2,2,contract_136,16,128
hs_n26,1,2,2,1,1,contract_137,2,16
hs_n26,1,2,4,1,2,contract_138,4,32
hs_n26,1,2,8,2,2,contract_139,16,128
hs_n26,1,2,2,1,1,contract_140,2,16
hs_n26,1,2,4,1,2,contract_141,4,32
hs_n26,1,2,8,2,2,contract_142,16,128
hs_n26,1,2,2,2,2,contract_143,4,32
hs_n26,1,2,2,8,1,contract_144,16,128
hs_n26,1,2,2,2,2,contract_145,4,32
hs_n26,1,2,2,8,1,contract_146,16,128
hs_n26,1,2,2,2,2,contract_147,4,32
hs_n26,1,2,2,8,1,contract_148,16,128
hs_n26,1,2,2,2,2,contract_149,4,32
hs_n26,1,2,2,8,1,contract_150,16,128
hs_n26,1,2,2,2,2,contract_151,4,32
hs_n26,1,2,2,8,1,contract_152,16,128
hs_n26,1,2,2,2,2,contract_153,4,32
hs_n26,1,2,2,8,1,contract_154,16,128
hs_n26,1,2,2,2,2,contract_155,4,32
hs_n26,1,2,2,8,1,contract_156,16,128
hs_n26,1,2,2,2,2,contract_157,4,32
hs_n26,1,2,2,8,1,contract_158,16,128
hs_n26,1,2,2,2,2,contract_159,4,32
hs_n26,1,2,2,8,1,contract_160,16,128
hs_n26,1,2,2,2,2,contract_161,4,32
hs_n26,1,2,2,8,1,contract_162,16,128
hs_n26,1,2,2,2,2,contract_163,4,32
hs_n26,1,2,2,8,1,contract_164,16,128
hs_n26,1,2,2,2,2,contract_165,4,32
hs_n26,1,2,2,8,1,contract_166,16,128
