case_id,B,K,M,N,dependency_count,node_id,output_elements,real_macs,input_source_id,source_row
bv_n08,1,2,2,4,1,contract_15,8,64,final_contractions,298
bv_n08,1,2,2,1,1,contract_16,2,16,final_contractions,299
bv_n08,1,2,2,4,1,contract_17,8,64,final_contractions,300
bv_n08,1,2,2,1,1,contract_18,2,16,final_contractions,301
bv_n08,1,2,2,4,1,contract_19,8,64,final_contractions,302
bv_n08,1,2,2,2,1,contract_20,4,32,final_contractions,303
bv_n08,1,2,4,2,2,contract_21,8,64,final_contractions,304
bv_n08,1,2,4,4,2,contract_22,16,128,final_contractions,305
bv_n08,1,2,4,8,2,contract_23,32,256,final_contractions,306
bv_n08,1,1,2,2,2,contract_24,4,16,final_contractions,307
bv_n08,1,1,2,4,2,contract_25,8,32,final_contractions,308
bv_n08,1,1,32,8,2,contract_26,256,1024,final_contractions,309
bv_n12,1,2,1,2,0,contract_0,2,16,final_contractions,310
bv_n12,1,2,1,2,0,contract_1,2,16,final_contractions,311
bv_n12,1,2,8,1,1,contract_2,8,64,final_contractions,312
bv_n12,1,2,1,2,0,contract_3,2,16,final_contractions,313
bv_n12,1,2,1,2,0,contract_4,2,16,final_contractions,314
bv_n12,1,2,8,1,1,contract_5,8,64,final_contractions,315
bv_n12,1,2,1,2,0,contract_6,2,16,final_contractions,316
bv_n12,1,2,1,2,0,contract_7,2,16,final_contractions,317
bv_n12,1,2,8,1,1,contract_8,8,64,final_contractions,318
bv_n12,1,2,1,2,0,contract_9,2,16,final_contractions,319
bv_n12,1,2,1,2,0,contract_10,2,16,final_contractions,320
bv_n12,1,2,8,1,1,contract_11,8,64,final_contractions,321
bv_n12,1,2,1,2,0,contract_12,2,16,final_contractions,322
bv_n12,1,2,1,2,0,contract_13,2,16,final_contractions,323
bv_n12,1,2,8,1,1,contract_14,8,64,final_contractions,324
bv_n12,1,2,1,2,0,contract_15,2,16,final_contractions,325
bv_n12,1,2,1,2,0,contract_16,2,16,final_contractions,326
bv_n12,1,2,8,1,1,contract_17,8,64,final_contractions,327
bv_n12,1,2,2,1,1,contract_18,2,16,final_contractions,328
bv_n12,1,2,4,1,2,contract_19,4,32,final_contractions,329
bv_n12,1,2,2,1,1,contract_20,2,16,final_contractions,330
bv_n12,1,2,2,4,1,contract_21,8,64,final_contractions,331
bv_n12,1,2,2,1,1,contract_22,2,16,final_contractions,332
bv_n12,1,2,2,4,1,contract_23,8,64,final_contractions,333
bv_n12,1,2,2,1,1,contract_24,2,16,final_contractions,334
bv_n12,1,2,2,4,1,contract_25,8,64,final_contractions,335
bv_n12,1,2,2,1,1,contract_26,2,16,final_contractions,336
bv_n12,1,2,2,4,1,contract_27,8,64,final_contractions,337
bv_n12,1,2,2,1,1,contract_28,2,16,final_contractions,338
bv_n12,1,2,2,4,1,contract_29,8,64,final_contractions,339
bv_n12,1,2,2,2,1,contract_30,4,32,final_contractions,340
bv_n12,1,2,4,2,2,contract_31,8,64,final_contractions,341
bv_n12,1,2,4,4,2,contract_32,16,128,final_contractions,342
bv_n12,1,2,4,4,2,contract_33,16,128,final_contractions,343
bv_n12,1,2,4,8,2,contract_34,32,256,final_contractions,344
bv_n12,1,2,8,16,2,contract_35,128,1024,final_contractions,345
bv_n12,1,1,2,2,2,contract_36,4,16,final_contractions,346
bv_n12,1,1,2,2,2,contract_37,4,16,final_contractions,347
bv_n12,1,1,2,4,2,contract_38,8,32,final_contractions,348
bv_n12,1,1,4,8,2,contract_39,32,128,final_contractions,349
bv_n12,1,1,128,32,2,contract_40,4096,16384,final_contractions,350
bv_n16,1,2,1,2,0,contract_0,2,16,final_contractions,351
bv_n16,1,2,1,2,0,contract_1,2,16,final_contractions,352
bv_n16,1,2,8,1,1,contract_2,8,64,final_contractions,353
bv_n16,1,2,1,2,0,contract_3,2,16,final_contractions,354
bv_n16,1,2,1,2,0,contract_4,2,16,final_contractions,355
bv_n16,1,2,8,1,1,contract_5,8,64,final_contractions,356
bv_n16,1,2,1,2,0,contract_6,2,16,final_contractions,357
bv_n16,1,2,1,2,0,contract_7,2,16,final_contractions,358
bv_n16,1,2,8,1,1,contract_8,8,64,final_contractions,359
bv_n16,1,2,1,2,0,contract_9,2,16,final_contractions,360
bv_n16,1,2,1,2,0,contract_10,2,16,final_contractions,361
bv_n16,1,2,8,1,1,contract_11,8,64,final_contractions,362
bv_n16,1,2,1,2,0,contract_12,2,16,final_contractions,363
bv_n16,1,2,1,2,0,contract_13,2,16,final_contractions,364
bv_n16,1,2,8,1,1,contract_14,8,64,final_contractions,365
bv_n16,1,2,1,2,0,contract_15,2,16,final_contractions,366
bv_n16,1,2,1,2,0,contract_16,2,16,final_contractions,367
bv_n16,1,2,8,1,1,contract_17,8,64,final_contractions,368
bv_n16,1,2,1,2,0,contract_18,2,16,final_contractions,369
bv_n16,1,2,1,2,0,contract_19,2,16,final_contractions,370
bv_n16,1,2,8,1,1,contract_20,8,64,final_contractions,371
bv_n16,1,2,1,2,0,contract_21,2,16,final_contractions,372
bv_n16,1,2,1,2,0,contract_22,2,16,final_contractions,373
bv_n16,1,2,8,1,1,contract_23,8,64,final_contractions,374
bv_n16,1,2,2,1,1,contract_24,2,16,final_contractions,375
bv_n16,1,2,4,1,2,contract_25,4,32,final_contractions,376
bv_n16,1,2,2,1,1,contract_26,2,16,final_contractions,377
bv_n16,1,2,2,4,1,contract_27,8,64,final_contractions,378
bv_n16,1,2,2,1,1,contract_28,2,16,final_contractions,379
bv_n16,1,2,2,4,1,contract_29,8,64,final_contractions,380
bv_n16,1,2,2,1,1,contract_30,2,16,final_contractions,381
bv_n16,1,2,2,4,1,contract_31,8,64,final_contractions,382
bv_n16,1,2,2,1,1,contract_32,2,16,final_contractions,383
bv_n16,1,2,2,4,1,contract_33,8,64,final_contractions,384
bv_n16,1,2,2,1,1,contract_34,2,16,final_contractions,385
bv_n16,1,2,2,4,1,contract_35,8,64,final_contractions,386
bv_n16,1,2,2,1,1,contract_36,2,16,final_contractions,387
bv_n16,1,2,2,4,1,contract_37,8,64,final_contractions,388
bv_n16,1,2,2,1,1,contract_38,2,16,final_contractions,389
bv_n16,1,2,2,4,1,contract_39,8,64,final_contractions,390
bv_n16,1,2,2,2,1,contract_40,4,32,final_contractions,391
bv_n16,1,2,4,2,2,contract_41,8,64,final_contractions,392
bv_n16,1,2,4,4,2,contract_42,16,128,final_contractions,393
bv_n16,1,2,4,4,2,contract_43,16,128,final_contractions,394
bv_n16,1,2,4,8,2,contract_44,32,256,final_contractions,395
bv_n16,1,2,4,8,2,contract_45,32,256,final_contractions,396
bv_n16,1,2,4,16,2,contract_46,64,512,final_contractions,397
bv_n16,1,2,16,32,2,contract_47,512,4096,final_contractions,398
bv_n16,1,1,2,2,2,contract_48,4,16,final_contractions,399
bv_n16,1,1,2,2,2,contract_49,4,16,final_contractions,400
bv_n16,1,1,2,2,2,contract_50,4,16,final_contractions,401
bv_n16,1,1,2,4,2,contract_51,8,32,final_contractions,402
bv_n16,1,1,4,4,2,contract_52,16,64,final_contractions,403
bv_n16,1,1,8,16,2,contract_53,128,512,final_contractions,404
bv_n16,1,1,512,128,2,contract_54,65536,262144,final_contractions,405
bv_n18,1,2,1,2,0,contract_0,2,16,final_contractions,406
bv_n18,1,2,1,2,0,contract_1,2,16,final_contractions,407
