suite,case_id,arm_id,metric,median,raw_mad,count,quality_qualified,input_source_id,source_row
A,edc_n17,upmem_d4_t8_serial_nodes_v1_0_f32,kernel_s,0.579348907,0.0010242409999998703,7,True,final_times,28
A,edc_n17,upmem_d4_t8_serial_nodes_v1_0_f32,session_open_s,0.25406306801596656,0.0019457610324025154,7,True,final_times,29
A,edc_n17,upmem_d4_t8_serial_nodes_v1_0_f32,session_close_s,0.004323519009631127,0.00020085700089111924,7,True,final_times,30
A,edc_n17,upmem_d4_t8_serial_nodes_v1_0_f32,h2d_s,0.45941434999999997,0.00464235699999993,7,True,final_times,31
A,edc_n17,upmem_d4_t8_serial_nodes_v1_0_f32,d2h_s,0.32378964099999996,0.004876516999999914,7,True,final_times,32
A,edc_n17,upmem_d4_t8_serial_nodes_v1_0_f32,h2d_bytes,4183040.0,0.0,7,True,final_times,33
A,edc_n17,upmem_d4_t8_serial_nodes_v1_0_f32,d2h_bytes,6061408.0,0.0,7,True,final_times,34
A,edc_n17,upmem_d4_t8_serial_nodes_v1_1_f32,job_to_state_s,1.6450567549909465,0.007614978007040918,7,True,final_times,35
A,edc_n17,upmem_d4_t8_serial_nodes_v1_1_f32,prepared_call_s,1.5705432599643245,0.007390284969005734,7,True,final_times,36
A,edc_n17,upmem_d4_t8_serial_nodes_v1_1_f32,session_inclusive_s,1.5133465469116345,0.007219660910777748,7,True,final_times,37
A,edc_n17,upmem_d4_t8_serial_nodes_v1_1_f32,steady_s,1.2888088779873215,0.0035918470239266753,7,True,final_times,38
A,edc_n17,upmem_d4_t8_serial_nodes_v1_1_f32,kernel_s,0.530672052,0.0002472059999999443,7,True,final_times,39
A,edc_n17,upmem_d4_t8_serial_nodes_v1_1_f32,session_open_s,0.22091151296626776,0.0015638969489373267,7,True,final_times,40
A,edc_n17,upmem_d4_t8_serial_nodes_v1_1_f32,session_close_s,0.003884191974066198,0.00022615492343902588,7,True,final_times,41
A,edc_n17,upmem_d4_t8_serial_nodes_v1_1_f32,h2d_s,0.165213359,0.0005708180000000007,7,True,final_times,42
A,edc_n17,upmem_d4_t8_serial_nodes_v1_1_f32,d2h_s,0.185867366,0.0011621679999999912,7,True,final_times,43
A,edc_n17,upmem_d4_t8_serial_nodes_v1_1_f32,h2d_bytes,2044288.0,0.0,7,True,final_times,44
A,edc_n17,upmem_d4_t8_serial_nodes_v1_1_f32,d2h_bytes,5990560.0,0.0,7,True,final_times,45
A,edc_n17,upmem_d4_t8_static_dag_waves_v1_1_f32,job_to_state_s,2.0383899139706045,0.014723315951414406,7,True,final_times,46
A,edc_n17,upmem_d4_t8_static_dag_waves_v1_1_f32,prepared_call_s,1.896784924028907,0.014754966017790139,7,True,final_times,47
A,edc_n17,upmem_d4_t8_static_dag_waves_v1_1_f32,session_inclusive_s,1.8395432949764654,0.015086517960298806,7,True,final_times,48
A,edc_n17,upmem_d4_t8_static_dag_waves_v1_1_f32,steady_s,1.5523893439676613,0.008206203987356275,7,True,final_times,49
A,edc_n17,upmem_d4_t8_static_dag_waves_v1_1_f32,kernel_s,0.798055001,0.0007197119999999835,7,True,final_times,50
A,edc_n17,upmem_d4_t8_static_dag_waves_v1_1_f32,session_open_s,0.2845898650120944,0.0020940480171702802,7,True,final_times,51
A,edc_n17,upmem_d4_t8_static_dag_waves_v1_1_f32,session_close_s,0.0038114719791337848,0.00011973298387601972,7,True,final_times,52
A,edc_n17,upmem_d4_t8_static_dag_waves_v1_1_f32,h2d_s,0.167623768,0.0014005620000000218,7,True,final_times,53
A,edc_n17,upmem_d4_t8_static_dag_waves_v1_1_f32,d2h_s,0.19524417600000002,0.0053690550000000115,7,True,final_times,54
A,edc_n17,upmem_d4_t8_static_dag_waves_v1_1_f32,h2d_bytes,2048896.0,0.0,7,True,final_times,55
A,edc_n17,upmem_d4_t8_static_dag_waves_v1_1_f32,d2h_bytes,5992864.0,0.0,7,True,final_times,56
A,hs_n18,upmem_d1_t1_serial_nodes_v1_0_f32,job_to_state_s,4.218865870963782,0.0599497560178861,7,True,final_times,57
A,hs_n18,upmem_d1_t1_serial_nodes_v1_0_f32,prepared_call_s,4.0612242899951525,0.06275779899442568,7,True,final_times,58
A,hs_n18,upmem_d1_t1_serial_nodes_v1_0_f32,session_inclusive_s,3.9959925930015743,0.06273996300296858,7,True,final_times,59
A,hs_n18,upmem_d1_t1_serial_nodes_v1_0_f32,steady_s,3.6301682390039787,0.05594541702885181,7,True,final_times,60
A,hs_n18,upmem_d1_t1_serial_nodes_v1_0_f32,kernel_s,2.460483321,0.007989863000000152,7,True,final_times,61
A,hs_n18,upmem_d1_t1_serial_nodes_v1_0_f32,session_open_s,0.3688337820349261,0.0005619620787911117,7,True,final_times,62
A,hs_n18,upmem_d1_t1_serial_nodes_v1_0_f32,session_close_s,0.004228894016705453,0.0001349869999103248,7,True,final_times,63
A,hs_n18,upmem_d1_t1_serial_nodes_v1_0_f32,h2d_s,0.17783256999999997,0.004780229000000136,7,True,final_times,64
A,hs_n18,upmem_d1_t1_serial_nodes_v1_0_f32,d2h_s,0.22704842300000003,0.01143513300000007,7,True,final_times,65
A,hs_n18,upmem_d1_t1_serial_nodes_v1_0_f32,h2d_bytes,146272.0,0.0,7,True,final_times,66
A,hs_n18,upmem_d1_t1_serial_nodes_v1_0_f32,d2h_bytes,4274144.0,0.0,7,True,final_times,67
A,hs_n18,upmem_d1_t8_serial_nodes_v1_0_f32,job_to_state_s,2.224601587979123,0.14036526897689328,7,True,final_times,68
A,hs_n18,upmem_d1_t8_serial_nodes_v1_0_f32,prepared_call_s,2.0691451969905756,0.13781710102921352,7,True,final_times,69
A,hs_n18,upmem_d1_t8_serial_nodes_v1_0_f32,session_inclusive_s,2.004314413992688,0.13755535404197872,7,True,final_times,70
A,hs_n18,upmem_d1_t8_serial_nodes_v1_0_f32,steady_s,1.6294688619673252,0.130871155008208,7,True,final_times,71
A,hs_n18,upmem_d1_t8_serial_nodes_v1_0_f32,kernel_s,0.48731448599999994,0.01710801499999981,7,True,final_times,72
A,hs_n18,upmem_d1_t8_serial_nodes_v1_0_f32,session_open_s,0.37113032600609586,0.001655066036619246,7,True,final_times,73
A,hs_n18,upmem_d1_t8_serial_nodes_v1_0_f32,session_close_s,0.003941339033190161,0.00022611301392316818,7,True,final_times,74
A,hs_n18,upmem_d1_t8_serial_nodes_v1_0_f32,h2d_s,0.16121485700000007,0.017811673,7,True,final_times,75
A,hs_n18,upmem_d1_t8_serial_nodes_v1_0_f32,d2h_s,0.22063660899999996,0.02714188600000003,7,True,final_times,76
A,hs_n18,upmem_d1_t8_serial_nodes_v1_0_f32,h2d_bytes,146272.0,0.0,7,True,final_times,77
A,hs_n18,upmem_d1_t8_serial_nodes_v1_0_f32,d2h_bytes,4274144.0,0.0,7,True,final_times,78
A,hs_n18,upmem_d4_t8_serial_nodes_v1_0_f32,job_to_state_s,2.544167293992359,0.07111458701547235,7,True,final_times,79
A,hs_n18,upmem_d4_t8_serial_nodes_v1_0_f32,prepared_call_s,2.3886246610200033,0.0723217569757253,7,True,final_times,80
A,hs_n18,upmem_d4_t8_serial_nodes_v1_0_f32,session_inclusive_s,2.323329286999069,0.07245106500340626,7,True,final_times,81
A,hs_n18,upmem_d4_t8_serial_nodes_v1_0_f32,steady_s,1.9089804840041324,0.06940120400395244,7,True,final_times,82
A,hs_n18,upmem_d4_t8_serial_nodes_v1_0_f32,kernel_s,0.19018043,0.0006234689999999876,7,True,final_times,83
A,hs_n18,upmem_d4_t8_serial_nodes_v1_0_f32,session_open_s,0.41007144399918616,0.0033126689959317446,7,True,final_times,84
A,hs_n18,upmem_d4_t8_serial_nodes_v1_0_f32,session_close_s,0.004078869009390473,0.00016300496645271778,7,True,final_times,85
A,hs_n18,upmem_d4_t8_serial_nodes_v1_0_f32,h2d_s,0.38464892799999983,0.006941530000000085,7,True,final_times,86
A,hs_n18,upmem_d4_t8_serial_nodes_v1_0_f32,d2h_s,0.34402502599999996,0.011337898999999985,7,True,final_times,87
A,hs_n18,upmem_d4_t8_serial_nodes_v1_0_f32,h2d_bytes,391648.0,0.0,7,True,final_times,88
A,hs_n18,upmem_d4_t8_serial_nodes_v1_0_f32,d2h_bytes,4396832.0,0.0,7,True,final_times,89
A,hs_n18,upmem_d4_t8_serial_nodes_v1_1_f32,job_to_state_s,1.3613684669835493,0.00351628998760134,7,True,final_times,90
A,hs_n18,upmem_d4_t8_serial_nodes_v1_1_f32,prepared_call_s,1.2051983559504151,0.0027006849413737655,7,True,final_times,91
A,hs_n18,upmem_d4_t8_serial_nodes_v1_1_f32,session_inclusive_s,1.1400888680364005,0.002867261995561421,7,True,final_times,92
A,hs_n18,upmem_d4_t8_serial_nodes_v1_1_f32,steady_s,0.7714444500161335,0.003789035021327436,7,True,final_times,93
A,hs_n18,upmem_d4_t8_serial_nodes_v1_1_f32,kernel_s,0.11541773200000002,0.0001230159999999758,7,True,final_times,94
A,hs_n18,upmem_d4_t8_serial_nodes_v1_1_f32,session_open_s,0.3639686420210637,0.0026736189611256123,7,True,final_times,95
A,hs_n18,upmem_d4_t8_serial_nodes_v1_1_f32,session_close_s,0.004102882987353951,0.00023473199689760804,7,True,final_times,96
A,hs_n18,upmem_d4_t8_serial_nodes_v1_1_f32,h2d_s,0.11252108200000004,0.0011521789999999615,7,True,final_times,97
A,hs_n18,upmem_d4_t8_serial_nodes_v1_1_f32,d2h_s,0.13956385999999998,0.002792647000000037,7,True,final_times,98
A,hs_n18,upmem_d4_t8_serial_nodes_v1_1_f32,h2d_bytes,131568.0,0.0,7,True,final_times,99
A,hs_n18,upmem_d4_t8_serial_nodes_v1_1_f32,d2h_bytes,4274144.0,0.0,7,True,final_times,100
A,hs_n18,upmem_d4_t8_static_dag_waves_v1_1_f32,job_to_state_s,1.3639268610277213,0.0017591380164958537,7,True,final_times,101
A,hs_n18,upmem_d4_t8_static_dag_waves_v1_1_f32,prepared_call_s,1.0731886249850504,0.0056818980374373496,7,True,final_times,102
A,hs_n18,upmem_d4_t8_static_dag_waves_v1_1_f32,session_inclusive_s,1.0082198439049534,0.005376844143029302,7,True,final_times,103
A,hs_n18,upmem_d4_t8_static_dag_waves_v1_1_f32,steady_s,0.5250110590131953,0.0023060549865476787,7,True,final_times,104
A,hs_n18,upmem_d4_t8_static_dag_waves_v1_1_f32,kernel_s,0.084427459,9.87080000000029e-05,7,True,final_times,105
A,hs_n18,upmem_d4_t8_static_dag_waves_v1_1_f32,session_open_s,0.47725509601878,0.00390251399949193,7,True,final_times,106
A,hs_n18,upmem_d4_t8_static_dag_waves_v1_1_f32,session_close_s,0.004037282022181898,6.37139892205596e-05,7,True,final_times,107
A,hs_n18,upmem_d4_t8_static_dag_waves_v1_1_f32,h2d_s,0.066229006,0.0005517899999999964,7,True,final_times,108
A,hs_n18,upmem_d4_t8_static_dag_waves_v1_1_f32,d2h_s,0.11059529300000001,0.0005209029999999892,7,True,final_times,109
A,hs_n18,upmem_d4_t8_static_dag_waves_v1_1_f32,h2d_bytes,71088.0,0.0,7,True,final_times,110
A,hs_n18,upmem_d4_t8_static_dag_waves_v1_1_f32,d2h_bytes,4243904.0,0.0,7,True,final_times,111
A,stress_n16_l2,upmem_d1_t1_serial_nodes_v1_0_f32,job_to_state_s,7.927062413014937,0.008017583983018994,7,True,final_times,112
A,stress_n16_l2,upmem_d1_t1_serial_nodes_v1_0_f32,prepared_call_s,7.788959640020039,0.006535423977766186,7,True,final_times,113
A,stress_n16_l2,upmem_d1_t1_serial_nodes_v1_0_f32,session_inclusive_s,7.745686715992633,0.006883980066049844,7,True,final_times,114
A,stress_n16_l2,upmem_d1_t1_serial_nodes_v1_0_f32,steady_s,7.401826177025214,0.010116987978108227,7,True,final_times,115
A,stress_n16_l2,upmem_d1_t1_serial_nodes_v1_0_f32,kernel_s,6.302152263,0.002291195999999829,7,True,final_times,116
A,stress_n16_l2,upmem_d1_t1_serial_nodes_v1_0_f32,session_open_s,0.33806581498356536,0.002072828996460885,7,True,final_times,117
A,stress_n16_l2,upmem_d1_t1_serial_nodes_v1_0_f32,session_close_s,0.003905844991095364,0.00034460698952898383,7,True,final_times,118
A,stress_n16_l2,upmem_d1_t1_serial_nodes_v1_0_f32,h2d_s,0.185117608,0.0008153829999999751,7,True,final_times,119
A,stress_n16_l2,upmem_d1_t1_serial_nodes_v1_0_f32,d2h_s,0.18778997899999994,0.0016992199999999458,7,True,final_times,120
A,stress_n16_l2,upmem_d1_t1_serial_nodes_v1_0_f32,h2d_bytes,491936.0,0.0,7,True,final_times,121
A,stress_n16_l2,upmem_d1_t1_serial_nodes_v1_0_f32,d2h_bytes,1467584.0,0.0,7,True,final_times,122
A,stress_n16_l2,upmem_d1_t8_serial_nodes_v1_0_f32,job_to_state_s,2.631361936975736,0.032081740035209805,7,True,final_times,123
A,stress_n16_l2,upmem_d1_t8_serial_nodes_v1_0_f32,prepared_call_s,2.485351225011982,0.03804720699554309,7,True,final_times,124
A,stress_n16_l2,upmem_d1_t8_serial_nodes_v1_0_f32,session_inclusive_s,2.4425577800138853,0.03775992995360866,7,True,final_times,125
A,stress_n16_l2,upmem_d1_t8_serial_nodes_v1_0_f32,steady_s,2.098319665994495,0.034586534020490944,7,True,final_times,126
A,stress_n16_l2,upmem_d1_t8_serial_nodes_v1_0_f32,kernel_s,1.0529190540000002,0.006934097999999889,7,True,final_times,127
A,stress_n16_l2,upmem_d1_t8_serial_nodes_v1_0_f32,session_open_s,0.3402280270238407,0.003383043978828937,7,True,final_times,128
A,stress_n16_l2,upmem_d1_t8_serial_nodes_v1_0_f32,session_close_s,0.003841344965621829,7.440592162311077e-05,7,True,final_times,129
A,stress_n16_l2,upmem_d1_t8_serial_nodes_v1_0_f32,h2d_s,0.18109084800000008,0.004832333999999938,7,True,final_times,130
A,stress_n16_l2,upmem_d1_t8_serial_nodes_v1_0_f32,d2h_s,0.17879157899999998,0.008830290000000046,7,True,final_times,131
A,stress_n16_l2,upmem_d1_t8_serial_nodes_v1_0_f32,h2d_bytes,491936.0,0.0,7,True,final_times,132
A,stress_n16_l2,upmem_d1_t8_serial_nodes_v1_0_f32,d2h_bytes,1467584.0,0.0,7,True,final_times,133
A,stress_n16_l2,upmem_d4_t8_serial_nodes_v1_0_f32,job_to_state_s,2.4711890059988946,0.028957053960766643,7,True,final_times,134
A,stress_n16_l2,upmem_d4_t8_serial_nodes_v1_0_f32,prepared_call_s,2.331537476973608,0.030282690015155822,7,True,final_times,135
A,stress_n16_l2,upmem_d4_t8_serial_nodes_v1_0_f32,session_inclusive_s,2.288735857931897,0.030263138993177563,7,True,final_times,136
A,stress_n16_l2,upmem_d4_t8_serial_nodes_v1_0_f32,steady_s,1.911103152029682,0.030469304940197617,7,True,final_times,137
A,stress_n16_l2,upmem_d4_t8_serial_nodes_v1_0_f32,kernel_s,0.360390643,0.0009082749999999584,7,True,final_times,138
A,stress_n16_l2,upmem_d4_t8_serial_nodes_v1_0_f32,session_open_s,0.3768857899704017,0.003219423000700772,7,True,final_times,139
A,stress_n16_l2,upmem_d4_t8_serial_nodes_v1_0_f32,session_close_s,0.003760172985494137,0.00013269699411466718,7,True,final_times,140
A,stress_n16_l2,upmem_d4_t8_serial_nodes_v1_0_f32,h2d_s,0.36359465799999996,0.00209755099999992,7,True,final_times,141
A,stress_n16_l2,upmem_d4_t8_serial_nodes_v1_0_f32,d2h_s,0.275414852,0.004196249000000041,7,True,final_times,142
A,stress_n16_l2,upmem_d4_t8_serial_nodes_v1_0_f32,h2d_bytes,704480.0,0.0,7,True,final_times,143
A,stress_n16_l2,upmem_d4_t8_serial_nodes_v1_0_f32,d2h_bytes,1573856.0,0.0,7,True,final_times,144
A,stress_n16_l2,upmem_d4_t8_serial_nodes_v1_1_f32,job_to_state_s,1.3814415949746035,0.022307572013232857,7,True,final_times,145
A,stress_n16_l2,upmem_d4_t8_serial_nodes_v1_1_f32,prepared_call_s,1.2426763529656455,0.02227038604905829,7,True,final_times,146
A,stress_n16_l2,upmem_d4_t8_serial_nodes_v1_1_f32,session_inclusive_s,1.1994631150155328,0.022372448991518468,7,True,final_times,147
A,stress_n16_l2,upmem_d4_t8_serial_nodes_v1_1_f32,steady_s,0.8646778610418551,0.01923384895781055,7,True,final_times,148
A,stress_n16_l2,upmem_d4_t8_serial_nodes_v1_1_f32,kernel_s,0.291729715,0.0004893970000000025,7,True,final_times,149
A,stress_n16_l2,upmem_d4_t8_serial_nodes_v1_1_f32,session_open_s,0.33326416299678385,0.0007836880395188928,7,True,final_times,150
A,stress_n16_l2,upmem_d4_t8_serial_nodes_v1_1_f32,session_close_s,0.0038936029886826873,0.00018878595437854528,7,True,final_times,151
A,stress_n16_l2,upmem_d4_t8_serial_nodes_v1_1_f32,h2d_s,0.10819557899999999,0.0010318430000000045,7,True,final_times,152
A,stress_n16_l2,upmem_d4_t8_serial_nodes_v1_1_f32,d2h_s,0.09733077000000001,0.0035387229999999797,7,True,final_times,153
A,stress_n16_l2,upmem_d4_t8_serial_nodes_v1_1_f32,h2d_bytes,278512.0,0.0,7,True,final_times,154
A,stress_n16_l2,upmem_d4_t8_serial_nodes_v1_1_f32,d2h_bytes,1463264.0,0.0,7,True,final_times,155
A,stress_n16_l2,upmem_d4_t8_static_dag_waves_v1_1_f32,job_to_state_s,1.5047930239816196,0.009912674024235457,7,True,final_times,156
A,stress_n16_l2,upmem_d4_t8_static_dag_waves_v1_1_f32,prepared_call_s,1.2458389810053632,0.011133056948892772,7,True,final_times,157
A,stress_n16_l2,upmem_d4_t8_static_dag_waves_v1_1_f32,session_inclusive_s,1.2030267939553596,0.010925676964689046,7,True,final_times,158
A,stress_n16_l2,upmem_d4_t8_static_dag_waves_v1_1_f32,steady_s,0.7678501739865169,0.01023052801610902,7,True,final_times,159
A,stress_n16_l2,upmem_d4_t8_static_dag_waves_v1_1_f32,kernel_s,0.377569363,9.080399999999988e-05,7,True,final_times,160
A,stress_n16_l2,upmem_d4_t8_static_dag_waves_v1_1_f32,session_open_s,0.43390793801518157,0.0017684080521576107,7,True,final_times,161
A,stress_n16_l2,upmem_d4_t8_static_dag_waves_v1_1_f32,session_close_s,0.003732238954398781,0.00019252393394708633,7,True,final_times,162
A,stress_n16_l2,upmem_d4_t8_static_dag_waves_v1_1_f32,h2d_s,0.06764809599999999,0.0017418430000000068,7,True,final_times,163
A,stress_n16_l2,upmem_d4_t8_static_dag_waves_v1_1_f32,d2h_s,0.07590476500000001,0.0017332969999999809,7,True,final_times,164
A,stress_n16_l2,upmem_d4_t8_static_dag_waves_v1_1_f32,h2d_bytes,227824.0,0.0,7,True,final_times,165
A,stress_n16_l2,upmem_d4_t8_static_dag_waves_v1_1_f32,d2h_bytes,1437920.0,0.0,7,True,final_times,166
D,hs_n18,upmem_d16_t24_static_dag_waves_v1_1_f32,job_to_state_s,1.3733612259966321,0.002948359993752092,5,True,final_times,266
D,hs_n18,upmem_d16_t24_static_dag_waves_v1_1_f32,prepared_call_s,1.0840810629888438,0.0034922229824587703,5,True,final_times,267
D,hs_n18,upmem_d16_t24_static_dag_waves_v1_1_f32,session_inclusive_s,1.0181214560288936,0.0030905730091035366,5,True,final_times,268
D,hs_n18,upmem_d16_t24_static_dag_waves_v1_1_f32,steady_s,0.5269352850154974,0.0008439960074611008,5,True,final_times,269
D,hs_n18,upmem_d16_t24_static_dag_waves_v1_1_f32,kernel_s,0.05986799,0.0002264090000000038,5,True,final_times,270
D,hs_n18,upmem_d16_t24_static_dag_waves_v1_1_f32,session_open_s,0.4874204950174317,0.0013395969290286303,5,True,final_times,271
D,hs_n18,upmem_d16_t24_static_dag_waves_v1_1_f32,session_close_s,0.003774837008677423,5.7519006077200174e-05,5,True,final_times,272
D,hs_n18,upmem_d16_t24_static_dag_waves_v1_1_f32,h2d_s,0.07994384299999999,0.00046423200000000886,5,True,final_times,273
D,hs_n18,upmem_d16_t24_static_dag_waves_v1_1_f32,d2h_s,0.11773767300000001,0.0008616049999999875,5,True,final_times,274
D,hs_n18,upmem_d16_t24_static_dag_waves_v1_1_f32,h2d_bytes,88944.0,0.0,5,True,final_times,275
D,hs_n18,upmem_d16_t24_static_dag_waves_v1_1_f32,d2h_bytes,4252832.0,0.0,5,True,final_times,276
D,hs_n18,upmem_d16_t8_static_dag_waves_v1_1_f32,job_to_state_s,1.397812534996774,0.0015955659910105169,5,True,final_times,255
D,hs_n18,upmem_d16_t8_static_dag_waves_v1_1_f32,prepared_call_s,1.1093805260024965,0.0019730660133063793,5,True,final_times,256
D,hs_n18,upmem_d16_t8_static_dag_waves_v1_1_f32,session_inclusive_s,1.0432548329699785,0.002432757057249546,5,True,final_times,257
D,hs_n18,upmem_d16_t8_static_dag_waves_v1_1_f32,steady_s,0.558840588957537,0.001306072052102536,5,True,final_times,258
D,hs_n18,upmem_d16_t8_static_dag_waves_v1_1_f32,kernel_s,0.077718764,0.00012557100000000487,5,True,final_times,259
D,hs_n18,upmem_d16_t8_static_dag_waves_v1_1_f32,session_open_s,0.48159442300675437,0.0016119279898703098,5,True,final_times,260
D,hs_n18,upmem_d16_t8_static_dag_waves_v1_1_f32,session_close_s,0.004050238989293575,0.00013103499077260494,5,True,final_times,261
D,hs_n18,upmem_d16_t8_static_dag_waves_v1_1_f32,h2d_s,0.08052441599999999,0.0010319790000000162,5,True,final_times,262
D,hs_n18,upmem_d16_t8_static_dag_waves_v1_1_f32,d2h_s,0.12916525999999998,0.0008362590000000336,5,True,final_times,263
D,hs_n18,upmem_d16_t8_static_dag_waves_v1_1_f32,h2d_bytes,88944.0,0.0,5,True,final_times,264
D,hs_n18,upmem_d16_t8_static_dag_waves_v1_1_f32,d2h_bytes,4252832.0,0.0,5,True,final_times,265
D,hs_n18,upmem_d1_t24_static_dag_waves_v1_1_f32,job_to_state_s,1.7087688510073349,0.00895948603283614,5,True,final_times,178
D,hs_n18,upmem_d1_t24_static_dag_waves_v1_1_f32,prepared_call_s,1.4097769309883006,0.007188818010035902,5,True,final_times,179
D,hs_n18,upmem_d1_t24_static_dag_waves_v1_1_f32,session_inclusive_s,1.3445949559682049,0.007370593957602978,5,True,final_times,180
D,hs_n18,upmem_d1_t24_static_dag_waves_v1_1_f32,steady_s,0.8462658429634757,0.00535651994869113,5,True,final_times,181
D,hs_n18,upmem_d1_t24_static_dag_waves_v1_1_f32,kernel_s,0.29182798,0.0014640439999999977,5,True,final_times,182
D,hs_n18,upmem_d1_t24_static_dag_waves_v1_1_f32,session_open_s,0.4909907589899376,0.002791257982607931,5,True,final_times,183
D,hs_n18,upmem_d1_t24_static_dag_waves_v1_1_f32,session_close_s,0.004145187034737319,0.00010841299081221223,5,True,final_times,184
D,hs_n18,upmem_d1_t24_static_dag_waves_v1_1_f32,h2d_s,0.061541099999999974,0.00014911000000004254,5,True,final_times,185
D,hs_n18,upmem_d1_t24_static_dag_waves_v1_1_f32,d2h_s,0.12933440100000002,0.0012795200000000062,5,True,final_times,186
D,hs_n18,upmem_d1_t24_static_dag_waves_v1_1_f32,h2d_bytes,70224.0,0.0,5,True,final_times,187
D,hs_n18,upmem_d1_t24_static_dag_waves_v1_1_f32,d2h_bytes,4243472.0,0.0,5,True,final_times,188
D,hs_n18,upmem_d1_t8_static_dag_waves_v1_1_f32,job_to_state_s,1.7707144350279123,0.007027435000054538,5,True,final_times,167
D,hs_n18,upmem_d1_t8_static_dag_waves_v1_1_f32,prepared_call_s,1.4695526030263864,0.0059032809804193676,5,True,final_times,168
D,hs_n18,upmem_d1_t8_static_dag_waves_v1_1_f32,session_inclusive_s,1.404072322009597,0.00617998099187389,5,True,final_times,169
D,hs_n18,upmem_d1_t8_static_dag_waves_v1_1_f32,steady_s,0.9095470380270854,0.0004830890684388578,5,True,final_times,170
D,hs_n18,upmem_d1_t8_static_dag_waves_v1_1_f32,kernel_s,0.35400313,0.0004598809999999953,5,True,final_times,171
D,hs_n18,upmem_d1_t8_static_dag_waves_v1_1_f32,session_open_s,0.4934090769966133,0.004434927017427981,5,True,final_times,172
D,hs_n18,upmem_d1_t8_static_dag_waves_v1_1_f32,session_close_s,0.004123101010918617,0.00021264399401843548,5,True,final_times,173
D,hs_n18,upmem_d1_t8_static_dag_waves_v1_1_f32,h2d_s,0.06146892299999996,0.0006426070000000519,5,True,final_times,174
