suite,case_id,comparison,numerator,denominator,metric,ratio,descriptive_low,descriptive_high,denominator_time_reduction_percent,paired_blocks,equal_quality_claim,parallel_efficiency,input_source_id,source_row,time_reduction_pct,denominator_time_increase_pct,family,n
T,hs_n18,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t4_serial_nodes_v1_0_f32,prepared_call_s,1.7120118470830794,1.6958356487892676,1.7292445191225345,41.58918925100916,5,True,0.42800296177076985,final_comparisons,12,41.58918925100916,-41.58918925100916,hs,18
T,hs_n18,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t4_serial_nodes_v1_0_f32,session_inclusive_s,1.7322789329140018,1.7150670494874536,1.7497648449933423,42.272576257807295,5,True,0.43306973322850045,final_comparisons,13,42.272576257807295,-42.272576257807295,hs,18
T,hs_n18,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t5_serial_nodes_v1_0_f32,job_to_state_s,1.7464417829832688,1.7133369194484371,1.9793761190038726,42.74071945920797,5,True,0.34928835659665375,final_comparisons,14,42.74071945920797,-42.74071945920797,hs,18
T,hs_n18,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t5_serial_nodes_v1_0_f32,prepared_call_s,1.7967279879332612,1.761319551096471,2.0564870361035217,44.343272508918886,5,True,0.35934559758665224,final_comparisons,15,44.343272508918886,-44.343272508918886,hs,18
T,hs_n18,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t5_serial_nodes_v1_0_f32,session_inclusive_s,1.8202659411388775,1.7835250470945134,2.0923698117844984,45.0629725360716,5,True,0.3640531882277755,final_comparisons,16,45.0629725360716,-45.0629725360716,hs,18
T,hs_n18,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t6_serial_nodes_v1_0_f32,job_to_state_s,1.7945514422029454,1.7800636146368918,1.8248420416993771,44.275768502215485,5,True,0.2990919070338242,final_comparisons,17,44.275768502215485,-44.275768502215485,hs,18
T,hs_n18,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t6_serial_nodes_v1_0_f32,prepared_call_s,1.8509086334550384,1.833343298117234,1.8838389112239071,45.972481735452895,5,True,0.3084847722425064,final_comparisons,18,45.972481735452895,-45.972481735452895,hs,18
T,hs_n18,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t6_serial_nodes_v1_0_f32,session_inclusive_s,1.8767229996428056,1.8589756056942495,1.9106964920252199,46.71563143893218,5,True,0.3127871666071343,final_comparisons,19,46.71563143893218,-46.71563143893218,hs,18
T,hs_n18,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t7_serial_nodes_v1_0_f32,job_to_state_s,1.8356236310418121,1.8110612979205225,1.8795750701144855,45.52260152412355,5,True,0.2622319472916875,final_comparisons,20,45.52260152412355,-45.52260152412355,hs,18
T,hs_n18,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t7_serial_nodes_v1_0_f32,prepared_call_s,1.8948425416438255,1.8685245040851102,1.9422742645603508,47.22516631210561,5,True,0.2706917916634036,final_comparisons,21,47.22516631210561,-47.22516631210561,hs,18
T,hs_n18,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t7_serial_nodes_v1_0_f32,session_inclusive_s,1.9224806812815332,1.895345555533057,1.972449868131977,47.983872621627796,5,True,0.2746400973259333,final_comparisons,22,47.983872621627796,-47.983872621627796,hs,18
T,hs_n18,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t8_serial_nodes_v1_0_f32,job_to_state_s,1.8746401064443718,1.853609736848706,1.899247051448921,46.65642772912295,5,True,0.23433001330554648,final_comparisons,23,46.65642772912295,-46.65642772912295,hs,18
T,hs_n18,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t8_serial_nodes_v1_0_f32,prepared_call_s,1.9400060132354797,1.9134471158593909,1.9743606596823597,48.45376802042834,5,True,0.24250075165443497,final_comparisons,24,48.45376802042834,-48.45376802042834,hs,18
T,hs_n18,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t8_serial_nodes_v1_0_f32,session_inclusive_s,1.969837104415329,1.94267461872472,2.0057195728345163,49.23438096690681,5,True,0.24622963805191614,final_comparisons,25,49.23438096690681,-49.23438096690681,hs,18
T,hs_n18,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t9_serial_nodes_v1_0_f32,job_to_state_s,1.8827996127747906,1.825177383112479,1.9285478684277129,46.887603268292466,5,True,0.20919995697497673,final_comparisons,26,46.887603268292466,-46.887603268292466,hs,18
T,hs_n18,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t9_serial_nodes_v1_0_f32,prepared_call_s,1.9480289984972343,1.8829226903511862,1.998211137378415,48.666061913275996,5,True,0.21644766649969271,final_comparisons,27,48.666061913275996,-48.666061913275996,hs,18
T,hs_n18,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t9_serial_nodes_v1_0_f32,session_inclusive_s,1.9793769536370194,1.9104377097864114,2.031483388618907,49.47905207431342,5,True,0.21993077262633548,final_comparisons,28,49.47905207431342,-49.47905207431342,hs,18
T,hs_n18,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t10_serial_nodes_v1_0_f32,job_to_state_s,1.8838258850488354,1.8446421374263753,1.9338768976176697,46.916537885130694,5,True,0.18838258850488354,final_comparisons,29,46.916537885130694,-46.916537885130694,hs,18
T,hs_n18,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t10_serial_nodes_v1_0_f32,prepared_call_s,1.9487038647120494,1.9044791817962217,2.006621182014012,48.68383964806448,5,True,0.19487038647120494,final_comparisons,30,48.68383964806448,-48.68383964806448,hs,18
T,hs_n18,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t10_serial_nodes_v1_0_f32,session_inclusive_s,1.9796660414920773,1.9331306492176878,2.0395699811273063,49.48642957747062,5,True,0.19796660414920772,final_comparisons,31,49.48642957747062,-49.48642957747062,hs,18
T,hs_n18,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t11_serial_nodes_v1_0_f32,job_to_state_s,1.9363373127352053,1.917630144421411,1.9572015125620548,48.35610544593424,5,True,0.17603066479410956,final_comparisons,32,48.35610544593424,-48.35610544593424,hs,18
T,hs_n18,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t11_serial_nodes_v1_0_f32,prepared_call_s,2.0065672978640734,1.9859336526783924,2.0321091597685177,50.16364509356512,5,True,0.18241520889673393,final_comparisons,33,50.16364509356512,-50.16364509356512,hs,18
T,hs_n18,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t11_serial_nodes_v1_0_f32,session_inclusive_s,2.0401771901031323,2.018857781318509,2.06634732177486,50.98464952696342,5,True,0.1854706536457393,final_comparisons,34,50.98464952696342,-50.98464952696342,hs,18
T,hs_n18,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t12_serial_nodes_v1_0_f32,job_to_state_s,1.9375147241576176,1.8689577953476746,1.9720232624875473,48.387489006837114,5,True,0.16145956034646813,final_comparisons,35,48.387489006837114,-48.387489006837114,hs,18
T,hs_n18,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t12_serial_nodes_v1_0_f32,prepared_call_s,2.007569136178048,1.9313209834488387,2.047488517967049,50.18851495676153,5,True,0.16729742801483735,final_comparisons,36,50.18851495676153,-50.18851495676153,hs,18
T,hs_n18,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t12_serial_nodes_v1_0_f32,session_inclusive_s,2.0407283312599582,1.9611185871496981,2.082379550320931,50.99788714245008,5,True,0.17006069427166318,final_comparisons,37,50.99788714245008,-50.99788714245008,hs,18
T,hs_n18,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t13_serial_nodes_v1_0_f32,job_to_state_s,1.9269125184112763,1.8774043662218898,1.9460906330586611,48.10350805004413,5,True,0.14822403987779048,final_comparisons,38,48.10350805004413,-48.10350805004413,hs,18
T,hs_n18,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t13_serial_nodes_v1_0_f32,prepared_call_s,1.9985454288461055,1.9431292900707269,2.019100463997962,49.963609254688436,5,True,0.15373426375739274,final_comparisons,39,49.963609254688436,-49.963609254688436,hs,18
T,hs_n18,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t13_serial_nodes_v1_0_f32,session_inclusive_s,2.0315693470097016,1.97282647286836,2.0535606933196826,50.776969465900066,5,True,0.15627456515459243,final_comparisons,40,50.776969465900066,-50.776969465900066,hs,18
T,hs_n18,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t14_serial_nodes_v1_0_f32,job_to_state_s,1.927791292488768,1.903888365974043,1.9511022141205954,48.12716480791831,5,True,0.137699378034912,final_comparisons,41,48.12716480791831,-48.12716480791831,hs,18
T,hs_n18,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t14_serial_nodes_v1_0_f32,prepared_call_s,1.9971617052952695,1.9708713293076505,2.0234503699502135,49.9289417903116,5,True,0.14265440752109068,final_comparisons,42,49.9289417903116,-49.9289417903116,hs,18
T,hs_n18,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t14_serial_nodes_v1_0_f32,session_inclusive_s,2.029943231211862,2.0027505319375356,2.057245734135885,50.73753863535351,5,True,0.14499594508656158,final_comparisons,43,50.73753863535351,-50.73753863535351,hs,18
T,hs_n18,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t15_serial_nodes_v1_0_f32,job_to_state_s,1.91309956889335,1.8855040907949845,1.957293225199863,47.72880532410244,5,True,0.12753997125955668,final_comparisons,44,47.72880532410244,-47.72880532410244,hs,18
T,hs_n18,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t15_serial_nodes_v1_0_f32,prepared_call_s,1.9819219549914393,1.9514575592939523,2.030638746685096,49.54392641539109,5,True,0.13212813033276263,final_comparisons,45,49.54392641539109,-49.54392641539109,hs,18
T,hs_n18,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t15_serial_nodes_v1_0_f32,session_inclusive_s,2.013838315511964,1.9817679249238167,2.0646182033680462,50.34358059942975,5,True,0.1342558877007976,final_comparisons,46,50.34358059942975,-50.34358059942975,hs,18
T,hs_n18,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t16_serial_nodes_v1_0_f32,job_to_state_s,1.910387708332516,1.8293722052706975,1.945911817751554,47.65460457904375,5,True,0.11939923177078225,final_comparisons,47,47.65460457904375,-47.65460457904375,hs,18
T,hs_n18,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t16_serial_nodes_v1_0_f32,prepared_call_s,1.9784672683765743,1.888053931385526,2.017083376467546,49.45582289968602,5,True,0.12365420427353589,final_comparisons,48,49.45582289968602,-49.45582289968602,hs,18
T,hs_n18,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t16_serial_nodes_v1_0_f32,session_inclusive_s,2.010834103733182,1.9158457058468041,2.0508989470596797,50.26939327598106,5,True,0.12567713148332388,final_comparisons,49,50.26939327598106,-50.26939327598106,hs,18
T,hs_n18,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t17_serial_nodes_v1_0_f32,job_to_state_s,1.8527822020519356,1.8366689885289829,1.9363525612692005,46.027115389358165,5,True,0.1089871883559962,final_comparisons,50,46.027115389358165,-46.027115389358165,hs,18
T,hs_n18,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t17_serial_nodes_v1_0_f32,prepared_call_s,1.9144064647693075,1.8978773938342788,2.005943123310906,47.76448897332243,5,True,0.11261214498642985,final_comparisons,51,47.76448897332243,-47.76448897332243,hs,18
T,hs_n18,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t17_serial_nodes_v1_0_f32,session_inclusive_s,1.943100406690765,1.9262128212370584,2.0389348568630425,48.53585555555158,5,True,0.11430002392298617,final_comparisons,52,48.53585555555158,-48.53585555555158,hs,18
T,hs_n18,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t18_serial_nodes_v1_0_f32,job_to_state_s,1.9261465019081259,1.9105981164370394,1.9422820745050084,48.08286913745368,5,True,0.10700813899489588,final_comparisons,53,48.08286913745368,-48.08286913745368,hs,18
T,hs_n18,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t18_serial_nodes_v1_0_f32,prepared_call_s,1.9958655759361938,1.9779419822943964,2.0126198862315094,49.89642528751299,5,True,0.1108814208853441,final_comparisons,54,49.89642528751299,-49.89642528751299,hs,18
T,hs_n18,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t18_serial_nodes_v1_0_f32,session_inclusive_s,2.0286392316216726,2.0104292987820056,2.045926284097816,50.70587296093003,5,True,0.11270217953453737,final_comparisons,55,50.70587296093003,-50.70587296093003,hs,18
T,hs_n18,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t19_serial_nodes_v1_0_f32,job_to_state_s,1.9017529367361805,1.8492131334020847,1.9496782551131526,47.41693409890475,5,True,0.10009225982822002,final_comparisons,56,47.41693409890475,-47.41693409890475,hs,18
T,hs_n18,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t19_serial_nodes_v1_0_f32,prepared_call_s,1.9687316248415379,1.911709355501151,2.021239891851596,49.20587512376201,5,True,0.10361745393902831,final_comparisons,57,49.20587512376201,-49.20587512376201,hs,18
T,hs_n18,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t19_serial_nodes_v1_0_f32,session_inclusive_s,2.000176887860727,1.9403588770340021,2.0545052903910768,50.004421805436316,5,True,0.10527246778214353,final_comparisons,58,50.004421805436316,-50.004421805436316,hs,18
T,hs_n18,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t20_serial_nodes_v1_0_f32,job_to_state_s,1.8995820692429786,1.8350028265075542,1.9180710101871337,47.35684147626641,5,True,0.09497910346214893,final_comparisons,59,47.35684147626641,-47.35684147626641,hs,18
T,hs_n18,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t20_serial_nodes_v1_0_f32,prepared_call_s,1.9689883703120308,1.8964047404584468,1.986026162634081,49.2124984038617,5,True,0.09844941851560154,final_comparisons,60,49.2124984038617,-49.2124984038617,hs,18
T,hs_n18,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t20_serial_nodes_v1_0_f32,session_inclusive_s,2.0005546386182504,1.9241272467578612,2.0180585852806594,50.01386212122239,5,True,0.10002773193091252,final_comparisons,61,50.01386212122239,-50.01386212122239,hs,18
T,hs_n18,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t21_serial_nodes_v1_0_f32,job_to_state_s,1.8847273468171124,1.8603516627459433,1.9310763310850372,46.941927611504184,5,True,0.08974892127700536,final_comparisons,62,46.941927611504184,-46.941927611504184,hs,18
T,hs_n18,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t21_serial_nodes_v1_0_f32,prepared_call_s,1.9500829589956208,1.9207639517241981,2.003813098970522,48.7201303212739,5,True,0.09286109328550575,final_comparisons,63,48.7201303212739,-48.7201303212739,hs,18
T,hs_n18,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t21_serial_nodes_v1_0_f32,session_inclusive_s,1.9804627824407626,1.9499730345444135,2.0362898013017134,49.50675120652458,5,True,0.09430775154479822,final_comparisons,64,49.50675120652458,-49.50675120652458,hs,18
T,hs_n18,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t22_serial_nodes_v1_0_f32,job_to_state_s,1.892341649026866,1.8385836116404568,1.9129431945252842,47.155419819975506,5,True,0.08601552950122118,final_comparisons,65,47.155419819975506,-47.155419819975506,hs,18
T,hs_n18,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t22_serial_nodes_v1_0_f32,prepared_call_s,1.9601387537694919,1.9001886088079067,1.98335745747783,48.98320345552446,5,True,0.08909721608043145,final_comparisons,66,48.98320345552446,-48.98320345552446,hs,18
T,hs_n18,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t22_serial_nodes_v1_0_f32,session_inclusive_s,1.9910288586567082,1.928308234309542,2.0150194703442494,49.77471091631127,5,True,0.0905013117571231,final_comparisons,67,49.77471091631127,-49.77471091631127,hs,18
T,hs_n18,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t23_serial_nodes_v1_0_f32,job_to_state_s,1.8913055679061492,1.8847377482828054,1.9090422159769154,47.12647089031241,5,True,0.08223067686548476,final_comparisons,68,47.12647089031241,-47.12647089031241,hs,18
T,hs_n18,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t23_serial_nodes_v1_0_f32,prepared_call_s,1.9562990100512432,1.9482818009351468,1.976742139257571,48.883069772968604,5,True,0.08505647869788013,final_comparisons,69,48.883069772968604,-48.883069772968604,hs,18
T,hs_n18,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t23_serial_nodes_v1_0_f32,session_inclusive_s,1.9868914419703072,1.9787247831654236,2.0083817706434766,49.67012394958294,5,True,0.08638658443349162,final_comparisons,70,49.67012394958294,-49.67012394958294,hs,18
T,hs_n18,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t24_serial_nodes_v1_0_f32,job_to_state_s,1.8448619712828223,1.8014024632399368,1.8998085696577742,45.79540282329895,5,True,0.07686924880345093,final_comparisons,71,45.79540282329895,-45.79540282329895,hs,18
T,hs_n18,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t24_serial_nodes_v1_0_f32,prepared_call_s,1.9049196417451697,1.856406128192676,1.9673430796057296,47.50434726559585,5,True,0.07937165173938207,final_comparisons,72,47.50434726559585,-47.50434726559585,hs,18
T,hs_n18,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t24_serial_nodes_v1_0_f32,session_inclusive_s,1.9330552018464422,1.8825490701984,1.9988678029069136,48.26841990622894,5,True,0.08054396674360176,final_comparisons,73,48.26841990622894,-48.26841990622894,hs,18
T,stress_n16_l2,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t1_serial_nodes_v1_0_f32,job_to_state_s,1.0,1.0,1.0,0.0,5,True,1.0,final_comparisons,74,0.0,0.0,stress,16
T,stress_n16_l2,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t1_serial_nodes_v1_0_f32,prepared_call_s,1.0,1.0,1.0,0.0,5,True,1.0,final_comparisons,75,0.0,0.0,stress,16
T,stress_n16_l2,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t1_serial_nodes_v1_0_f32,session_inclusive_s,1.0,1.0,1.0,0.0,5,True,1.0,final_comparisons,76,0.0,0.0,stress,16
T,stress_n16_l2,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t2_serial_nodes_v1_0_f32,job_to_state_s,1.6346693892468445,1.6300222260893145,1.6375802191316744,38.82555050102585,5,True,0.8173346946234222,final_comparisons,77,38.82555050102585,-38.82555050102585,stress,16
T,stress_n16_l2,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t2_serial_nodes_v1_0_f32,prepared_call_s,1.6535627665182075,1.648972449754853,1.6559692481657733,39.52452121877232,5,True,0.8267813832591038,final_comparisons,78,39.52452121877232,-39.52452121877232,stress,16
T,stress_n16_l2,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t2_serial_nodes_v1_0_f32,session_inclusive_s,1.6593821412296488,1.6548312084373173,1.66193554131538,39.73660586349496,5,True,0.8296910706148244,final_comparisons,79,39.73660586349496,-39.73660586349496,stress,16
T,stress_n16_l2,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t3_serial_nodes_v1_0_f32,job_to_state_s,1.8981857551252925,1.8930324442665376,1.9119045275634519,47.31811692823532,5,True,0.6327285850417642,final_comparisons,80,47.31811692823532,-47.31811692823532,stress,16
T,stress_n16_l2,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t3_serial_nodes_v1_0_f32,prepared_call_s,1.9294276280264582,1.9240890092557192,1.9436157112972678,48.17115783591925,5,True,0.6431425426754861,final_comparisons,81,48.17115783591925,-48.17115783591925,stress,16
T,stress_n16_l2,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t3_serial_nodes_v1_0_f32,session_inclusive_s,1.9392531069056849,1.9341667840356522,1.9538494671373243,48.43375542681883,5,True,0.646417702301895,final_comparisons,82,48.43375542681883,-48.43375542681883,stress,16
T,stress_n16_l2,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t4_serial_nodes_v1_0_f32,job_to_state_s,2.366006089665595,2.3397557097740074,2.3817970643967463,57.73468190264306,5,True,0.5915015224163988,final_comparisons,83,57.73468190264306,-57.73468190264306,stress,16
T,stress_n16_l2,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t4_serial_nodes_v1_0_f32,prepared_call_s,2.4246718079772784,2.396724299116558,2.4411246546650403,58.757304938756846,5,True,0.6061679519943196,final_comparisons,84,58.757304938756846,-58.757304938756846,stress,16
T,stress_n16_l2,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t4_serial_nodes_v1_0_f32,session_inclusive_s,2.4438780627895342,2.415473969603562,2.460686374006256,59.08142819292046,5,True,0.6109695156973836,final_comparisons,85,59.08142819292046,-59.08142819292046,stress,16
T,stress_n16_l2,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t5_serial_nodes_v1_0_f32,job_to_state_s,2.3904318522213117,2.3617705376463745,2.4014954464551037,58.16655475575475,5,True,0.47808637044426233,final_comparisons,86,58.16655475575475,-58.16655475575475,stress,16
T,stress_n16_l2,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t5_serial_nodes_v1_0_f32,prepared_call_s,2.4510493600302614,2.420817983264716,2.4632745933195155,59.201148034503326,5,True,0.49020987200605226,final_comparisons,87,59.201148034503326,-59.201148034503326,stress,16
T,stress_n16_l2,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t5_serial_nodes_v1_0_f32,session_inclusive_s,2.4709150543298706,2.43977439658826,2.4837272801093353,59.52916316375728,5,True,0.4941830108659741,final_comparisons,88,59.52916316375728,-59.52916316375728,stress,16
T,stress_n16_l2,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t6_serial_nodes_v1_0_f32,job_to_state_s,2.648902731862406,2.600198073373122,2.6713353537743374,62.24851943518084,5,True,0.44148378864373433,final_comparisons,89,62.24851943518084,-62.24851943518084,stress,16
T,stress_n16_l2,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t6_serial_nodes_v1_0_f32,prepared_call_s,2.7293311980623844,2.677295157569665,2.7518986049831007,63.36098745693,5,True,0.4548885330103974,final_comparisons,90,63.36098745693,-63.36098745693,stress,16
T,stress_n16_l2,tasklet_scaling,upmem_d1_t1_serial_nodes_v1_0_f32,upmem_d1_t6_serial_nodes_v1_0_f32,session_inclusive_s,2.755966215248969,2.702973188773444,2.7785152803018787,63.71508495035517,5,True,0.4593277025414948,final_comparisons,91,63.71508495035517,-63.71508495035517,stress,16
