cell_id,family,topology_id,method,path_id,n,block,sample_id,session_instance_id,session_inclusive_s,total_wall_s,session_open_s,session_close_s,kernel_s,h2d_s,d2h_s,request_build_sum_s,request_wave_wall_sum_s
bv_test_total17_r1/1dpu_t8,BV,1dpu_t8,F,00d8fc35f75c73304ad25cea6b15ab88eb498146134c350120e5ad6da7360179,5,5,d0b764e4218b6f93d74378015c09517c8713cecd00e35d549fa176097805503e,0caec3b5-cdcd-46b6-9a3f-c67a29b64529,0.5877130719600245,0.4238790449453518,0.15893584000878036,0.004898187005892396,0.17013647099999998,0.025011903999999995,0.060717492,0.028755595674738288,0.3455765348044224
bv_test_total17_r1/1dpu_t8,BV,1dpu_t8,R,00d8fc35f75c73304ad25cea6b15ab88eb498146134c350120e5ad6da7360179,5,1,508d8a197ab5194798e6df15b287cca877fbd3246a2900889d6d0c88468fa170,12f46fa6-bc5c-494f-9b1f-2f707f77640f,0.583483169961255,0.4177020660135895,0.1580373749602586,0.007743728987406939,0.169464361,0.02529825099999999,0.060630964,0.028707330056931823,0.34485498891444877
bv_test_total17_r1/1dpu_t8,BV,1dpu_t8,R,00d8fc35f75c73304ad25cea6b15ab88eb498146134c350120e5ad6da7360179,5,2,eed0544922302a25938d1574747f73a4d22fc526f5187fa2970269d79b58b80e,0345b54a-b2bf-4bbf-b731-b6980b8f094a,0.5813583969138563,0.41539369797101244,0.1598069669562392,0.006157731986604631,0.170358864,0.025460731,0.059081176000000006,0.028459505294449627,0.3429924941738136
bv_test_total17_r1/1dpu_t8,BV,1dpu_t8,R,00d8fc35f75c73304ad25cea6b15ab88eb498146134c350120e5ad6da7360179,5,3,89e3eedff42ac3af869182014c7e48a0948fe8954365c750e788d080cd7bc446,71cab7cb-7038-43c5-8e69-deb3f3de507d,0.5916618480114266,0.41395070898579434,0.17427917598979548,0.003431963035836816,0.169071482,0.02522095,0.058841482,0.028949343657586724,0.3401258385856636
bv_test_total17_r1/1dpu_t8,BV,1dpu_t8,R,00d8fc35f75c73304ad25cea6b15ab88eb498146134c350120e5ad6da7360179,5,4,57fc746a02ee97187ed0cd85e7fcb6c2e39534ee98651a668012ce89e3c35a9f,0a7a001a-578e-4023-9208-dd1317874b7a,0.5916317750234157,0.42091867298586294,0.1659238170250319,0.00478928501252085,0.169499569,0.025970412000000002,0.060982467,0.02921239024726674,0.34697708301246166
bv_test_total17_r1/1dpu_t8,BV,1dpu_t8,R,00d8fc35f75c73304ad25cea6b15ab88eb498146134c350120e5ad6da7360179,5,5,d0b764e4218b6f93d74378015c09517c8713cecd00e35d549fa176097805503e,0caec3b5-cdcd-46b6-9a3f-c67a29b64529,0.5877130719600245,0.4238790449453518,0.15893584000878036,0.004898187005892396,0.17013647099999998,0.025011903999999995,0.060717492,0.028755595674738288,0.3455765348044224
bv_test_total17_r1/1dpu_t8,BV,1dpu_t8,U,00d8fc35f75c73304ad25cea6b15ab88eb498146134c350120e5ad6da7360179,5,1,508d8a197ab5194798e6df15b287cca877fbd3246a2900889d6d0c88468fa170,12f46fa6-bc5c-494f-9b1f-2f707f77640f,0.583483169961255,0.4177020660135895,0.1580373749602586,0.007743728987406939,0.169464361,0.02529825099999999,0.060630964,0.028707330056931823,0.34485498891444877
bv_test_total17_r1/1dpu_t8,BV,1dpu_t8,U,00d8fc35f75c73304ad25cea6b15ab88eb498146134c350120e5ad6da7360179,5,2,eed0544922302a25938d1574747f73a4d22fc526f5187fa2970269d79b58b80e,0345b54a-b2bf-4bbf-b731-b6980b8f094a,0.5813583969138563,0.41539369797101244,0.1598069669562392,0.006157731986604631,0.170358864,0.025460731,0.059081176000000006,0.028459505294449627,0.3429924941738136
bv_test_total17_r1/1dpu_t8,BV,1dpu_t8,U,00d8fc35f75c73304ad25cea6b15ab88eb498146134c350120e5ad6da7360179,5,3,89e3eedff42ac3af869182014c7e48a0948fe8954365c750e788d080cd7bc446,71cab7cb-7038-43c5-8e69-deb3f3de507d,0.5916618480114266,0.41395070898579434,0.17427917598979548,0.003431963035836816,0.169071482,0.02522095,0.058841482,0.028949343657586724,0.3401258385856636
bv_test_total17_r1/1dpu_t8,BV,1dpu_t8,U,00d8fc35f75c73304ad25cea6b15ab88eb498146134c350120e5ad6da7360179,5,4,57fc746a02ee97187ed0cd85e7fcb6c2e39534ee98651a668012ce89e3c35a9f,0a7a001a-578e-4023-9208-dd1317874b7a,0.5916317750234157,0.42091867298586294,0.1659238170250319,0.00478928501252085,0.169499569,0.025970412000000002,0.060982467,0.02921239024726674,0.34697708301246166
bv_test_total17_r1/1dpu_t8,BV,1dpu_t8,U,00d8fc35f75c73304ad25cea6b15ab88eb498146134c350120e5ad6da7360179,5,5,d0b764e4218b6f93d74378015c09517c8713cecd00e35d549fa176097805503e,0caec3b5-cdcd-46b6-9a3f-c67a29b64529,0.5877130719600245,0.4238790449453518,0.15893584000878036,0.004898187005892396,0.17013647099999998,0.025011903999999995,0.060717492,0.028755595674738288,0.3455765348044224
