cell_id,family,topology_id,method,path_id,n,session_inclusive_s_median,session_inclusive_s_mad,total_wall_s_median,total_wall_s_mad,session_open_s_median,session_open_s_mad,session_close_s_median,session_close_s_mad,kernel_s_median,kernel_s_mad,h2d_s_median,h2d_s_mad,d2h_s_median,d2h_s_mad,request_build_sum_s_median,request_build_sum_s_mad,request_wave_wall_sum_s_median,request_wave_wall_sum_s_mad
hs_test_total18_r1/4dpu_t8,HS,4dpu_t8,R,cd6a91f06f985686f503b8a86b9264e742ec035dc43e79b4ad97298f695ab265,5,1.4067220330471173,0.03515142895048484,0.5378765860223211,0.01615182403475046,0.8633660579798743,0.020965964009519666,0.004705597006250173,0.0003506829962134361,0.082610344,4.6641000000000044e-05,0.06729028000000001,0.0004767769999999977,0.112848005,0.0017197890000000132,0.04742639610776678,0.0007691183709539473,0.3902589200879447,0.012426743924152106
hs_test_total18_r1/4dpu_t8,HS,4dpu_t8,U,cd6a91f06f985686f503b8a86b9264e742ec035dc43e79b4ad97298f695ab265,5,1.4067220330471173,0.03515142895048484,0.5378765860223211,0.01615182403475046,0.8633660579798743,0.020965964009519666,0.004705597006250173,0.0003506829962134361,0.082610344,4.6641000000000044e-05,0.06729028000000001,0.0004767769999999977,0.112848005,0.0017197890000000132,0.04742639610776678,0.0007691183709539473,0.3902589200879447,0.012426743924152106
qrng_test_total17_r1/1dpu_t8,QRNG,1dpu_t8,G,051b2b096cad4fa6d299a3ca8780ac89ed229b616b33f001bc9d43cb3f09508d,5,0.5367451219935901,0.0013864030479453504,0.41223336901748553,0.0035351079422980547,0.1126785870292224,0.0005715040024369955,0.004759523028042167,0.0004914989694952965,0.233556383,0.00010127899999998191,0.015917215000000002,0.0003227679999999976,0.050599103,5.9846000000002286e-05,0.017498432367574424,6.666750414296985e-05,0.36935148702468723,0.0017549559706822038
qrng_test_total17_r1/1dpu_t8,QRNG,1dpu_t8,F,0169c3e1ddd06d890f843ad59892ca101715643579afeb88984b6f0dd9a87287,5,0.5328315999940969,0.0033567280042916536,0.41450297797564417,0.0017689509550109506,0.1152137530152686,0.0007195179932750762,0.004939489008393139,6.693496834486723e-05,0.233527455,0.00016861299999998414,0.016095988999999998,0.0001099070000000063,0.050681464999999995,0.0011327529999999933,0.017436549183912575,0.00018956721760332584,0.3693530848249793,0.0008246179786510766
qrng_test_total17_r1/1dpu_t8,QRNG,1dpu_t8,R,051b2b096cad4fa6d299a3ca8780ac89ed229b616b33f001bc9d43cb3f09508d,5,0.5367451219935901,0.0013864030479453504,0.41223336901748553,0.0035351079422980547,0.1126785870292224,0.0005715040024369955,0.004759523028042167,0.0004914989694952965,0.233556383,0.00010127899999998191,0.015917215000000002,0.0003227679999999976,0.050599103,5.9846000000002286e-05,0.017498432367574424,6.666750414296985e-05,0.36935148702468723,0.0017549559706822038
qrng_test_total17_r1/1dpu_t8,QRNG,1dpu_t8,U,051b2b096cad4fa6d299a3ca8780ac89ed229b616b33f001bc9d43cb3f09508d,5,0.5367451219935901,0.0013864030479453504,0.41223336901748553,0.0035351079422980547,0.1126785870292224,0.0005715040024369955,0.004759523028042167,0.0004914989694952965,0.233556383,0.00010127899999998191,0.015917215000000002,0.0003227679999999976,0.050599103,5.9846000000002286e-05,0.017498432367574424,6.666750414296985e-05,0.36935148702468723,0.0017549559706822038
qrng_test_total17_r1/4dpu_t8,QRNG,4dpu_t8,G,051b2b096cad4fa6d299a3ca8780ac89ed229b616b33f001bc9d43cb3f09508d,5,0.3892691310029477,0.0011576780234463513,0.2752904459484853,0.0013100409414619207,0.10900075500831008,0.0034305329900234938,0.004442278994247317,0.0007060669595375657,0.11272610799999999,1.6352000000011135e-05,0.018787593,0.00011235600000000096,0.050420265,0.000733984,0.013789751916192472,0.00014491385081782937,0.2398793970933184,0.002931250201072544
qrng_test_total17_r1/4dpu_t8,QRNG,4dpu_t8,F,03597cad4488850e7b3ec1dbf6690a09e260f2f0a0db55fa6ab23da64e1d94de,5,0.38637608592398465,0.0029139629332348704,0.2742742989794351,0.004535024985671043,0.1088716079830192,0.001402328023687005,0.004689145018346608,0.0001297900453209877,0.11270419000000001,1.4752000000020637e-05,0.018662404,0.00013659900000000114,0.049518644,0.001358033999999994,0.01383990584872663,6.897002458572388e-05,0.23643314599758014,0.004819257068447769
qrng_test_total17_r1/4dpu_t8,QRNG,4dpu_t8,R,051b2b096cad4fa6d299a3ca8780ac89ed229b616b33f001bc9d43cb3f09508d,5,0.3892691310029477,0.0011576780234463513,0.2752904459484853,0.0013100409414619207,0.10900075500831008,0.0034305329900234938,0.004442278994247317,0.0007060669595375657,0.11272610799999999,1.6352000000011135e-05,0.018787593,0.00011235600000000096,0.050420265,0.000733984,0.013789751916192472,0.00014491385081782937,0.2398793970933184,0.002931250201072544
qrng_test_total17_r1/4dpu_t8,QRNG,4dpu_t8,U,051b2b096cad4fa6d299a3ca8780ac89ed229b616b33f001bc9d43cb3f09508d,5,0.3892691310029477,0.0011576780234463513,0.2752904459484853,0.0013100409414619207,0.10900075500831008,0.0034305329900234938,0.004442278994247317,0.0007060669595375657,0.11272610799999999,1.6352000000011135e-05,0.018787593,0.00011235600000000096,0.050420265,0.000733984,0.013789751916192472,0.00014491385081782937,0.2398793970933184,0.002931250201072544
xor_test_total17_r1/1dpu_t8,XOR,1dpu_t8,G,fe5e9913e7333355a7453a6dd446a5f0adf2e6f3aeb6c3eb7e6398ff55ca4dc4,5,1.6611803050618619,0.00961050990736112,1.4621115539921448,0.0048551090294495225,0.19164205697597936,0.0026331639965064824,0.0046594589948654175,0.00012003298616036773,0.92941695,0.002890952000000113,0.10253525399999999,0.0010531980000000052,0.14772052700000002,0.00208327099999997,0.07433276507072151,0.0008070959011092782,1.368742526276037,0.0033185346401296556
xor_test_total17_r1/1dpu_t8,XOR,1dpu_t8,F,0988b7ab4272e9b4d829dad3334536fdad8e3a4d461ca76d0845a77a7f067db8,5,0.6948508889763616,0.003140525019261986,0.5516002349904738,0.0010227750171907246,0.132674444001168,0.0025853730039671063,0.00474173401016742,0.0002488340251147747,0.327543941,0.00026349399999997525,0.022022168999999998,8.429100000000023e-05,0.05656403800000001,5.0948000000008986e-05,0.02520771196577698,7.179984822869301e-05,0.4898090697824955,0.0011218467843718827
xor_test_total17_r1/1dpu_t8,XOR,1dpu_t8,R,1ce22e41a7aaca9e40fad51b5451b7525600c677cd261dbe537b7a9317afe8cd,5,0.6981350850546733,0.009955595072824508,0.5519452519947663,0.004625810019206256,0.1391708449809812,0.0021378780365921557,0.004872682970017195,1.2804055586457253e-05,0.32847710399999996,0.00020549099999994658,0.022109562000000006,0.00013131399999999696,0.056466617999999996,0.0012941410000000125,0.02563488786108792,0.0005021779797971249,0.49082835199078545,0.004003346897661686
xor_test_total17_r1/1dpu_t8,XOR,1dpu_t8,U,1ce22e41a7aaca9e40fad51b5451b7525600c677cd261dbe537b7a9317afe8cd,5,0.6981350850546733,0.009955595072824508,0.5519452519947663,0.004625810019206256,0.1391708449809812,0.0021378780365921557,0.004872682970017195,1.2804055586457253e-05,0.32847710399999996,0.00020549099999994658,0.022109562000000006,0.00013131399999999696,0.056466617999999996,0.0012941410000000125,0.02563488786108792,0.0005021779797971249,0.49082835199078545,0.004003346897661686
xor_test_total17_r1/4dpu_t8,XOR,4dpu_t8,G,fe5e9913e7333355a7453a6dd446a5f0adf2e6f3aeb6c3eb7e6398ff55ca4dc4,5,1.0469300619442947,0.014241485914681107,0.8339604269713163,0.009939092968124896,0.19443018501624465,0.003930716018658131,0.005108792975079268,0.0008556900429539382,0.308660167,0.0005729010000000145,0.121631156,0.003363030000000003,0.14475944,0.0034255990000000014,0.07238987600430846,0.0012226359685882926,0.7513156628701836,0.01343823893694207
xor_test_total17_r1/4dpu_t8,XOR,4dpu_t8,F,1ce22e41a7aaca9e40fad51b5451b7525600c677cd261dbe537b7a9317afe8cd,5,0.5094568509957753,0.005347886006347835,0.36445870803436264,0.003699769964441657,0.1398400430334732,0.002296662947628647,0.004670538008213043,0.0003600000054575503,0.159307217,4.482000000000097e-06,0.025735929999999997,8.635999999999366e-05,0.057452843999999996,5.8402000000006005e-05,0.019506386946886778,0.000330503040459007,0.31324030994437635,0.0014492650516331196
xor_test_total17_r1/4dpu_t8,XOR,4dpu_t8,R,024bd2531871141d35fb8c6b904e5b8ab55db33e5f3b4809ceeb459abd3b57c5,5,0.44010230601998046,0.007946205034386367,0.2996024119784124,0.009378849994391203,0.13724185497267172,0.0011743800132535398,0.0048678049934096634,4.602997796609998e-05,0.085944995,0.00015113399999999722,0.027670765,0.00016235399999999997,0.055244336,0.004517985000000002,0.022552189126145095,0.0007322038873098791,0.24115376721601933,0.004055162251461297
xor_test_total17_r1/4dpu_t8,XOR,4dpu_t8,U,cb52f0db4aeb318739f7c4b6cd277604b14e89d91aa3bca1a049b905887f342f,5,0.4314655000343919,0.004664002975914627,0.28862153901718557,0.0017203810275532305,0.1364718530094251,0.0013715619570575655,0.005303897021804005,0.0006616709870286286,0.086110604,6.215000000001081e-05,0.027330252,0.0003415520000000019,0.055098453,0.001421182,0.020654555002693087,0.0003535800497047603,0.2367671110550873,0.0024497141712345183
