cell_id,case_id,phase,backend,arm_id,role,planned_slots,issued_slots,success_count,unsupported_count,timeout_count,failure_count,complete,quality_qualified
cell-436dddfac75eac5516e7b2bdb7f7f694bff0d7ee1c090e52dc994ca391e492e4,bb84_n18,calibration,upmem,2fa411127cd5d818380604c2b191da4707d8a8f733bc834e8991b59f3dd5e897,calibration,6,6,6,0,0,0,True,False
cell-44422dd983dbaf4f161e3a61760d1ad905530ae29f9b3b33be065846d16efc16,stress_n16_l2,calibration,upmem,828f0ad95ec8d00d9d3dba73c6a3057d822b8f90f1014a9a96d1c83681eb953d,calibration,6,6,6,0,0,0,True,False
cell-4461b21dbc9f860e4b2c27e6f5fc01efbd8ed2a45202375e6bf4ce471faa671b,bb84_n18,calibration,upmem,b40d2a979f64a3b3ab05f38150d4b2839689d7d7260c4c652b0ef0a7dad60c6a,calibration,6,6,6,0,0,0,True,False
cell-4462c4fa72751a611cc360651ce63900d5cd03c062c58c0a3816d7ae3c658526,bb84_n18,calibration,upmem,b25102eb1206025c37693d4568170e6fe4c3ea6ce479debe1c96bd1799124c16,calibration,6,6,6,0,0,0,True,False
cell-4485a23047fc85f20187332f59f01c26f0048698090709eb18bb30807f87bdea,bv_n18,calibration,upmem,ed55ae94291f75623a56779f9a3ea0161394ca36f2fc4b2d975880ef9d9115ad,calibration,6,6,6,0,0,0,True,False
cell-44b591523cc1e116919f7d39c13c4891a39401832dce3d5e7b2cfffede891319,bb84_n18,calibration,upmem,db693aa2ee993965334a0d8bcf3cf527acd8986bf65459f4cdeabab303dd52cd,calibration,6,6,6,0,0,0,True,False
cell-453d66fde9fbbc9592c9a724cce5cdce07b27a4e56ca051587fa10a86c9c08df,edc_n17,calibration,upmem,500337d491059f285a742b22fc3410f6a578fd63dc4d0f52030103cab63ec015,calibration,6,6,6,0,0,0,True,False
cell-45486ca01ba926c3df62b8165dc7bbd6e5298580d3f710b9f675f989b4ba4ee0,qrng_n18,calibration,upmem,9ad7d5be40d378786e819ea767295ef2ca7b0340441bb7ac21ad6d0d43d6ae2b,calibration,6,6,6,0,0,0,True,False
cell-46206faa4fb7b34d3920fcce63a9d4d960a8a3f9182f527ad74f7e6259b9f0ec,bb84_n18,calibration,upmem,9a6d965782f0731bef50d9ee08d96e87c4a18f101ffdd4cc95238780f6c8e2ca,calibration,6,6,6,0,0,0,True,False
cell-466bea24fbf162983177cfae827aedcfe47a67773106576ddef1b871be6ebf28,qrng_n18,calibration,upmem,ecf95fdab372ba8ec6b1b3d7a72fa3b3f1c10533823a80917559477cc61f32d4,calibration,8,8,8,0,0,0,True,False
cell-46e0b391c446513649bd1504d61611e35789fe36a180a8c553acb5f936d17f86,qrng_n18,calibration,upmem,77bb0e5533e4128656aac8f402022ace8ed38c374b3efac36f8111d0000cd588,calibration,6,6,6,0,0,0,True,False
cell-47f864c98fd048d1e8956940db4ef5e388733ac1baca805b96f1eb9ea2524bd0,xor_n18,calibration,upmem,f7769c726e555c58cafed9149b45854c14fc7d718766c43b50047c8c5a71e6f3,calibration,6,6,6,0,0,0,True,False
cell-485dbea61732ce946e539d52183d18a85c9ddff07fffaf122247b3711d894860,bb84_n18,calibration,upmem,828f0ad95ec8d00d9d3dba73c6a3057d822b8f90f1014a9a96d1c83681eb953d,calibration,6,6,6,0,0,0,True,False
cell-48c0a82e19ec551dccb9ccd107297321d440615b4f269b9d344e86923d95e575,stress_n16_l2,calibration,upmem,ec610867a4d972311e7e8488e53d4dbebf8ba704570caee5761a91ae9bcd3e46,calibration,6,6,6,0,0,0,True,False
cell-48da389e9173532c2076b1f2046130fc25bdcd714c4b3cf0def21c705549a84e,xor_n18,calibration,upmem,8f264bbaceb3844a8c64d6553fc1e34155c39e3e1d2d50e7623a5167b050e5bf,calibration,6,6,6,0,0,0,True,False
cell-48f5442baf8d877be2711f49ce4dc012fdee95012ccc280de420613ddc1a3399,stress_n16_l2,calibration,upmem,8f264bbaceb3844a8c64d6553fc1e34155c39e3e1d2d50e7623a5167b050e5bf,calibration,6,6,6,0,0,0,True,False
cell-49f1100891847b4189062a715bc25fa7777ac0c6c1bb350e6410cbacbfc75f93,stress_n16_l2,calibration,upmem,db693aa2ee993965334a0d8bcf3cf527acd8986bf65459f4cdeabab303dd52cd,calibration,6,6,6,0,0,0,True,False
cell-4a674d2fddf2a980db2eed43be47ecbc4a0db3059b6caf4e101c55356822e4fc,bb84_n18,calibration,upmem,331b392a1c3d586bc3d3a4517fd58a67161c6af5a439dd8bcd117b95b5116c45,calibration,6,6,6,0,0,0,True,False
cell-4a740177b0fb0309abecf9c9df81ab3e311fb73ea6359b413b9b1804a648a451,xor_n18,calibration,upmem,4de752cd20a626fb5d38c84cd24596f0ac892f43c0338e45c812e3495a28786d,calibration,6,6,6,0,0,0,True,False
cell-4a7a78320dd20510acc73c92c2519e8aa1bf1e943ab62818b023a1d3da1d129c,bb84_n18,calibration,upmem,bf6e5ef3b7f507ca3e7438d1f1e71d3a6e0136a1b4c1d6159d611d5c3d255313,calibration,6,6,6,0,0,0,True,False
cell-4beec54b29b444e97cdc9a1377dd126a57897e347eb49a4cb491be3375ba2ddc,xor_n18,calibration,upmem,500337d491059f285a742b22fc3410f6a578fd63dc4d0f52030103cab63ec015,calibration,6,6,6,0,0,0,True,False
cell-4d763bd3c222c55a34c4860bbe956a1dfe229c38fa4ba2afbca8a5136abd7d30,bb84_n18,calibration,upmem,6e3d096bf26fc5d85f31f1670950563229bc62e50027c58f94c155d639b8b8c1,calibration,6,6,6,0,0,0,True,False
cell-4e7585791c34ae97c47e964f8a15e04a784f733197d330989084ac16b18f8948,stress_n16_l2,calibration,upmem,3872eb5801c4ed1caf76d52c86eaeb5d01128bb9b7f41dc2a4a1b6e7b6582d5a,calibration,6,6,6,0,0,0,True,False
cell-4ec858e90d26b934caa128dfba75b25639ca40b79d73f85c81477b7c24c1ce12,bb84_n18,calibration,upmem,ecf95fdab372ba8ec6b1b3d7a72fa3b3f1c10533823a80917559477cc61f32d4,calibration,8,8,8,0,0,0,True,False
cell-4efe1b23780fbc2cd65265391c0d2a01ebc8421854d216b31d83d810a0a01e80,xor_n18,calibration,upmem,e94f6abc36679c33ec1ed34f6197413e8397711c8c952dc520ebac2214f9ff3a,calibration,6,6,6,0,0,0,True,False
cell-4fbad9d4fce4140349346ca03dab524e9d638d6ae8d9498047beb046090115dc,xor_n18,calibration,upmem,17efa4701a2575a143430a077acd661f07698cd149f7bb987262cfeee98b8253,calibration,6,6,6,0,0,0,True,False
cell-4fc96ce3cc3bf7832a726d19fb341aa5a616bffdbf0c8c4720d2a98e30b82dda,qrng_n18,calibration,upmem,be81183e6d130ece72190f9176126a70d37731ee25893f68d1c49a2e8e15b57a,calibration,6,6,6,0,0,0,True,False
cell-4fd7bfa1c356ab3e86439ed994142ee1e8b1a52d2bf72c87dcd8276241b80d42,hs_n18,calibration,upmem,b5e001c1aa3d6bc5dc7410a11fca084be9046c909abf35e1e24a5f88b7cdd404,calibration,6,6,6,0,0,0,True,False
cell-506ba7dd634c1c8fd98e399b6c97e908932f9d43206b01bd7806a5c631d20f22,qrng_n18,calibration,upmem,62a47992f9fc9f3bd2e91d1bd0a864752984aec3313515cc8e4a9d9ad0bd081b,calibration,6,6,6,0,0,0,True,False
cell-51348aecf24e3d60a41c23fcf38ebf9168b1d70ec24c2c1c2c52e8d63009a1cd,edc_n17,calibration,upmem,46b9da7ab5f820bd2c2c60ccce1213119fc7130826ccef930cd7992522430b23,calibration,8,8,8,0,0,0,True,False
cell-517d732a7ef24dfdd0dace299d8be74b7f1a671cddc63f606b5aed12fa16b78c,bv_n18,calibration,upmem,9325ee6b03e0b53c415f282743785873b0ac01f1e38f8668bdf832fa84e3b409,calibration,8,8,8,0,0,0,True,False
cell-51adb34cdf080621c8a77eece8bf9b6e5c5acaec86c1864576d0eb674057e82f,ghz_n18,calibration,upmem,29481df23b1b357717368d6284c913f33919ba722596e0c03fdf057ced715fa8,calibration,6,6,6,0,0,0,True,False
cell-5303f9083c28ef3b7b905b0d7d2013e853180c3c7fd1bb87a198c65ae388217a,bb84_n18,calibration,upmem,5a62bf542200bf710caf573838f36d0fd198d6636aa7b6c50f42d3572bc51473,calibration,6,6,6,0,0,0,True,False
cell-5327094d7b5882a10c8e128ba98e0ffb567c76be485598d332f3dd9e902ef527,stress_n18_l2,calibration,upmem,b25102eb1206025c37693d4568170e6fe4c3ea6ce479debe1c96bd1799124c16,calibration,6,6,6,0,0,0,True,False
cell-537bbe0d115e3b7c5cba6e7789a2b127e7cebf714b4cc258d52875076510b80c,bb84_n18,calibration,upmem,0614d89b69a0cbbb1eeec6e51841ad485b9173655a84e785f5238aaf580fe6b6,calibration,6,6,6,0,0,0,True,False
cell-5527f48b6210b6c22c9d62fe38aaa34ab204bb6a04911664fa11d566db165b65,bb84_n18,calibration,upmem,8f264bbaceb3844a8c64d6553fc1e34155c39e3e1d2d50e7623a5167b050e5bf,calibration,6,6,6,0,0,0,True,False
cell-556abfde748f9e524dea400db51afa8719344c212ebbaca7ad4af97766c3bf23,qrng_n18,calibration,upmem,92febbd4632ceab2bec407fe745fbb2ebdbfc1ffa366f1d7e181646233878a2d,calibration,6,6,6,0,0,0,True,False
cell-558fbfafd0736d8eb7f9b44c1780d982f3b74a2dfbdfd7f026d074c2eaace5b7,edc_n17,calibration,upmem,e94f6abc36679c33ec1ed34f6197413e8397711c8c952dc520ebac2214f9ff3a,calibration,6,6,6,0,0,0,True,False
cell-560dbf9ec78f4c4476f11c0ff16f999ab6255803caa7becee697ab3feb17c346,bb84_n18,calibration,upmem,8b892f357816dd1534b7d64a9b941d6f3ca582200ce7b19a338c16c57be83d61,calibration,6,6,6,0,0,0,True,False
cell-56408f860207a25177995d3df59628d01b171ae4dbb547750cbbcf26f0375c25,qrng_n18,calibration,upmem,31267b1192f6bcfe73c728283c5361e8c403cf0d03d4bc0d1a81e912c3542b70,calibration,6,6,6,0,0,0,True,False
cell-5690d57216e38a5252527fdb3b9168ad0cf36741e84a4b7f468e5b7e17e8c3a1,qrng_n18,calibration,upmem,5a76deaf2578d66a1ed475a0625c79ecc46b434a603602a26254e6c5fdee642e,calibration,6,6,6,0,0,0,True,False
cell-573a03bb74f298380d84e5c8199260b1a4067bb396bac8603656a1df62cc5d6a,bb84_n18,calibration,upmem,62a47992f9fc9f3bd2e91d1bd0a864752984aec3313515cc8e4a9d9ad0bd081b,calibration,6,6,6,0,0,0,True,False
cell-574905e25a7ca0f14a8163a03985d7cf394c2ce9590b7d7b647ed971076bc0dc,qrng_n18,calibration,upmem,13dfb0a64a7fe1ecb0cd2af6647a7c147ba7218cfc037024ab082b5f42ffbfbe,calibration,8,8,8,0,0,0,True,False
cell-5751f0ce1e299a9971fafd7edf5b88bc8dcba69aa8e84d35586ccd593d992e0a,edc_n17,calibration,upmem,8d3e6a2dcb9e27817d946a007935c4c6ab5423325451eb368683fa777b1a339a,calibration,6,6,6,0,0,0,True,False
cell-57b91334c09cf298ac73ed7ece2d55923e9667f477da5bc8ec045b7d5e9ce989,xor_n18,calibration,upmem,9325ee6b03e0b53c415f282743785873b0ac01f1e38f8668bdf832fa84e3b409,calibration,8,8,8,0,0,0,True,False
cell-5935e4a952bbb58f3d7df836141f2fd8afbc862813a18f155d20b812bffcbceb,xor_n18,calibration,upmem,61fb5254f03558c44f72d70c7e3bd0b449e30cc4b75fdeec49262f5580b6c5fe,calibration,6,6,6,0,0,0,True,False
cell-596a20b230eac7c1836b18a11ab446a949da9a043c3d536d4c1f5929c82fa878,hs_n18,calibration,upmem,8f264bbaceb3844a8c64d6553fc1e34155c39e3e1d2d50e7623a5167b050e5bf,calibration,6,6,6,0,0,0,True,False
cell-599ad393dcec58699b19b19e25a7b1d216065da88e9e356126c39b00a5923a2c,ghz_n18,calibration,upmem,14aec505d4de73636d673ab51471bc242f33036ec2efc3e15a4d99764794c575,calibration,6,6,6,0,0,0,True,False
cell-59eb5e9936993775a5d0932f73104e6ef6671f3418a37a2e307d345eccdea3ac,bb84_n18,calibration,upmem,c8d83617187702ca6bdf030b2c3ee00db58f0d28a8d536059f9c54097e067190,calibration,6,6,6,0,0,0,True,False
cell-5a0d55996c90e4b5adc824c1861e7bbfe0133ee4ec1944e6c65a3c023b99d88b,bb84_n18,calibration,upmem,e4e0e687ccdb15f5a8d7f61f78364c246f0606bf598100d2f64a830b0b263b53,calibration,8,8,8,0,0,0,True,False
cell-5a6c17786ad42cd2c61f851aa001e38956b083c936f8c4cac31856fde5f3c5cb,xor_n18,calibration,upmem,9ad7d5be40d378786e819ea767295ef2ca7b0340441bb7ac21ad6d0d43d6ae2b,calibration,6,6,6,0,0,0,True,False
cell-5c3f99915a64b08a48f7b8439fb774119def11ff1daed501bacac26bd8462280,hs_n18,calibration,upmem,e94f6abc36679c33ec1ed34f6197413e8397711c8c952dc520ebac2214f9ff3a,calibration,6,6,6,0,0,0,True,False
cell-5c6294b3e2152b147abc7829473311c3400a2df9bfddadeab34786098853f2d4,stress_n16_l2,calibration,upmem,20c8045b6a202d1fd25525e162bc7e46452b3b39764438e593af95652f3df5a7,calibration,6,6,6,0,0,0,True,False
cell-5d78dce6dc84dc97491aadb67fbec76c54db114bde1d375e073564e93a3b3a89,bv_n18,calibration,upmem,8d3e6a2dcb9e27817d946a007935c4c6ab5423325451eb368683fa777b1a339a,calibration,6,6,6,0,0,0,True,False
cell-5e22d583e02f4033c7e53e01d2dd7517d4dd22432ee588f330c25826028b83b8,edc_n17,calibration,upmem,304a8dfac62b65c63a65cc648c99e36178312daebe5c835400ae9691934d9eb5,calibration,6,6,6,0,0,0,True,False
cell-5e36407afd180f2af94b961520c5841e27d12782a9dc95640663496e1338f85d,stress_n16_l2,calibration,upmem,92febbd4632ceab2bec407fe745fbb2ebdbfc1ffa366f1d7e181646233878a2d,calibration,6,6,6,0,0,0,True,False
cell-603b3c1aaeb264daad24ed742fa23780899f11097bf5bc1f2cadcb6f8d485419,stress_n18_l2,calibration,upmem,f857597b48a921070e9eea4a11aa7a14f11f2a3c63985d5c1e578a22aa0ce52b,calibration,6,6,6,0,0,0,True,False
cell-612780dbe66573e44b023844c3c4d81faf85f5a53cbc5b9869ff63fec98d88ee,bv_n18,calibration,upmem,3872eb5801c4ed1caf76d52c86eaeb5d01128bb9b7f41dc2a4a1b6e7b6582d5a,calibration,6,6,6,0,0,0,True,False
cell-6180cfff5f5e2cc3beb925910c09fdf94270103347d6323cfee59eaf511392a6,qrng_n18,calibration,upmem,dbca946b82bc3f1285d8db3fafce59aec3b04e03185305d4cf823b0dcf401702,calibration,6,6,6,0,0,0,True,False
cell-61e27e4784b0028b4d7911231caf06972873c473197261743479061c10eef60d,edc_n17,calibration,upmem,bf6e5ef3b7f507ca3e7438d1f1e71d3a6e0136a1b4c1d6159d611d5c3d255313,calibration,6,6,6,0,0,0,True,False
cell-627c2470c16b7c87b091e36c1c827ec3999dedeb89daf885b9b0bd44ddc2de3c,hs_n18,calibration,upmem,20c8045b6a202d1fd25525e162bc7e46452b3b39764438e593af95652f3df5a7,calibration,6,6,6,0,0,0,True,False
cell-62a9c7655ee325085d2d1e02a9b20a8693553526b571c7247fa97af5c2c2690a,hs_n18,calibration,upmem,62a47992f9fc9f3bd2e91d1bd0a864752984aec3313515cc8e4a9d9ad0bd081b,calibration,6,6,6,0,0,0,True,False
cell-65154e2e1016b92d2da27aabf61a6fdeca87300340749bacd2e643251fe3577a,ghz_n18,calibration,upmem,f0578c4cb34d075bc450005b78009a895e11fe787101d8d370a5f3531ced7052,calibration,6,6,6,0,0,0,True,False
cell-6588f5e5635bb8d69c6eaec83a8876038cb82b468f0616de84e5e835a2e251a8,edc_n17,calibration,upmem,41a81d7925a3c66646b16df3f8f555878fed40a48542a39146597d62c3e210f9,calibration,6,6,6,0,0,0,True,False
cell-6613a8a1d3d0699b41f4bf88712908b24abdf9c0735646af512cad2c54669d13,edc_n17,calibration,upmem,7f1d4a33ef36c6275faf29ecea97c8f4794e54748f6e4607e72c16cf07990c4f,calibration,6,6,6,0,0,0,True,False
cell-677c469af47cb615cf1d571954340be9a23375169f0b1cd46bf1e31ea198654d,xor_n18,calibration,upmem,304a8dfac62b65c63a65cc648c99e36178312daebe5c835400ae9691934d9eb5,calibration,6,6,6,0,0,0,True,False
cell-67bc542f4af1bf62bbb366a159bc7adea10f351cb3daa85ed326e560d9d6cd6a,bv_n18,calibration,upmem,500337d491059f285a742b22fc3410f6a578fd63dc4d0f52030103cab63ec015,calibration,6,6,6,0,0,0,True,False
cell-69f15fddff0a0eee653a5c19a6ae14e09b4b921278cf99449f873efd1f4d7373,stress_n16_l2,calibration,upmem,f20455ed11d6465c717cfc21d50ddadb3d6f28b1a1e37f8d7e7b131a3d508fd2,calibration,6,6,6,0,0,0,True,False
cell-6a16e35935c1e8b01a231deab5bea34485526224f5815230a5ccc6d42e1d46d0,xor_n18,calibration,upmem,2b8e4a9cc20bd089c1aa3301ef04b0d6323d92429ecfb0225019eb4ebb909369,calibration,6,6,6,0,0,0,True,False
cell-6a9c328154bc9e3c984c1946792d02b6e007a6be06059c86510817482a22c06f,xor_n18,calibration,upmem,e4e0e687ccdb15f5a8d7f61f78364c246f0606bf598100d2f64a830b0b263b53,calibration,8,8,8,0,0,0,True,False
cell-6b065fbf5b2b3b1b5665d3894aac247f70cc302ffc1abbdf287f12522cd19bb9,edc_n17,calibration,upmem,92febbd4632ceab2bec407fe745fbb2ebdbfc1ffa366f1d7e181646233878a2d,calibration,6,6,6,0,0,0,True,False
cell-6b0ad9a82bdf6c8a6b12164fbea6b8b1047f3e799ed25f352243da021f9a45bb,ghz_n18,calibration,upmem,b40d2a979f64a3b3ab05f38150d4b2839689d7d7260c4c652b0ef0a7dad60c6a,calibration,6,6,6,0,0,0,True,False
cell-6b1a31d7984b1fae32e9d377ec2ad1a58c9ec2e32c82cdb9abb508ca4c6efa37,hs_n18,calibration,upmem,17efa4701a2575a143430a077acd661f07698cd149f7bb987262cfeee98b8253,calibration,6,6,6,0,0,0,True,False
cell-6b9fcf2aedfc87ad0678c7c70af12b49904118b385829b1eda2da8577fd4983f,ghz_n18,calibration,upmem,17efa4701a2575a143430a077acd661f07698cd149f7bb987262cfeee98b8253,calibration,6,6,6,0,0,0,True,False
cell-6c36126037028e7dd09737cda5cb44974b937144c0e34e08d59b27e053a42e70,bv_n18,calibration,upmem,f20455ed11d6465c717cfc21d50ddadb3d6f28b1a1e37f8d7e7b131a3d508fd2,calibration,6,6,6,0,0,0,True,False
cell-6c6e51e89af5c2994c66db9a3a97462447fdd322e8a3ecebab9cd28415e42b4b,qrng_n18,calibration,upmem,ed55ae94291f75623a56779f9a3ea0161394ca36f2fc4b2d975880ef9d9115ad,calibration,6,6,6,0,0,0,True,False
cell-6cf996268c566df660fb0566c033d0564e0008fea07bf9d77f7ea130de99649c,xor_n18,calibration,upmem,0614d89b69a0cbbb1eeec6e51841ad485b9173655a84e785f5238aaf580fe6b6,calibration,6,6,6,0,0,0,True,False
cell-6d76caa9ea4f3bd37416736ea2a9028fbff55092e23fe5504cb612fcbbf39d02,xor_n18,calibration,upmem,be81183e6d130ece72190f9176126a70d37731ee25893f68d1c49a2e8e15b57a,calibration,6,6,6,0,0,0,True,False
cell-7060fe51fb130b16fa0f359cc73cdacec7ac5f36ab289c64ffb2c69159a9bd8d,stress_n16_l2,calibration,upmem,9325ee6b03e0b53c415f282743785873b0ac01f1e38f8668bdf832fa84e3b409,calibration,8,8,8,0,0,0,True,False
cell-711bb0cef56734486d89270123d5047cfef1bd9b13defc5fe4d099c6f464d895,stress_n16_l2,calibration,upmem,31267b1192f6bcfe73c728283c5361e8c403cf0d03d4bc0d1a81e912c3542b70,calibration,6,6,6,0,0,0,True,False
cell-71781e0b6c066445fc2a7afacf81277be52d02a4cf02f3757a6b10f1aa972235,qrng_n18,calibration,upmem,41a81d7925a3c66646b16df3f8f555878fed40a48542a39146597d62c3e210f9,calibration,6,6,6,0,0,0,True,False
cell-72921fb54f8859a27d6ab1c50bb318525b1c5cced9b206ef512b014aa5bc2f51,bv_n18,calibration,upmem,92febbd4632ceab2bec407fe745fbb2ebdbfc1ffa366f1d7e181646233878a2d,calibration,6,6,6,0,0,0,True,False
cell-73f31fce30700c1888dafc217ecc873d59a066bc4b8edd2d0e3b1a2a728aca69,bv_n18,calibration,upmem,5a76deaf2578d66a1ed475a0625c79ecc46b434a603602a26254e6c5fdee642e,calibration,6,6,6,0,0,0,True,False
cell-744763ee1435a7c5c11fda66358c3e551ab924ade778a193ac7c66affc13bbf0,bb84_n18,calibration,upmem,f20455ed11d6465c717cfc21d50ddadb3d6f28b1a1e37f8d7e7b131a3d508fd2,calibration,6,6,6,0,0,0,True,False
cell-757100a9fc002cdaef830dd9ec210d6618b75274167aa91cab00e8f3b925566d,ghz_n18,calibration,upmem,b25102eb1206025c37693d4568170e6fe4c3ea6ce479debe1c96bd1799124c16,calibration,6,6,6,0,0,0,True,False
cell-75ba4b37eb09856b39b7069e85536803575e26cab6f940a02ee9fb423659e8ac,edc_n17,calibration,upmem,f857597b48a921070e9eea4a11aa7a14f11f2a3c63985d5c1e578a22aa0ce52b,calibration,6,6,6,0,0,0,True,False
cell-75fdee8355aa8a8de282b8e4d06bf8c742e7ec158f18ddd5fa2f48d31b084676,edc_n17,calibration,upmem,b25102eb1206025c37693d4568170e6fe4c3ea6ce479debe1c96bd1799124c16,calibration,6,6,6,0,0,0,True,False
cell-766d68b696d6272f358c8592843b663b2878a861fb20a7c35d6b05e4caa911d9,qrng_n18,calibration,upmem,828f0ad95ec8d00d9d3dba73c6a3057d822b8f90f1014a9a96d1c83681eb953d,calibration,6,6,6,0,0,0,True,False
cell-76781096237628321ecf6a1eb06c75ea9421d8a1a28bf02ffa1433f95d96a76e,edc_n17,calibration,upmem,2fa411127cd5d818380604c2b191da4707d8a8f733bc834e8991b59f3dd5e897,calibration,6,6,6,0,0,0,True,False
cell-77a815727ddfb257582e794a5683f8e454452515337352271e05799f45bb0cdc,xor_n18,calibration,upmem,77bb0e5533e4128656aac8f402022ace8ed38c374b3efac36f8111d0000cd588,calibration,6,6,6,0,0,0,True,False
cell-79fab29436b8d54d51fd0c499f67159fa06637101fb6e9b3f76847b42f9cdcbb,stress_n16_l2,calibration,upmem,61fb5254f03558c44f72d70c7e3bd0b449e30cc4b75fdeec49262f5580b6c5fe,calibration,6,6,6,0,0,0,True,False
cell-7a0c178b9e5bac3810c1aa5540ef6f3e47eb5351ef6a2525ec5a7e26e7722c64,stress_n16_l2,calibration,upmem,2fa411127cd5d818380604c2b191da4707d8a8f733bc834e8991b59f3dd5e897,calibration,6,6,6,0,0,0,True,False
cell-7a2c8c24c84991bfa459b9c2d691105eea8e9f911bd0da07f359e2abc566f267,stress_n18_l2,calibration,upmem,5a62bf542200bf710caf573838f36d0fd198d6636aa7b6c50f42d3572bc51473,calibration,6,6,6,0,0,0,True,False
cell-7a3fdf41530e9175fb1a2f2bec3510675b27863b9ec01cbe8dcd90056bcb0228,xor_n18,calibration,upmem,29481df23b1b357717368d6284c913f33919ba722596e0c03fdf057ced715fa8,calibration,6,6,6,0,0,0,True,False
cell-7ac5a8840b81fc3a095623966795a618ca4d67ec6cd537fc206c80dd12069002,hs_n18,calibration,upmem,331b392a1c3d586bc3d3a4517fd58a67161c6af5a439dd8bcd117b95b5116c45,calibration,6,6,6,0,0,0,True,False
cell-7b56a0c037bcdb07d7dfa346f9b5d4e9335993de804bafd1677d99bf810518f9,bb84_n18,calibration,upmem,f7769c726e555c58cafed9149b45854c14fc7d718766c43b50047c8c5a71e6f3,calibration,6,6,6,0,0,0,True,False
cell-7d19a67e44cc3fbd3f47addf503519d9673badc1f8822142f5d8896adb02628e,hs_n18,calibration,upmem,ec610867a4d972311e7e8488e53d4dbebf8ba704570caee5761a91ae9bcd3e46,calibration,6,6,6,0,0,0,True,False
cell-7d5b840e2538cf652f904274897b4a0ce866cfe39c49f63ae1f4ec0954a6c7ff,xor_n18,calibration,upmem,92febbd4632ceab2bec407fe745fbb2ebdbfc1ffa366f1d7e181646233878a2d,calibration,6,6,6,0,0,0,True,False
cell-7dadd69e1a1ba35ed997f2210b2ac5ee478fd80d8fc42651a9fc0a25adcfde3f,stress_n18_l2,calibration,upmem,ed55ae94291f75623a56779f9a3ea0161394ca36f2fc4b2d975880ef9d9115ad,calibration,6,6,6,0,0,0,True,False
cell-7fae30c68c086c3ab3bb57a81794559ef57cd561793ff47911df87ac6b7142a6,xor_n18,calibration,upmem,ed55ae94291f75623a56779f9a3ea0161394ca36f2fc4b2d975880ef9d9115ad,calibration,6,6,6,0,0,0,True,False
cell-7fb47bedd2337966dde77650cd8deea2123ab323a2b7af42874c8cd8fa38ddf2,bb84_n18,calibration,upmem,27b62e57038c9a28dce9f5844c37556b2808dc892f3a5401afe82eba05fa54ed,calibration,6,6,6,0,0,0,True,False
cell-80503432509a46026c261479ceccb14d6e7b19607484fcc1cd4ef0a1c49f2f1b,qrng_n18,calibration,upmem,3872eb5801c4ed1caf76d52c86eaeb5d01128bb9b7f41dc2a4a1b6e7b6582d5a,calibration,6,6,6,0,0,0,True,False
cell-80955750d006c9840ed951e586f670c7b592cd9a479be7d35e205a6f0d093a76,qrng_n18,calibration,upmem,46b9da7ab5f820bd2c2c60ccce1213119fc7130826ccef930cd7992522430b23,calibration,8,8,8,0,0,0,True,False
cell-80f18c66ae54e5b98dd1439d7aae6d5f0b65b9100f911f69d318749253855069,bb84_n18,calibration,upmem,2b8e4a9cc20bd089c1aa3301ef04b0d6323d92429ecfb0225019eb4ebb909369,calibration,6,6,6,0,0,0,True,False
cell-80ff103fe974788386d5ac93701495ae466d82afac13069f32f0942da82e683e,edc_n17,calibration,upmem,9325ee6b03e0b53c415f282743785873b0ac01f1e38f8668bdf832fa84e3b409,calibration,8,8,8,0,0,0,True,False
cell-810266a2b99f8f7a9536e84d7b7b8ec53aeb914e06177bfd28718f78f6492224,bv_n18,calibration,upmem,17efa4701a2575a143430a077acd661f07698cd149f7bb987262cfeee98b8253,calibration,6,6,6,0,0,0,True,False
cell-81d944ad32fa493c692697452a4622141ce4bc0ada0ded9f04f1fa0479f5909a,bb84_n18,calibration,upmem,86f9df65db57e6eb4df0dcaf1dc9f1245f0cb441d05199cbf652ea45b9f2cd43,calibration,6,6,6,0,0,0,True,False
cell-81e3e536bbbb3ab49a1f200dba64f59701a59f9246128a9fba4fe63dc4c0a65a,hs_n18,calibration,upmem,ed55ae94291f75623a56779f9a3ea0161394ca36f2fc4b2d975880ef9d9115ad,calibration,6,6,6,0,0,0,True,False
cell-8319ff84a715b539a4b6080d00139da4330df8e26aae09514f3537559584eac8,bv_n18,calibration,upmem,fce085219b1c27d878bfc98d0548813c7213b26a19b57f8282eee434946e3e23,calibration,6,6,6,0,0,0,True,False
cell-83751819c45cc5c2ae79b50bff8ca19afde9eb65eb85f14f3fadd22e2f55ab96,xor_n18,calibration,upmem,9a6d965782f0731bef50d9ee08d96e87c4a18f101ffdd4cc95238780f6c8e2ca,calibration,6,6,6,0,0,0,True,False
cell-855e1d343118f007936603c517816d3dbf9c47c8f9486ed9e3cf082c522334c1,ghz_n18,calibration,upmem,ed55ae94291f75623a56779f9a3ea0161394ca36f2fc4b2d975880ef9d9115ad,calibration,6,6,6,0,0,0,True,False
cell-8604a39ea79fba46dcf1edf711888073df4ed40b3f381b6b29f134af1d2871dd,bb84_n18,calibration,upmem,ed55ae94291f75623a56779f9a3ea0161394ca36f2fc4b2d975880ef9d9115ad,calibration,6,6,6,0,0,0,True,False
