view,case_id,point,cell_id,median_prepared_call_s,raw_mad,count
Q,bb84_n18,D1/T8/split_complex_float32_v1,cell-bdfd7c724dbe80ec4eeff940d8065ffa90998db84da65a1e808bface9d7fc382,0.705980699043721,0.001857616938650608,5
Q,bb84_n18,D2/T8/split_complex_float32_v1,cell-59eb5e9936993775a5d0932f73104e6ef6671f3418a37a2e307d345eccdea3ac,0.5446170209906995,0.009953366010449827,5
Q,bb84_n18,D4/T8/split_complex_float32_v1,cell-a31ebb6b0207a41d5afb98416e3dd2343d493a97430cf0858204fbe1793c5596,0.43774983298499137,0.0022513159783557057,5
Q,bb84_n18,D8/T8/split_complex_float32_v1,cell-119537c0c1d2f47cd180a6aace4f45e741f69ae190e1b91840444837d4ff4882,0.44207079196348786,0.0008775639580562711,5
Q,bb84_n18,D16/T8/split_complex_float32_v1,cell-96e2d43a66b2751d33b0f580a36265e8a4c245ef116686461d5f90078bd8c4d6,0.46857628802536055,0.003660320013295859,5
Q,bb84_n18,D32/T8/split_complex_float32_v1,cell-92f7bcbd0e0c2d03cf57dd62e29c2179e781fc148071c5685dff7ae0203965b0,0.5452880969969556,0.006332081975415349,5
Q,bb84_n18,D64/T8/split_complex_float32_v1,cell-2ba4aca7c0a99130160da155db333eb22b92bdb107b36e45b6cfa4dcae105b63,0.643931383965537,0.0123991520376876,5
Q,bb84_n18,D1/T24/split_complex_float32_v1,cell-9352091e95134448ae9c45f33b248cfbb5d12770dcad6516847a68e419c5aa57,0.6188422770355828,0.008631297969259322,5
Q,bb84_n18,D2/T24/split_complex_float32_v1,cell-b51765e033afc591eefd5d0fa0685e8a9c5a58c9941a1754bac203a171ed63c6,0.4937009770073928,0.002702259982470423,5
Q,bb84_n18,D4/T24/split_complex_float32_v1,cell-c6b638591bd34c0d44e720e47bcc94c8e172dcfd3df153f0796529185c7e5e8f,0.4212801660178229,0.004050056973937899,5
Q,bb84_n18,D8/T24/split_complex_float32_v1,cell-2eb35c4c6bfa7e6aeec2e5359af7eedd818c72e7a5ef1ae2074ebc76f265ae42,0.4351339300046675,0.008165100996848196,5
Q,bb84_n18,D16/T24/split_complex_float32_v1,cell-23e31d9ff523bb2574b3574466dde4969f4ec92777c4d6c32e1bfca4aefb8f4f,0.45336486800806597,0.004282790003344417,5
Q,bb84_n18,D32/T24/split_complex_float32_v1,cell-8604a39ea79fba46dcf1edf711888073df4ed40b3f381b6b29f134af1d2871dd,0.5299795499886386,0.0020629200153052807,5
Q,bb84_n18,D64/T24/split_complex_float32_v1,cell-4462c4fa72751a611cc360651ce63900d5cd03c062c58c0a3816d7ae3c658526,0.6330154950264841,0.010718707053456455,5
Q,bb84_n18,D1/T8/complex_int8_shared_scale_v1,cell-9691e41fec5119b99405ec88069e28c597b1f9946a736f550a2aa7cb7ad0bb2c,0.5228855260065757,0.004858675005380064,5
Q,bb84_n18,D2/T8/complex_int8_shared_scale_v1,cell-cb589ea8bd5bd33dffaacd6f8d1c83e4174a5e284032721064cd90efb4ed4a4f,0.4487660519662313,0.009683238982688636,5
Q,bb84_n18,D4/T8/complex_int8_shared_scale_v1,cell-8ad890c8af325f72f4ab9776beb75832068d485d2caa3f5d766b9d7ddde2800a,0.39697216701461,0.0059751709923148155,5
Q,bb84_n18,D8/T8/complex_int8_shared_scale_v1,cell-436dddfac75eac5516e7b2bdb7f7f694bff0d7ee1c090e52dc994ca391e492e4,0.4047285800334066,0.008057320024818182,5
Q,bb84_n18,D16/T8/complex_int8_shared_scale_v1,cell-b244c834870cb14dd347e0b9b0e6a7e5b9d320e32dc1221989ba7ca4024b8b17,0.4256291780038737,0.008150181965902448,5
Q,bb84_n18,D32/T8/complex_int8_shared_scale_v1,cell-5303f9083c28ef3b7b905b0d7d2013e853180c3c7fd1bb87a198c65ae388217a,0.5277316150022671,0.005593308946117759,5
Q,bb84_n18,D64/T8/complex_int8_shared_scale_v1,cell-46206faa4fb7b34d3920fcce63a9d4d960a8a3f9182f527ad74f7e6259b9f0ec,0.6168877349700779,0.01347831601742655,5
