configuration_id,arm,fixture_id
828f0ad95ec8d00d9d3dba73c6a3057d822b8f90f1014a9a96d1c83681eb953d,"{""backend"":""upmem"",""dpus"":1,""fuse"":false,""geometry"":""panel_only_v1"",""policy"":""split_complex_float32_v1"",""rank_count"":1,""schedule"":""serial_nodes_v1"",""tasklets"":22,""threads"":1,""transport"":""packed_wave_v1""}",qual_stress_n04_l2
86f9df65db57e6eb4df0dcaf1dc9f1245f0cb441d05199cbf652ea45b9f2cd43,"{""backend"":""upmem"",""dpus"":1,""fuse"":false,""geometry"":""panel_only_v1"",""policy"":""split_complex_float32_v1"",""rank_count"":1,""schedule"":""serial_nodes_v1"",""tasklets"":5,""threads"":1,""transport"":""packed_wave_v1""}",qual_hs_n04
86f9df65db57e6eb4df0dcaf1dc9f1245f0cb441d05199cbf652ea45b9f2cd43,"{""backend"":""upmem"",""dpus"":1,""fuse"":false,""geometry"":""panel_only_v1"",""policy"":""split_complex_float32_v1"",""rank_count"":1,""schedule"":""serial_nodes_v1"",""tasklets"":5,""threads"":1,""transport"":""packed_wave_v1""}",qual_stress_n04_l2
8880c53b3a27d74ecc95016a53311eb9d495eecb2968a9189fc6e0d7019acba0,"{""backend"":""upmem"",""dpus"":8,""fuse"":true,""geometry"":""panel_only_v1"",""policy"":""split_complex_float32_v1"",""rank_count"":1,""schedule"":""static_dag_waves_v1"",""tasklets"":24,""threads"":1,""transport"":""packed_wave_v1""}",qual_hs_n04
8880c53b3a27d74ecc95016a53311eb9d495eecb2968a9189fc6e0d7019acba0,"{""backend"":""upmem"",""dpus"":8,""fuse"":true,""geometry"":""panel_only_v1"",""policy"":""split_complex_float32_v1"",""rank_count"":1,""schedule"":""static_dag_waves_v1"",""tasklets"":24,""threads"":1,""transport"":""packed_wave_v1""}",qual_stress_n04_l2
8b892f357816dd1534b7d64a9b941d6f3ca582200ce7b19a338c16c57be83d61,"{""backend"":""upmem"",""dpus"":1,""fuse"":false,""geometry"":""panel_only_v1"",""policy"":""split_complex_float32_v1"",""rank_count"":1,""schedule"":""serial_nodes_v1"",""tasklets"":11,""threads"":1,""transport"":""packed_wave_v1""}",qual_hs_n04
8b892f357816dd1534b7d64a9b941d6f3ca582200ce7b19a338c16c57be83d61,"{""backend"":""upmem"",""dpus"":1,""fuse"":false,""geometry"":""panel_only_v1"",""policy"":""split_complex_float32_v1"",""rank_count"":1,""schedule"":""serial_nodes_v1"",""tasklets"":11,""threads"":1,""transport"":""packed_wave_v1""}",qual_stress_n04_l2
8d3e6a2dcb9e27817d946a007935c4c6ab5423325451eb368683fa777b1a339a,"{""backend"":""upmem"",""dpus"":64,""fuse"":true,""geometry"":""panel_only_v1"",""policy"":""split_complex_float32_v1"",""rank_count"":1,""schedule"":""static_dag_waves_v1"",""tasklets"":8,""threads"":1,""transport"":""packed_wave_v1""}",qual_hs_n04
8d3e6a2dcb9e27817d946a007935c4c6ab5423325451eb368683fa777b1a339a,"{""backend"":""upmem"",""dpus"":64,""fuse"":true,""geometry"":""panel_only_v1"",""policy"":""split_complex_float32_v1"",""rank_count"":1,""schedule"":""static_dag_waves_v1"",""tasklets"":8,""threads"":1,""transport"":""packed_wave_v1""}",qual_stress_n04_l2
8f264bbaceb3844a8c64d6553fc1e34155c39e3e1d2d50e7623a5167b050e5bf,"{""backend"":""upmem"",""dpus"":1,""fuse"":false,""geometry"":""panel_only_v1"",""policy"":""split_complex_float32_v1"",""rank_count"":1,""schedule"":""serial_nodes_v1"",""tasklets"":15,""threads"":1,""transport"":""packed_wave_v1""}",qual_hs_n04
8f264bbaceb3844a8c64d6553fc1e34155c39e3e1d2d50e7623a5167b050e5bf,"{""backend"":""upmem"",""dpus"":1,""fuse"":false,""geometry"":""panel_only_v1"",""policy"":""split_complex_float32_v1"",""rank_count"":1,""schedule"":""serial_nodes_v1"",""tasklets"":15,""threads"":1,""transport"":""packed_wave_v1""}",qual_stress_n04_l2
